9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
11,Mae Berenice MEITE,FRA,7,52.78,26.67,27.11,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3Lo+3T<,<,8.1,False,-1.9,-2,-3,-2,-3,-3,-3,-3,-3,-2,,6.2
2,3Lz,,6.0,False,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.9
3,FCSp3,,2.8,False,0.07,1,0,1,-1,0,0,0,0,0,,2.87
4,2A,,3.63,True,0.36,1,1,1,0,0,0,1,1,1,,3.99
5,LSp3,,2.4,False,0.43,1,1,1,1,1,0,1,1,0,,2.83
6,StSq3,,3.3,False,0.29,1,1,1,0,0,0,1,1,0,,3.59
7,CCoSp3,,3.0,False,0.29,1,1,1,1,1,0,0,0,0,,3.29
,,,29.23,,,,,,,,,,,,,26.67
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.75,7.0,7.75,6.5,6.75,6.25,7.5,7.0,6.5,,6.86
,Transitions  ,,,,0.8,6.5,6.75,7.0,6.0,6.25,5.25,7.0,6.5,6.25,,6.46
,Performance  ,,,,0.8,7.25,6.75,6.75,6.25,6.75,5.75,7.25,6.75,6.5,,6.71
,Composition  ,,,,0.8,7.0,7.0,7.5,7.0,6.75,5.75,7.25,6.75,6.5,,6.89
,Interpretation of the Music  ,,,,0.8,7.25,7.0,7.25,7.0,7.0,5.5,7.0,7.0,6.5,,6.96
,,,,,,,,,,,,,,,,27.11
Deduction,Deductions Falls,-1.0
