ISU GP Rostelecom Cup 2017,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Yuzuru HANYU JPN  11  195.92,,101.54,94.38,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5In fo",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4Lz  13.60  1.14 1 1 1 1 3,,1 0,2 1,14.74,
2 3Lo  5.10  0.60 1 1 1 0 1,,0 1,1 1,5.70,
3 3F  5.30  1.60 2 3 2 2 3,,2 3,2 2,6.90,
4 FCCoSp4  3.50  1.00 2 2 1 3 2,,2 2,2 2,4.50,
5 StSq3  3.30  1.29 3 2 2 3 3,,2 3,3 2,4.59,
6 4S  11.55 x -0.69 -1 0 0 -1 0,,-1 0,-1 -1,10.86,
7 2T  1.43 x  0.03 0 1 0 0 0,,0 0,1 0,1.46,
8 4T+3T  16.06 x  1.71 2 1 3 1 2,,1 2,2 2,17.77,
9 3A+2T  10.78 x  1.86 2 2 2 1 2,,1 2,3 2,12.64,
10 3A  9.35 x  0.86 1 1 1 1 2,,0 1,0 1,10.21,
11 FCSSp4  3.00  0.57 1 1 1 2 2,,1 1,1 1,3.57,
12 ChSq1  2.00  2.10 3 3 3 3 3,,3 2,3 3,4.10,
13 CCoSp4  3.50  1.00 2 2 2 2 2,,1 2,2 2,4.50,
88.47,,,,101.54,
Program Components Factor,,,,,
Skating Skills  2.00 9.75 9.50 9.75 9.25 9.50,,9.50 9.50,9.50 9.50,9.54,
Transitions  2.00 9.00 9.25 9.25 9.00 9.25,,9.25 9.00,9.50 9.25,9.18,
Performance  2.00 9.00 9.50 9.50 9.25 9.50,,9.50 9.50,9.75 9.25,9.43,
Composition  2.00 9.50 9.50 9.50 9.25 9.75,,9.50 9.50,9.50 9.50,9.50,
Interpretation of the Music  2.00 9.00 9.50 9.75 9.50 9.75,,9.50 9.50,9.75 9.25,9.54,
Judges Total Program Component Score (factored),,,,94.38,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Nathan CHEN USA  12  193.25,,104.85,88.40,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4Lz+3T  17.90  2.00 2 2 2 2 2,,2 2,3 2,19.90,
2 4F  12.30  1.71 2 2 2 1 2,,1 1,2 2,14.01,
3 4S  10.50  0.57 0 1 0 0 2,,0 -1,1 2,11.07,
4 CCSp4  3.20  0.64 1 1 1 1 2,,1 2,1 2,3.84,
5 StSq3  3.30  1.00 2 2 2 2 2,,2 3,2 2,4.30,
6 4T+2T+2Lo  14.74 x  1.71 2 1 2 2 2,,1 1,2 2,16.45,
7 2T  1.43 x  0.00 0 0 0 0 0,,0 -1,0 0,1.43,
8 3A  9.35 x -0.71 -1 -1 0 -1 0,,-1 0,-1 -1,8.64,
9 3A+2T<* *  9.35 x -1.71 -2 -2 -1 -2 -1,,-2 -2,-2 -1,7.64,
10 3Lz  6.60 x  0.80 1 1 1 1 2,,1 1,1 2,7.40,
11 ChSq1  2.00  1.40 2 2 2 1 2,,2 3,2 2,3.40,
12 FCCoSp4  3.50  0.93 1 1 2 2 2,,2 3,2 2,4.43,
13 CCoSp1V  1.70  0.64 1 1 1 1 2,,1 2,1 2,2.34,
95.87,,,,104.85,
Program Components Factor,,,,,
