ISU GP Rostelecom Cup 2017,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Nathan CHEN USA  10  100.54,,57.57,42.97,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4Lz+3T  17.90  1.57 2 1 2 1 2,,2 1,1 2,19.47,
2 FSSp4  3.00  0.86 1 1 2 2 2,,2 2,1 2,3.86,
3 CCSp3  2.80  0.21 0 0 0 1 1,,0 1,0 1,3.01,
4 4F  13.53 x -1.03 0 -1 0 -1 0,,-2 -2,-1 -1,12.50,
5 3A  9.35 x -0.86 0 -1 -1 -1 -1,,-1 -1,-1 0,8.49,
6 StSq4  3.90  1.70 3 2 2 2 2,,3 3,2 3,5.60,
7 CCoSp4  3.50  1.14 3 1 2 1 2,,3 3,2 3,4.64,
53.98,,,,57.57,
Program Components Factor,,,,,
Skating Skills  1.00 9.25 8.25 9.00 8.00 8.50,,9.00 8.50,8.00 9.00,8.61,
Transitions  1.00 8.75 8.00 8.50 7.75 8.25,,9.25 8.50,7.75 9.00,8.39,
Performance  1.00 9.00 8.00 8.50 8.00 8.50,,9.25 8.75,8.25 9.25,8.61,
Composition  1.00 9.00 8.25 8.25 8.00 8.50,,9.25 9.00,8.25 8.75,8.57,
Interpretation of the Music  1.00 9.25 8.00 9.00 8.25 8.50,,9.00 9.00,8.50 9.25,8.79,
Judges Total Program Component Score (factored),,,,42.97,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Yuzuru HANYU JPN  12  94.85,,49.24,46.61,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4Lo< <  8.40 -2.06 -2 -1 -1 -1 -2,,-3 -2,-2 -2,6.34,
2 FCSp4  3.20  1.00 2 2 2 2 2,,2 2,2 2,4.20,
3 CSSp4  3.00  0.86 1 2 1 3 1,,2 2,2 2,3.86,
4 3A  9.35 x  3.00 3 3 3 3 3,,3 3,3 3,12.35,
5 4T+3T  16.06 x -3.54 -3 -3 -3 -2 -3,,-2 -3,-3 -2,12.52,
6 StSq4  3.90  2.00 3 3 3 2 2,,3 3,3 3,5.90,
7 CCoSp3  3.00  1.07 2 2 2 2 2,,3 3,2 2,4.07,
46.91,,,,49.24,
Program Components Factor,,,,,
Skating Skills  1.00 9.75 9.50 9.50 9.50 9.50,,9.25 9.25,9.25 9.50,9.43,
Transitions  1.00 9.50 9.25 9.00 9.00 9.25,,9.25 9.00,9.25 9.25,9.18,
Performance  1.00 9.25 9.25 9.00 9.25 9.25,,9.00 8.75,9.50 9.50,9.21,
Composition  1.00 9.75 9.50 9.25 9.25 9.50,,9.50 9.50,9.50 9.25,9.43,
Interpretation of the Music  1.00 9.50 9.50 9.50 9.25 9.25,,9.50 9.25,9.25 9.25,9.36,
Judges Total Program Component Score (factored),,,,46.61,
Deductions Falls: -1.00(1),,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Rostelecom Cup 2017,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
3 Dmitri ALIEV RUS  8  88.77,,48.45,40.32,0.00,
