ISU European Figure Skating Championships 2017,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Javier FERNANDEZ ESP  36  104.25,,56.93,47.32,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4T+3T  14.60  0.86 0 1 1 1 2,,1 1,1 0,15.46,
2 4S  10.50  2.29 2 3 2 2 3,,2 3,2 2,12.79,
3 FUSp4  2.90  0.93 2 2 2 1 2,,3 2,1 2,3.83,
4 3A  9.35 x  1.00 0 1 1 2 2,,1 1,1 0,10.35,
5 CCoSp4  3.50  1.00 2 2 2 2 2,,2 2,2 2,4.50,
6 CSSp4  3.00  1.00 2 2 2 2 2,,2 2,1 2,4.00,
7 StSq4  3.90  2.10 3 3 3 2 3,,3 3,3 3,6.00,
47.75,,,,56.93,
Program Components Factor,,,,,
Skating Skills  1.00  9.25  9.75  9.00  9.50  9.50,,9.50  9.25,9.00  9.25,9.32,
Transitions  1.00  9.00  9.50  9.00  9.50  9.25,,9.50  9.50,9.00  9.75,9.32,
Performance  1.00  9.25  9.50  9.25  9.75  10.00,,9.75  9.50,9.75  9.00,9.54,
Composition  1.00  9.50  9.50  9.25  9.75  9.75,,9.75  9.25,9.50  9.25,9.50,
Interpretation of the Music  1.00  9.50  9.75  9.25  9.75  10.00,,9.75  9.50,9.75  9.50,9.64,
Judges Total Program Component Score (factored),,,,47.32,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Maxim KOVTUN RUS  31  94.53,,52.97,41.56,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4S+3T  14.80  1.71 2 2 1 1 2,,1 2,2 2,16.51,
2 4T  10.30  0.11 0 1 -2 0 1,,1 0,0 -1,10.41,
3 FCSp4  3.20  0.29 1 1 1 0 1,,0 0,0 1,3.49,
4 3A  9.35 x  0.71 0 1 1 0 1,,1 0,2 1,10.06,
5 CCoSp4  3.50  0.50 1 1 0 0 2,,1 1,2 1,4.00,
6 StSq4  3.90  1.10 1 2 1 2 2,,1 2,1 2,5.00,
7 CSSp4  3.00  0.50 1 1 1 1 1,,1 1,2 1,3.50,
48.05,,,,52.97,
Program Components Factor,,,,,
Skating Skills  1.00  8.25  8.75  8.00  8.00  8.75,,8.00  8.75,8.50  8.50,8.39,
Transitions  1.00  8.00  8.50  7.50  8.00  8.00,,7.75  8.50,8.00  8.75,8.11,
Performance  1.00  8.50  9.00  8.00  7.75  8.75,,8.00  9.25,8.75  8.25,8.46,
Composition  1.00  8.50  8.75  7.75  7.75  8.75,,8.00  8.75,8.50  8.50,8.39,
Interpretation of the Music  1.00  8.25  8.75  7.75  7.75  8.50,,8.00  9.00,7.75  8.50,8.21,
Judges Total Program Component Score (factored),,,,41.56,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU European Figure Skating Championships 2017,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
3 Alexei BYCHENKO ISR  34  86.68,,47.00,39.68,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
