ISU European Figure Skating Championships 2017,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
1 Evgenia TARASOVA / Vladimir MOROZOV RUS  17  80.82,44.50,36.32,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,IJn8f o J9 Ref,,Info
Elements Value,,,Panel,
1 3Tw4  6.60  2.10 3 3 3 3 3,3 3,2 3,8.70,
2 3T  4.30  1.40 1 2 3 2 2,2 2,2 2,5.70,
3 3LoTh  5.00  2.00 2 3 3 3 3,3 3,2 3,7.00,
4 BiDs4  3.50  1.30 1 3 2 2 2,2 2,1 2,4.80,
5 5RLi4  7.50  1.00 1 2 1 1 2,1 2,1 3,8.50,
6 StSq4  3.90  1.40 2 2 2 2 3,2 2,2 2,5.30,
7 FCCoSp4  3.50  1.00 2 2 2 2 2,2 2,1 2,4.50,
34.30,,,44.50,
Program Components Factor,,,,
Skating Skills  0.80  8.75  9.00  9.00  9.00  9.50,9.00  9.00,8.50  9.25,9.00,
Transitions  0.80  9.00  9.25  8.50  9.00  9.25,8.75  8.75,8.50  9.25,8.93,
Performance  0.80  9.25  9.00  9.25  9.25  9.50,9.25  9.25,9.00  9.50,9.25,
Composition  0.80  8.75  9.50  9.00  9.25  9.50,9.00  9.00,8.75  9.25,9.11,
Interpretation of the Music  0.80  9.00  9.00  9.00  9.25  9.50,9.00  9.25,8.75  9.25,9.11,
Judges Total Program Component Score (factored),,,36.32,
Deductions,,,0.00,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
2 Vanessa JAMES / Morgan CIPRES FRA  18  74.18,41.42,32.76,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 3Tw3  6.20  1.60 1 3 3 2 3,2 2,2 2,7.80,
2 3S  4.40  1.20 1 3 3 1 1,1 2,2 2,5.60,
3 3FTh  5.50  0.80 0 2 2 0 2,1 1,1 1,6.30,
4 5ALi4  7.50  1.30 1 2 2 2 2,2 2,1 2,8.80,
5 BiDs4  3.50  0.90 1 2 2 1 1,1 2,1 1,4.40,
6 StSq3  3.30  0.86 2 2 2 1 3,2 2,1 1,4.16,
7 FCCoSp4  3.50  0.86 2 2 2 2 2,2 1,1 1,4.36,
33.90,,,41.42,
Program Components Factor,,,,
Skating Skills  0.80  7.75  8.25  8.50  8.00  8.25,8.25  8.00,8.25  8.00,8.14,
Transitions  0.80  7.50  8.75  8.00  7.50  8.00,8.25  7.75,8.50  7.75,7.96,
Performance  0.80  8.00  8.75  8.75  8.00  8.50,8.50  8.25,8.50  8.25,8.39,
Composition  0.80  7.50  8.75  8.75  7.75  8.75,8.25  7.75,8.50  8.00,8.25,
Interpretation of the Music  0.80  7.75  8.50  8.75  7.75  8.50,8.50  8.00,8.50  7.75,8.21,
Judges Total Program Component Score (factored),,,32.76,
Deductions,,,0.00,
ISU European Figure Skating Championships 2017,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
3 Aliona SAVCHENKO / Bruno MASSOT GER  13  73.76,38.67,36.09,1.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,IJn8f o J9 Ref,,Info
Elements Value,,,Panel,
1 3Tw2  5.80  2.10 3 3 3 3 3,3 3,3 3,7.90,
2 3S  4.40  0.70 1 1 2 0 0,1 1,2 1,5.10,
