ISU European Figure Skating Championships 2017,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
1 Gabriella PAPADAKIS / Guillaume CIZERON FRA  20  114.19,56.87,57.32,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 InfJo7,J8 J9 Ref,,Info
Elements Value,,,Panel,
1 SlLi4  4.50  1.63 2 3 3 3 2,3 3,2 3,6.13,
2 STw4  6.60  1.63 3 3 3 3 3,2 3,2 2,8.23,
3 CiSt3  7.10  2.20 2 2 2 2 2,2 2,2 2,9.30,
4 CuLi4  4.50  1.54 2 3 2 3 2,3 3,2 3,6.04,
5 CoSp4  5.60  1.54 3 3 2 3 3,-1 2,3 2,7.14,
6 RoLi4  4.50  1.37 2 3 2 2 2,3 2,2 3,5.87,
7 ChTw1  0.70  1.60 2 3 3 2 2,2 3,2 1,2.30,
8 DiSt3  7.10  2.36 2 2 2 3 2,2 2,2 3,9.46,
9 ChLi1  0.70  1.70 2 3 2 3 2,3 2,2 3,2.40,
41.30,,,56.87,
Program Components Factor,,,,
Skating Skills  1.20  9.75  9.75  9.50  9.75  9.50,9.25  9.25,9.50  9.50,9.54,
Transitions  1.20  9.50  9.50  9.00  9.75  9.25,9.25  9.25,9.25  9.50,9.36,
Performance  1.20  9.75  10.00  9.25  10.00  9.50,9.50  9.50,9.50  9.75,9.64,
Composition  1.20  9.75  9.75  9.00  9.75  9.25,9.50  9.75,9.00  10.00,9.54,
Interpretation of the Music / Timing  1.20  9.75  10.00  9.50  9.75  9.50,9.25  9.75,9.50  10.00,9.68,
Judges Total Program Component Score (factored),,,57.32,
Deductions,,,0.00,
Violation of choreography restrictions: (1 of 10),,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
2 Anna CAPPELLINI / Luca LANOTTE ITA  19  110.99,54.69,56.30,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 STw4  6.60 -0.06 -1 1 0 0 1,-2 -1,0 0,6.54,
2 SlLi4  4.50  1.71 3 3 3 3 3,3 2,3 2,6.21,
3 RoLi4  4.50  1.54 2 2 3 3 3,3 3,2 2,6.04,
4 CiSt3  7.10  2.04 2 2 2 2 2,2 1,3 1,9.14,
5 CoSp4  5.60  1.03 2 2 2 2 3,-1 2,2 0,6.63,
6 DiSt3  7.10  2.36 2 2 2 3 3,2 2,2 2,9.46,
7 CuLi4  4.50  1.37 2 3 2 3 3,2 2,2 2,5.87,
8 ChSp1  0.70  1.40 2 2 2 2 2,2 2,1 2,2.10,
9 ChLi1  0.70  2.00 3 3 2 3 3,3 3,2 3,2.70,
41.30,,,54.69,
Program Components Factor,,,,
Skating Skills  1.20  9.75  9.50  9.25  9.50  9.25,9.25  8.75,9.00  8.00,9.21,
Transitions  1.20  9.25  9.25  9.00  9.50  9.50,9.00  8.75,9.00  8.50,9.11,
Performance  1.20  9.50  9.50  9.50  9.75  9.50,9.25  9.25,9.75  9.00,9.46,
Composition  1.20  9.50  9.50  9.00  9.75  9.75,9.50  9.50,9.75  8.75,9.50,
Interpretation of the Music / Timing  1.20  9.75  9.75  9.50  9.50  9.75,9.50  9.75,9.75  8.75,9.64,
Judges Total Program Component Score (factored),,,56.30,
Deductions,,,0.00,
Violation of choreography restrictions: (2 of 10),,,,
ISU European Figure Skating Championships 2017,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
