ISU Four Continents Championships 2017,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
1 Wenjing SUI / Cong HAN CHN  15  144.28,71.45,,73.83,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5 InfoJ6",J7,,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4Tw2  8.00  1.43 1 2 1 2 1,2 1,,1 2,9.43,
2 3T+2T  5.60  1.20 2 1 2 2 2,2 2,,1 1,6.80,
3 3S< <  3.10 -2.10 -3 -3 -3 -3 -3,-3 -3,,-3 -3,1.00,
4 BoDs4  4.50  1.30 1 2 2 2 2,2 2,,3 1,5.80,
5 ChSq1  2.00  1.70 2 2 2 2 3,3 2,,3 3,3.70,
6 3STh  4.50  1.90 3 3 3 3 3,2 3,,2 2,6.40,
7 5ALi4  7.50  1.60 3 2 3 3 2,2 2,,2 2,9.10,
8 3FTh  5.50  1.90 2 2 3 3 3,2 3,,3 3,7.40,
9 FCCoSp3  3.00  1.00 2 2 2 2 2,2 2,,1 2,4.00,
10 5RLi4  7.50  1.50 2 2 2 3 2,3 2,,2 2,9.00,
11 3Li4  4.50  1.29 2 3 3 3 3,3 2,,2 2,5.79,
12 PCoSp1V  2.10  0.93 1 1 2 3 2,2 2,,1 3,3.03,
57.80,,,,71.45,
Program Components Factor,,,,,
Skating Skills  1.60  8.75  9.00  8.75  9.50  9.00,9.75  9.25,,9.00  9.00,9.07,
Transitions  1.60  9.25  9.25  8.75  9.50  8.50,9.50  9.25,,9.25  9.25,9.21,
Performance  1.60  9.00  9.50  9.00  9.25  9.25,9.75  9.25,,9.00  9.25,9.21,
Composition  1.60  9.25  9.25  9.25  9.50  9.00,9.50  9.75,,9.50  9.25,9.36,
Interpretation of the Music  1.60  9.25  9.00  9.00  9.50  9.00,9.75  9.50,,9.50  9.25,9.29,
Judges Total Program Component Score (factored),,,,73.83,
Deductions Falls: -1.00,,,,-1.00,
"<  Under-rotated jump",,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
2 Meagan DUHAMEL / Eric RADFORD CAN  12  137.92,70.71,,67.21,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3Tw2  5.80  1.20 1 2 1 2 2,2 1,,2 2,7.00,
2 3Lz+1T  6.40 -1.60 -3 -2 -1 -3 -2,-2 -2,,-3 -2,4.80,
3 4STh  8.20 -1.00 -1 -1 -1 -2 0,-1 -2,,-1 0,7.20,
4 5RLi4  7.50  1.20 2 2 -1 2 2,2 1,,2 1,8.70,
5 3S  4.40  1.10 1 2 1 2 1,2 1,,2 2,5.50,
6 BoDs4  4.50  1.40 2 2 2 2 2,2 2,,1 2,5.90,
7 FCCoSp4  3.50  0.93 1 2 1 2 3,2 2,,2 2,4.43,
8 3LzTh  5.50 -1.20 -2 -2 -2 -2 -1,-2 -2,,-1 -1,4.30,
9 PCoSp4  4.50  0.64 1 1 1 1 2,2 1,,1 2,5.14,
10 5ALi4  7.50  1.40 2 2 0 2 2,2 2,,2 2,8.90,
11 ChSq1  2.00  1.20 2 1 1 2 3,2 1,,2 2,3.20,
12 3Li4  4.50  1.14 2 3 1 2 3,2 1,,3 3,5.64,
64.30,,,,70.71,
Program Components Factor,,,,,
Skating Skills  1.60  8.25  8.50  8.50  8.50  8.50,8.75  8.25,,8.50  8.75,8.50,
Transitions  1.60  8.25  8.00  8.00  8.25  8.25,8.50  8.00,,8.50  9.00,8.25,
