ISU Four Continents Championships 2017,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Yuzuru HANYU JPN  23  206.67,,112.33,94.34,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5In fo",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4Lo  12.00  2.14 2 2 1 1 2,,3 2,3 3,14.14,
2 4S  10.50  1.43 1 2 1 0 3,,1 2,1 2,11.93,
3 FCCoSp4  3.50  0.93 1 2 2 1 2,,2 2,2 2,4.43,
4 StSq4  3.90  1.70 2 2 3 2 2,,2 3,3 3,5.60,
5 3F  5.30  1.60 2 1 3 2 3,,2 2,2 3,6.90,
6 2S+1Lo  1.98 x -0.06 0 -1 -1 0 0,,1 0,-1 0,1.92,
7 4T  11.33 x  1.86 1 2 1 1 3,,2 2,3 2,13.19,
8 3A+3T  14.08 x  2.43 2 1 2 1 3,,3 3,3 3,16.51,
9 4T+2T  12.76 x  1.14 0 1 1 1 1,,1 2,1 2,13.90,
10 FCSSp4  3.00  1.00 1 2 2 2 2,,3 2,2 2,4.00,
11 ChSq1  2.00  1.60 2 2 2 2 2,,2 3,3 3,3.60,
12 3A  9.35 x  2.43 1 2 3 0 3,,2 3,3 3,11.78,
13 CCoSp4  3.50  0.93 1 2 2 1 2,,2 2,2 2,4.43,
93.20,,,,112.33,
Program Components Factor,,,,,
Skating Skills  2.00  9.25  9.25  9.50  9.50  9.50,,9.50  9.75,9.50  9.50,9.46,
Transitions  2.00  9.25  9.00  9.00  9.25  9.25,,9.50  9.25,9.25  9.50,9.25,
Performance  2.00  9.25  9.25  9.50  9.50  9.25,,9.75  9.75,9.75  9.75,9.54,
Composition  2.00  9.00  9.00  9.25  9.75  9.50,,9.50  9.75,9.75  9.50,9.46,
Interpretation of the Music  2.00  9.25  9.25  9.50  9.25  9.25,,9.50  9.75,9.75  9.75,9.46,
Judges Total Program Component Score (factored),,,,94.34,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Nathan CHEN USA  24  204.34,,115.48,88.86,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4Lz+3T  17.90  2.43 2 2 3 2 3,,2 3,2 3,20.33,
2 4F  12.30  2.43 2 2 2 2 3,,2 3,3 3,14.73,
3 4T  10.30 -0.51 0 -1 -1 0 1,,0 0,-1 -1,9.79,
4 4T+2T  11.60  0.43 -1 1 0 1 1,,0 1,0 0,12.03,
5 ChSq1  2.00  1.30 1 3 2 1 2,,1 2,3 2,3.30,
6 3A+2T+2T* *  10.78 x -1.29 -1 -2 -1 -1 -1,,-1 -2,-1 -2,9.49,
7 4S  11.55 x  1.29 1 2 1 1 2,,1 2,1 1,12.84,
8 3Lz  6.60 x  1.00 1 1 1 1 2,,2 2,1 3,7.60,
9 3A  9.35 x -1.86 -2 -2 -2 -2 -1,,-2 -2,-1 -2,7.49,
10 CCSp4  3.20  0.36 0 1 0 1 1,,1 1,1 0,3.56,
11 FCCoSp4  3.50  0.79 0 2 1 1 2,,2 2,2 1,4.29,
12 StSq4  3.90  1.70 1 3 2 3 2,,2 3,3 2,5.60,
13 CCoSp4  3.50  0.93 1 3 1 1 3,,2 2,3 1,4.43,
106.48,,,,115.48,
Program Components Factor,,,,,
