8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
2,Christina GAO,USA,8,117.62,60.64,56.98,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,3F+2T,,6.6,False,0.93,2,1,2,2,1,1,1,0,,7.53
2,2A,,3.3,False,0.67,1,1,2,2,1,2,1,1,,3.97
3,3Lz+2T,e,7.3,False,-0.58,0,0,-1,-1,-1,-1,-1,-1,,6.72
4,CCoSp2,,2.5,False,0.5,1,1,0,1,1,1,1,1,,3.0
5,LSp3,,2.4,False,0.92,2,1,2,2,2,2,2,1,,3.32
6,3F,,5.83,True,1.17,2,1,2,2,1,2,2,1,,7.0
7,3S,,4.62,True,0.35,1,1,0,1,0,0,1,0,,4.97
8,3Lo,,5.61,True,1.17,2,2,2,2,1,1,2,1,,6.78
9,3T+2T+2Lo,,7.92,True,0.47,1,1,2,1,0,1,0,0,,8.39
10,StSq2,,2.6,False,0.58,2,1,2,1,1,1,1,1,,3.18
11,ChSq1,,2.0,False,0.93,1,2,2,1,1,1,2,0,,2.93
12,FSSp3,,2.6,False,0.25,0,0,1,1,1,0,0,1,,2.85
,,,53.28,,,,,,,,,,,,60.64
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,7.5,7.0,8.0,7.5,7.0,7.0,6.75,7.5,,7.25
,Transition / Linking Footwork  ,,,,1.6,6.75,6.75,7.5,7.0,6.5,6.75,6.0,7.0,,6.79
,Performance / Execution  ,,,,1.6,7.25,7.5,7.75,7.5,6.75,7.25,6.5,7.5,,7.29
,Choreography / Composition  ,,,,1.6,7.25,7.25,7.75,7.75,7.0,6.75,7.0,7.25,,7.25
,Interpretation  ,,,,1.6,6.75,7.25,7.5,7.5,7.0,6.75,6.5,7.0,,7.04
,,,,,,,,,,,,,,,56.98
