NHK Trophy 2005,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
1 Daisuke TAKAHASHI,JPN 77.70 42.00,,35.70,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3F+3T 9.5,1.00 0 1 1 0 2 1 1 2,,1 1 - -,10.50
2 3A 7.5,0.60 0 0 0 1 1 0 1 1,,1 0 - -,8.10
3 CSSp3 2.1,0.40 1 0 1 1 0 1 0 1,,1 1 - -,2.50
4 3Lz 6.0,1.00 1 1 0 2 1 1 1 1,,1 1 - -,7.00
5 CiSt3 3.1,0.50 1 1 1 1 2 1 1 1,,2 0 - -,3.60
6 CCoSp3 3.0,0.20 0 0 1 1 0 0 0 1,,-1 0 - -,3.20
7 SlSt4 3.4,1.20 2 1 1 1 1 1 1 2,,1 1 - -,4.60
8 FSSp3 2.3,0.20 0 1 0 1 0 1 1 1,,0 0 - -,2.50
36.9,,,,42.00
Program Components,Factor,,,
Skating Skills,1.00 7.50 7.50 7.00 6.75 7.00 7.00 7.25 7.75,,7.25 7.50 - -,7.25
Transition / Linking Footwork,1.00 7.25 7.25 6.75 5.75 6.75 6.75 6.75 7.00,,7.00 7.00 - -,6.85
Performance / Execution,1.00 7.50 7.50 7.00 6.75 7.00 7.50 7.50 7.50,,6.75 7.50 - -,7.30
Choreography / Composition,1.00 7.50 7.50 7.00 6.00 6.75 7.00 7.25 7.75,,7.00 7.50 - -,7.20
Interpretation,1.00 7.25 7.50 7.00 5.75 6.75 7.50 7.25 7.75,,6.75 7.25 - -,7.10
Judges Total Program Component Score (factored),,,,35.70
Deductions:,,,,0.00
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
2 Nobunari ODA,JPN 74.15 40.50,,33.65,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3A 7.5,1.40 0 1 1 2 1 1 2 2,,2 1 - -,8.90
2 3Lz+3T 10.0,1.00 1 1 1 1 1 1 1 2,,2 1 - -,11.00
3 CSSp4 3.0,0.40 0 1 1 1 1 1 1 0,,1 1 - -,3.40
4 3F 5.5,0.60 -1 1 0 2 1 1 0 2,,1 0 - -,6.10
5 FSSp4 3.0,0.10 -1 -1 0 0 0 -1 1 1,,-1 0 - -,3.10
6 CiSt2 2.3,0.10 0 1 0 1 0 0 1 0,,1 0 - -,2.40
7 SlSt2 2.3,0.30 1 1 0 0 1 1 1 1,,0 0 - -,2.60
8 CCoSp3 3.0,0.00 0 0 -1 0 0 0 0 1,,0 0 - -,3.00
36.6,,,,40.50
Program Components,Factor,,,
Skating Skills,1.00 7.00 6.50 6.75 6.50 6.75 6.50 6.50 7.25,,7.00 6.75 - -,6.75
Transition / Linking Footwork,1.00 6.75 6.00 6.50 6.25 6.75 6.00 6.00 7.00,,6.75 6.50 - -,6.55
Performance / Execution,1.00 6.25 7.00 7.00 7.00 7.00 6.75 6.75 7.00,,7.25 7.00 - -,6.95
Choreography / Composition,1.00 6.25 6.75 6.50 6.75 6.75 6.50 6.75 7.25,,7.25 6.75 - -,6.70
Interpretation,1.00 6.25 6.75 7.00 6.00 6.75 6.75 6.50 7.25,,7.25 7.00 - -,6.70
Judges Total Program Component Score (factored),,,,33.65
Deductions:,,,,0.00
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
3 Evan LYSACEK,USA 71.05 37.60,,33.45,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3A 7.5,0.00 -1 1 0 0 0 0 0 1,,1 0 - -,7.50
2 3Lz+3T 10.0,0.60 0 1 1 1 0 0 1 1,,2 0 - -,10.60
3 FSSp4 3.0,0.50 1 1 1 0 1 1 1 1,,1 1 - -,3.50
4 CiSt2 2.3,0.40 1 0 1 0 1 1 1 1,,1 0 - -,2.70
5 3F 5.5,0.00 -2 0 0 0 0 0 0 1,,1 0 - -,5.50
6 CSSp2 1.7,0.20 0 1 1 0 0 0 1 1,,0 0 - -,1.90
7 SlSt2 2.3,0.30 1 1 0 1 0 1 1 1,,1 0 - -,2.60
8 CCoSp3 3.0,0.30 1 1 1 0 1 1 0 0,,1 1 - -,3.30
35.3,,,,37.60
Program Components,Factor,,,
Skating Skills,1.00 7.25 7.00 6.75 6.75 6.50 6.50 6.75 6.75,,7.25 6.75 - -,6.75
Transition / Linking Footwork,1.00 7.00 7.00 7.00 5.25 6.25 6.25 6.25 6.25,,6.50 6.50 - -,6.45
Performance / Execution,1.00 7.00 7.25 7.00 6.25 6.50 6.75 6.75 6.75,,7.25 7.00 - -,6.80
Choreography / Composition,1.00 7.00 7.00 6.75 6.00 6.50 6.75 6.75 6.75,,7.25 6.50 - -,6.65
Interpretation,1.00 7.25 7.50 7.00 5.75 6.50 7.00 6.75 7.00,,7.00 6.75 - -,6.80
Judges Total Program Component Score (factored),,,,33.45
Deductions:,,,,0.00
NHK Trophy 2005,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
4 Yannick PONSERO,FRA 64.20 32.90,,31.30,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3A 7.5,0.20 0 0 0 1 0 0 0 1,,1 0 - -,7.70
