ISU GP Cancer.Net Skate America 2009,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Xue SHEN / Hongbo ZHAO CHN  8,127.04  62.20,,65.84,-1.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 3T  4.00  0.20 0 1 0,0 1 0 0,,0 0,4.20,
2 2A+2A+SEQ  5.60 -1.60 -2 -2 -2,-3 -2 -2 -2,,-2 -2,4.00,
3 FCCoSp4  3.50  0.20 2 1 1,0 0 0 0,,0 1,3.70,
4 3Li4  4.00  0.40 1 0 2,1 2 1 0,,0 1,4.40,
"",Info,,,,Info
5 FoDs3  4.00  1.40 2 2 2,2 2 2 2,,1 2,5.40,
6 5ALi3  6.60 x  1.80 2 2 2,1 2 2 1,,1 2,8.40,
7 3LzTw1  5.50 x  0.42 1 1 1,0 0 1 2,,1 -1,5.92,
8 3LoTh  5.50 x -0.98 -1 -1 -2,-1 -1 -2 -1,,-2 -2,4.52,
9 3STh  4.95 x  1.26 3 2 2,1 2 1 2,,2 2,6.21,
10 SpSq4  3.40  0.80 1 0 1,1 1 1 1,,0 1,4.20,
11 PCoSp4  4.50  0.30 1 -1 1,0 0 1 1,,1 2,4.80,
12 5TLi3  6.05 x  0.40 1 0 1,0 1 1 1,,1 1,6.45,
57.60,,,,62.20,
Program Components Factor,,,,,
Skating Skills  1.60 8.25 7.75 8.50,7.75 8.50 8.25 8.50,,8.00 7.50,8.00,
Transition / Linking Footwork  1.60 8.75 8.50 8.00,8.00 8.00 7.50 8.75,,7.75 8.75,8.20,
Performance / Execution  1.60 9.00 8.25 8.25,8.00 8.75 8.00 9.00,,8.00 8.00,8.20,
Choreography / Composition  1.60 8.75 8.75 8.25,8.00 8.00 8.00 8.75,,8.00 8.75,8.30,
Interpretation  1.60 9.00 8.25 8.25,8.25 8.50 8.50 8.75,,8.25 8.75,8.45,
Judges Total Program Component Score (factored),,,,65.84,
Deductions: Falls: -1.00,,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Dan ZHANG / Hao ZHANG CHN  4,111.35  58.47,,52.88,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 2A+3T  7.50 -0.80 -1 -1 0,-1 -1 -2 -1,,-1 0,6.70,
2 3S  4.50  0.60 1 1 1,0 0 0 1,,1 2,5.10,
3 3LzTw2  5.50  1.12 1 2 2,2 1 1 1,,2 2,6.62,
4 4Li3  3.50  0.10 0 1 0,1 0 0 1,,0 2,3.60,
5 BiDs4  3.50  0.28 1 0 1,0 0 -1 0,,0 1,3.78,
6 FCCoSp3  3.00 -0.48 -2 -2 -1,-2 -1 -1 -1,,-2 -2,2.52,
7 3STh  4.95 x  0.70 1 1 1,1 1 0 2,,1 2,5.65,
8 3LoTh  5.50 x  0.70 1 1 1,1 1 1 2,,1 2,6.20,
9 SpSq4  3.40  0.00 0 1 0,0 0 0 1,,0 1,3.40,
10 5TLi1  4.95 x -0.10 0 -1 0,0 -1 0 0,,-2 0,4.85,
11 5ALi2  6.05 x  0.00 0 0 -1,0 0 0 -1,,0 1,6.05,
12 PCoSp3  4.00  0.00 0 0 0,0 0 0 0,,0 1,4.00,
56.35,,,,58.47,
Program Components Factor,,,,,
Skating Skills  1.60 7.00 7.25 7.00,7.50 7.00 6.50 6.75,,6.25 7.25,6.95,
