ISU GP Cancer.Net Skate America 2009,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Yu-Na KIM KOR  12,76.28  44.00,,,32.28,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3Lz+3T  10.00  2.20 2 2 2,2 2 3 3,,,2 1,12.20,
2 3F  5.50  1.80 1 2 2,2 2 2 2,,,2 1,7.30,
3 LSp4  2.70  0.70 2 1 1,2 1 2 1,,,1 2,3.40,
4 SpSq4  3.40  1.40 2 1 1,2 2 2 1,,,1 2,4.80,
"",Info,,,,,Info
5 2A  3.50  1.60 1 2 1,2 1 2 2,,,2 1,5.10,
6 FSSp4  3.00  0.50 1 1 1,2 1 1 1,,,1 1,3.50,
7 SlSt3  3.30  0.90 1 2 1,2 2 2 2,,,2 2,4.20,
8 CCoSp3  3.00  0.50 1 1 0,2 1 0 2,,,1 2,3.50,
34.40,,,,,44.00,
Program Components Factor,,,,,,
Skating Skills  0.80 7.75 7.75 7.75,7.75 8.00 8.75 7.75,,,8.50 8.50,8.05,
Transition / Linking Footwork  0.80 7.25 7.25 7.75,7.50 7.75 7.75 7.00,,,8.25 8.00,7.60,
Performance / Execution  0.80 8.25 8.75 8.00,8.00 8.25 8.00 8.00,,,8.50 8.25,8.20,
Choreography / Composition  0.80 8.00 8.50 8.00,8.00 8.00 8.25 8.00,,,8.50 8.25,8.20,
Interpretation  0.80 8.00 8.75 8.00,7.75 8.25 8.25 8.25,,,8.50 8.50,8.30,
Judges Total Program Component Score (factored),,,,,32.28,
Deductions:,,,,,0.00,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Rachael FLATT USA  11,58.80  33.40,,,26.40,-1.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3F+3T  9.50 -3.00 -3 -3 -3,-2 -3 -3 -3,,,-3 -3,6.50,
2 3Lz  6.00  0.00 0 0 0,0 0 0 0,,,-1 0,6.00,
3 FCSp4  3.20  0.10 1 0 0,1 -1 0 0,,,0 1,3.30,
4 SpSq4  3.40  0.40 0 1 0,2 0 1 1,,,0 1,3.80,
5 LSp2  1.90  0.20 0 1 0,1 0 0 0,,,1 1,2.10,
6 2A  3.50  0.00 0 1 0,0 0 0 0,,,0 0,3.50,
7 SlSt3  3.30  0.90 2 2 1,3 1 2 1,,,2 2,4.20,
8 CCoSp4  3.50  0.50 2 1 1,2 0 1 0,,,1 1,4.00,
34.30,,,,,33.40,
Program Components Factor,,,,,,
Skating Skills  0.80 6.50 6.75 6.75,6.75 5.75 7.50 6.50,,,6.75 6.50,6.65,
Transition / Linking Footwork  0.80 6.25 6.25 6.00,6.75 5.25 7.00 6.50,,,5.75 6.25,6.10,
Performance / Execution  0.80 6.50 7.00 6.50,7.00 5.50 7.25 6.75,,,7.00 6.75,6.75,
Choreography / Composition  0.80 6.25 6.75 6.50,7.00 5.50 7.25 7.00,,,6.50 7.50,6.65,
Interpretation  0.80 6.75 7.00 7.00,6.75 5.50 7.50 6.75,,,6.25 7.25,6.85,
Judges Total Program Component Score (factored),,,,,26.40,
Deductions: Falls: -1.00,,,,,-1.00,
ISU GP Cancer.Net Skate America 2009,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
