ISU GP Cancer.Net Skate America 2009,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
1 Evan LYSACEK USA,12,158.55  77.55,,81.00,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz+3T  10.00  1.80 0 -,2,1 2 2 2,,2 2,11.80,
2 3A  8.20  0.40 0 -,1,-1 0 0 0,,1 1,8.60,
3 3S  4.50 -2.00 -2 -,-2,-2 -2 -2 -2,,-2 -2,2.50,
4 CiSt3  3.30  0.90 1 -,2,2 1 3 2,,2 2,4.20,
"",,Info,,,,Info
5 FSSp4  3.00  0.80 2 -,3,1 1 1 2,,2 1,3.80,
6 3A+2T  10.45 x -0.08 -1 -,1,-1 0 1 1,,0 0,10.37,
7 3Lo  5.50 x  0.20 0 -,1,0 0 2 1,,0 0,5.70,
8 3F+2T+2Lo !  9.13 x -0.60 -1 -,0,-1 0 1 -1,,-1 0,8.53,
9 3Lz  6.60 x  0.20 0 -,1,0 0 1 0,,0 1,6.80,
10 2A  3.85 x  0.00 0 -,1,0 0 1 0,,0 0,3.85,
11 FCSSp3  2.60  0.50 1 -,1,1 0 1 1,,1 1,3.10,
12 SlSt3  3.30  1.00 1 -,2,1 2 3 3,,3 2,4.30,
13 CCoSp3  3.00  1.00 2 -,2,2 2 2 2,,2 2,4.00,
73.43,,,,,77.55,
Program Components Factor,,,,,,
Skating Skills  2.00 7.75 -,8.00,7.25 8.25 8.25 8.50,,7.75 8.50,8.05,
Transition / Linking Footwork  2.00 7.75 -,7.50,6.50 8.00 8.00 8.75,,7.25 8.25,7.75,
Performance / Execution  2.00 8.00 -,7.75,7.75 8.25 8.50 9.00,,8.50 8.75,8.25,
Choreography / Composition  2.00 7.50 -,8.00,7.00 8.00 8.75 8.75,,8.25 8.75,8.10,
Interpretation  2.00 8.00 -,8.25,7.25 8.25 8.75 9.00,,8.50 8.75,8.35,
Judges Total Program Component Score (factored),,,,,81.00,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Jump take off with wrong edge (short)",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
2 Ryan BRADLEY USA,5,138.88  70.38,,68.50,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  9.80  1.00 1 2,1,1 1 - -1,,1 1,10.80,
2 4T+2T  11.10 -0.64 0 -1,0,0 -1 - -1,,-1 0,10.46,
3 CiSt3  3.30  0.50 1 2,1,1 1 - 1,,1 1,3.80,
4 3A  8.20 -1.12 -1 -1,0,-1 -1 - 0,,0 -1,7.08,
5 3Lz  6.00  0.40 1 1,1,0 0 - 0,,0 0,6.40,
6 FSSp3  2.60  0.00 0 1,0,0 0 - 1,,0 0,2.60,
7 SlSt2  2.30  0.60 2 1,1,1 1 - 1,,0 2,2.90,
8 3F  6.05 x -2.00 -2 -2,-2,-2 -2 - -2,,-2 -2,4.05,
9 3Lo  5.50 x  0.00 0 0,0,0 0 - 0,,0 0,5.50,
10 1S+3T  4.84 x -0.40 0 0,-1,0 -1 - 0,,0 -1,4.44,
11 2Lz+2T+2T  4.95 x  0.00 0 0,0,0 0 - 0,,0 -1,4.95,
12 FCSp4  3.20  0.30 1 0,0,0 1 - 1,,1 1,3.50,
13 CCoSp4  3.50  0.40 1 1,1,0 1 - 1,,0 1,3.90,
71.34,,,,,70.38,
Program Components Factor,,,,,,
