LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
1 Kimmie MEISSNER,USA 129.70 69.47,,60.23,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3F+3T 9.5 0.86,1 0 2 0 1 0 1 2,,1 1 1 1,10.36
2 2A 3.3 0.86,1 0 2 1 1 0 1 1,,1 1 1 2,4.16
3 3Lz+3T 10.0 0.43,1 0 2 -1 1 0 0 1,,0 0 1 0,10.43
4 CCoSp4 3.5 0.50,1 1 1 1 1 2 1 1,,1 1 1 2,4.00
5 LSp3 1.8 0.43,0 1 1 2 1 1 1 1,,1 0 1 1,2.23
6 3Lo 5.5 x 0.29,1 0 1 0 0 1 0 0,,0 0 0 1,5.79
7 SpSt3 3.1 0.14,0 0 1 1 1 0 0 1,,0 0 0 1,3.24
8 3Lz 6.6 x 0.86,0 0 2 1 1 1 1 2,,1 0 1 2,7.46
9 3S 5.0 x 0.71,1 0 2 1 0 0 0 1,,1 1 1 1,5.71
10 CCoSp3 3.0 0.50,1 1 2 1 1 1 1 1,,0 0 1 1,3.50
11 SlSt3 3.1 0.21,1 0 1 1 0 0 0 1,,1 0 0 1,3.31
12 2A+2T+2Lo 6.7 x 0.14,0 -1 1 0 0 0 0 1,,0 0 0 1,6.84
13 FSSp3 2.3 0.14,0 0 1 0 0 1 0 1,,0 0 0 1,2.44
63.4,,,,69.47
Program Components Factor,,,,
Skating Skills 1.60,7.75 7.00 7.75 7.50 7.50 8.25 7.50 7.75,,8.00 7.75 7.25 8.00,7.61
Transition / Linking Footwork 1.60,7.25 6.75 7.25 7.50 7.25 8.00 7.00 7.25,,7.00 7.50 7.00 7.50,7.25
Performance / Execution 1.60,7.75 6.75 7.75 7.75 7.50 8.25 7.50 8.25,,7.50 7.50 7.50 8.00,7.71
Choreography / Composition 1.60,7.25 6.75 7.50 7.75 7.50 8.00 7.25 8.00,,7.25 7.50 7.25 7.75,7.50
Interpretation 1.60,7.50 6.75 7.75 7.75 7.50 8.00 7.50 7.75,,7.25 7.50 7.25 8.00,7.57
Judges Total Program Component Score (factored),,,,60.23
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
2 Fumie SUGURI,JPN 119.15 58.86,,60.29,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3Lz+2T 7.3 0.43,1 1 -1 1 1 0 0 1,,0 0 0 0,7.73
2 3F 5.5 1.14,1 1 1 1 2 1 1 2,,1 1 2 2,6.64
3 2S 1.3 0.00,0 0 0 0 0 0 0 0,,-1 0 0 0,1.30
4 CCoSp4 3.5 0.50,1 1 0 1 1 1 1 1,,1 1 2 2,4.00
5 FCSp3 2.3 0.43,1 1 1 1 1 1 1 0,,0 0 1 0,2.73
6 3Lz 6.6 x 0.29,1 0 0 0 1 0 0 1,,0 0 1 0,6.89
7 3F+2T 7.5 x -2.29,-3 -2 -2 -3 -2 -2 -3 -2,,-2 -2 -2 -2,5.21
8 SpSt4 3.4 0.57,1 1 0 1 1 1 0 1,,0 0 0 1,3.97
9 3T 4.4 x 0.00,1 0 0 0 0 0 0 0,,0 0 0 0,4.40
10 2A+2T 5.1 x 0.00,0 0 0 0 0 0 0 0,,0 0 0 0,5.10
11 FSSp4 3.0 0.43,1 1 1 0 0 1 1 1,,0 0 1 1,3.43
12 SlSt3 3.1 0.43,2 1 0 1 1 1 1 1,,0 0 1 1,3.53
13 CCoSp3 3.0 0.93,2 2 2 2 2 3 1 2,,1 1 2 2,3.93
56.0,,,,58.86
Program Components Factor,,,,
Skating Skills 1.60,7.75 7.75 7.50 7.75 7.50 8.50 7.75 7.50,,7.00 7.50 7.75 8.00,7.68
Transition / Linking Footwork 1.60,7.25 7.50 7.00 7.25 7.50 8.00 7.00 7.00,,6.50 7.25 7.50 7.75,7.25
Performance / Execution 1.60,7.50 7.75 7.25 7.50 7.75 8.50 7.50 7.25,,7.00 7.75 7.75 7.50,7.57
Choreography / Composition 1.60,7.25 7.75 7.50 7.50 7.50 8.50 7.25 7.75,,6.75 7.75 7.75 7.75,7.61
Interpretation 1.60,7.50 7.75 7.25 7.50 7.50 8.50 7.50 7.00,,7.00 7.75 7.75 7.75,7.57
Judges Total Program Component Score (factored),,,,60.29
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
3 Elena SOKOLOVA,RUS 116.87 58.93,,57.94,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3Lz+2T+2Lo 8.8 0.71,1 0 1 0 0 1 1 1,,1 0 1 1,9.51
2 2F 1.7 0.07,0 0 0 1 0 0 0 1,,0 0 0 0,1.77
3 3S 4.5 0.57,0 1 0 1 1 1 1 1,,1 0 0 1,5.07
4 LSp3 1.8 0.36,1 1 0 1 0 1 1 1,,0 0 0 0,2.16
5 3Lz 6.0 0.86,1 1 1 1 1 0 1 1,,1 0 1 1,6.86
6 FCSp3 2.3 0.29,1 0 0 1 1 1 1 1,,1 0 0 1,2.59
7 SpSt3 3.1 0.07,0 0 0 1 0 0 0 1,,0 0 0 1,3.17
