ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
1 Marie-France DUBREUIL / Patrice LAUZON,CAN 100.57 53.07,,47.50,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 SlLi4 4.0 0.93,2 2 1 2 2 2 2 2,,2 2 1 2,4.93
2 CSeSt4 7.0 1.14,2 1 1 1 2 1 1 2,,1 1 1 1,8.14
3 BSTw4 4.7 0.21,1 0 0 1 1 0 0 1,,0 1 1 1,4.91
4 CuLi4+RoLi4 5.6 0.79,2 0 1 2 2 1 1 2,,2 2 2 2,6.39
5 FSTw4 4.7 0.21,1 0 0 1 1 -1 1 0,,0 1 1 1,4.91
6 RRoLi4 5.6 0.86,3 2 1 3 2 2 2 2,,2 2 0 1,6.46
7 CCiSt3 6.2 1.00,2 1 1 2 2 0 1 1,,1 1 1 1,7.20
8 CoSp4 4.7 0.43,1 0 0 1 1 1 1 1,,1 1 1 1,5.13
9 RoLi4 4.0 1.00,3 2 1 3 2 2 2 2,,2 2 2 2,5.00
46.5,,,,53.07
Program Components Factor,,,,
Skating Skills 1.25,8.25 7.50 7.50 8.25 7.75 8.00 7.75 8.25,,8.00 7.75 8.00 8.50,7.89
Linking Footwork / Movement 1.75,8.00 7.50 7.50 8.00 7.50 7.75 7.50 8.00,,8.00 7.75 8.00 8.50,7.75
Performance 1.00,8.25 7.75 7.50 8.00 7.75 8.00 7.50 8.50,,8.25 7.75 8.50 8.50,8.04
Choreography 1.00,8.25 7.75 7.50 8.00 8.00 7.75 7.75 8.25,,8.25 7.75 8.50 8.50,8.04
Interpretation / Timing 1.00,8.75 7.75 7.50 8.25 8.00 7.75 7.50 8.25,,8.25 7.75 8.50 8.50,8.00
Judges Total Program Component Score (factored),,,,47.50
Deductions:,,,,0.00
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
2 Margarita DROBIAZKO / Povilas VANAGAS,LTU 99.75 52.58,,47.17,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 CoSp4 4.7 0.50,1 1 1 1 1 1 2 1,,1 1 1 1,5.20
2 FSTw4 4.7 0.50,2 1 1 2 2 1 2 0,,1 2 0 1,5.20
3 CCiSt4 7.0 0.71,2 0 1 1 1 0 1 1,,1 2 0 1,7.71
4 CuLi4 4.0 0.93,2 2 2 2 2 2 2 2,,2 2 0 1,4.93
5 SlLi4+CuLi4 5.6 0.79,2 2 2 2 2 2 1 1,,2 2 1 1,6.39
6 SlLi4 4.0 1.00,2 2 2 2 2 2 2 2,,2 2 1 2,5.00
7 BSTw4 4.7 0.29,1 0 1 1 1 0 2 1,,0 1 0 1,4.99
8 CSeSt3 6.2 0.86,1 0 1 0 1 0 1 1,,1 1 1 1,7.06
9 RRoLi4 5.6 0.50,2 1 1 1 2 0 1 1,,2 2 0 1,6.10
46.5,,,,52.58
Program Components Factor,,,,
Skating Skills 1.25,8.00 7.50 8.25 8.00 7.75 7.75 8.25 8.00,,7.75 8.00 7.25 8.00,7.86
Linking Footwork / Movement 1.75,7.75 7.50 8.00 8.00 7.50 7.50 8.25 7.75,,8.00 7.50 7.00 8.00,7.75
Performance 1.00,8.25 7.50 8.25 8.25 7.50 7.50 8.50 7.75,,8.25 8.00 7.25 8.25,7.86
Choreography 1.00,8.25 7.75 8.25 7.75 8.00 7.50 8.50 8.00,,8.00 8.25 7.00 8.25,7.96
Interpretation / Timing 1.00,8.25 7.75 8.50 8.00 8.00 7.50 8.25 8.00,,8.25 8.00 7.25 8.00,7.96
Judges Total Program Component Score (factored),,,,47.17
Deductions:,,,,0.00
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
3 Albena DENKOVA / Maxim STAVISKI,BUL 99.74 51.56,,48.18,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 SlLi4+RoLi3 5.3 0.79,1 2 1 2 2 3 2 1,,2 2 1 1,6.09
2 CoSp4 4.7 0.36,1 0 0 1 1 2 1 0,,1 1 1 1,5.06
3 CCiSt4 7.0 1.14,1 0 1 1 2 2 2 1,,1 2 1 0,8.14
4 BSTw4 4.7 0.36,1 0 0 1 1 2 2 1,,0 2 1 0,5.06
5 CuLi4 4.0 0.71,1 1 0 2 2 2 2 1,,1 2 2 1,4.71
6 CSeSt3 6.2 0.57,1 0 0 1 2 1 1 1,,1 1 0 0,6.77
7 FSTw4 4.7 0.07,1 -1 0 1 1 0 1 0,,0 1 0 0,4.77
8 SeLi4 5.6 0.57,1 0 1 2 2 2 2 1,,1 2 1 0,6.17
9 SlLi4 4.0 0.79,2 1 1 1 2 3 1 2,,2 2 2 1,4.79
46.2,,,,51.56
Program Components Factor,,,,
Skating Skills 1.25,8.00 7.50 7.50 8.25 8.00 8.50 8.25 8.25,,8.25 8.00 8.50 8.00,8.11
Linking Footwork / Movement 1.75,7.75 7.25 7.50 8.25 7.75 8.50 8.25 8.00,,8.00 8.00 8.25 8.00,7.96
Performance 1.00,8.00 7.25 7.50 8.00 8.00 8.50 8.50 7.75,,8.00 8.25 8.25 8.00,8.00
Choreography 1.00,8.00 7.25 7.50 7.75 8.25 8.50 8.50 7.75,,8.00 8.25 8.25 8.25,8.07
