ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
1 Albena DENKOVA / Maxim STAVISKI,BUL 60.94 31.19,29.75,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 NtMiSt4+STw4 8.2 1.29,0 0 1 2 2 0 1 0,1 1 2 2,9.49
2 DiSt4 6.2 1.29,0 1 2 1 2 2 1 0,1 2 1 1,7.49
3 SlLi4 4.0 0.86,2 1 1 1 2 1 1 1,2 2 2 2,4.86
4 CoSp4 4.7 0.36,0 0 1 1 1 1 2 0,2 0 2 0,5.06
5 RoLi4 4.0 0.29,0 0 0 0 1 0 1 0,1 1 1 1,4.29
27.1,,,31.19
Program Components Factor,,,
Skating Skills 0.80,7.50 7.50 7.50 8.25 7.75 8.00 8.00 7.50,8.00 8.00 8.25 8.25,7.89
Linking Footwork / Movement 0.80,7.25 7.25 7.75 8.00 7.75 7.75 7.75 7.25,7.75 7.75 8.25 8.00,7.75
Performance 0.60,7.25 7.50 7.50 7.75 7.75 7.50 8.00 7.25,7.75 7.75 8.25 8.25,7.75
Choreography 0.60,7.50 7.50 7.75 7.75 8.00 7.75 8.00 7.25,8.00 8.00 8.25 8.25,7.89
Interpretation / Timing 1.00,7.50 7.50 7.50 8.00 8.00 8.00 8.00 7.25,8.00 8.00 8.25 8.00,7.86
Judges Total Program Component Score (factored),,,29.75
Deductions:,,,0.00
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
2 Isabelle DELOBEL / Olivier SCHOENFELDER,FRA 60.02 30.35,29.67,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 NtMiSt4+STw4 8.2 1.29,1 1 2 1 1 1 1 1,1 2 1 2,9.49
2 CuLi4 4.0 0.64,2 0 2 1 1 0 2 0,2 1 1 1,4.64
3 DiSt3 5.5 1.29,2 1 1 1 1 1 2 0,1 2 1 2,6.79
4 Sp4 4.0 0.64,1 1 2 1 1 0 2 1,2 2 1 1,4.64
5 RoLi4 4.0 0.79,2 1 2 0 1 1 2 1,2 1 2 2,4.79
25.7,,,30.35
Program Components Factor,,,
Skating Skills 0.80,8.00 8.00 8.00 8.00 7.00 7.75 8.00 7.75,7.75 8.00 7.75 8.00,7.93
Linking Footwork / Movement 0.80,8.00 7.75 7.75 7.75 7.00 7.50 8.25 7.50,7.75 8.00 7.50 8.00,7.79
Performance 0.60,7.75 8.00 8.00 7.50 7.00 7.50 8.25 7.75,7.75 7.75 7.50 8.25,7.75
Choreography 0.60,7.75 8.00 7.00 7.50 7.25 7.75 8.25 7.50,8.00 8.00 7.50 8.25,7.71
Interpretation / Timing 1.00,7.75 8.00 8.00 7.50 7.25 7.75 8.25 7.75,7.75 8.25 7.50 8.25,7.82
Judges Total Program Component Score (factored),,,29.67
Deductions:,,,0.00
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
3 Marie-France DUBREUIL / Patrice LAUZON,CAN 59.81 30.33,29.48,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 NtMiSt4+STw4 8.2 1.00,0 1 1 1 1 2 1 0,1 1 1 1,9.20
2 SlLi4 4.0 1.00,2 2 2 2 2 0 2 1,2 2 2 2,5.00
3 CoSp4 4.7 0.36,1 0 1 1 2 1 1 0,1 0 0 1,5.06
4 DiSt3 5.5 0.71,1 0 0 0 1 1 1 0,1 1 1 1,6.21
5 RoLi4 4.0 0.86,2 1 1 1 2 1 2 1,2 2 2 2,4.86
26.4,,,30.33
Program Components Factor,,,
Skating Skills 0.80,7.75 7.50 7.50 8.00 7.75 8.00 8.00 7.50,7.75 7.75 8.25 8.00,7.79
Linking Footwork / Movement 0.80,7.50 7.50 7.25 7.50 7.50 7.50 8.00 7.25,7.50 8.00 8.00 7.75,7.61
Performance 0.60,8.00 7.50 7.50 7.75 7.50 7.75 8.25 7.25,7.50 8.00 8.00 8.25,7.75
Choreography 0.60,7.50 7.75 7.50 7.50 7.75 8.00 8.25 7.25,7.75 8.00 8.00 8.00,7.75
Interpretation / Timing 1.00,7.75 7.75 7.50 7.75 8.00 8.00 8.25 7.25,7.50 8.25 8.00 8.25,7.86
Judges Total Program Component Score (factored),,,29.48
Deductions:,,,0.00
ICE DANCING ORIGINAL DANCE,JUDGES DETAILS PER SKATER,,
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
4 Tanith BELBIN / Benjamin AGOSTO,USA 59.65 30.47,29.18,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 DiSt3 5.5 1.14,1 2 1 1 1 1 1 1,1 1 0 2,6.64
2 CuLi4 4.0 0.50,1 1 1 1 1 0 1 0,1 1 1 1,4.50
3 CoSp4 4.7 0.50,0 1 2 0 1 1 2 1,2 1 1 1,5.20
4 NtMiSt4+STw4 8.2 1.29,1 2 1 1 1 1 2 0,1 2 1 2,9.49
5 RoLi4 4.0 0.64,1 1 1 1 2 0 2 1,2 1 1 2,4.64
26.4,,,30.47
Program Components Factor,,,
Skating Skills 0.80,7.50 8.50 7.50 7.75 7.50 7.75 8.25 7.75,7.75 8.00 7.50 8.00,7.71
Linking Footwork / Movement 0.80,7.50 8.25 7.25 7.50 7.50 7.50 8.25 7.50,7.50 8.00 7.25 8.00,7.61
