MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
1 Brian JOUBERT,FRA 80.31 42.88,,37.43,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 4T+3T 13.0 0.14,0 0 1 1 0 1 0 0,,0 0 0 0,13.14
2 3A 7.5 0.57,1 0 2 1 1 0 0 0,,1 0 1 2,8.07
3 FSSp3 2.3 0.43,0 1 2 1 0 1 1 1,,1 1 0 2,2.73
4 3F 5.5 0.71,1 1 2 1 2 0 1 1,,1 0 1 0,6.21
5 CiSt3 3.1 0.43,1 1 1 0 1 1 1 1,,1 1 0 1,3.53
6 CCoSp4 3.5 0.14,0 0 1 0 1 0 1 0,,0 0 1 1,3.64
7 SlSt3 3.1 0.36,1 1 1 1 1 0 0 1,,1 1 0 0,3.46
8 CSSp3 2.1 0.00,0 0 1 0 1 -1 0 0,,0 0 0 0,2.10
40.1,,,,42.88
Program Components Factor,,,,
Skating Skills 1.00,8.25 7.50 7.50 7.75 7.50 7.50 7.75 7.50,,8.25 8.25 7.50 7.25,7.64
Transition / Linking Footwork 1.00,7.50 7.00 7.50 7.25 7.25 7.25 7.75 7.25,,7.75 8.00 7.00 6.75,7.25
Performance / Execution 1.00,7.75 7.50 8.00 7.75 7.50 7.25 8.25 7.25,,8.00 8.25 7.25 7.50,7.54
Choreography / Composition 1.00,7.50 7.25 7.75 7.75 7.50 7.50 8.00 7.00,,8.00 8.00 7.50 7.25,7.54
Interpretation 1.00,7.50 7.25 7.75 7.50 7.25 7.50 8.25 7.25,,8.00 8.00 7.25 7.50,7.46
Judges Total Program Component Score (factored),,,,37.43
Deductions:,,,,0.00
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
2 Emanuel SANDHU,CAN 78.41 41.87,,37.54,1.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 4T+3T 13.0 0.57,0 1 2 1 0 0 0 0,,1 0 1 1,13.57
2 3A 7.5 0.71,0 0 2 2 1 1 0 0,,1 0 1 1,8.21
3 FSSp4 3.0 0.43,1 1 2 0 1 0 1 1,,1 1 1 1,3.43
4 3Lz 6.0 -3.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 -3 -3,3.00
5 CiSt3 3.1 0.64,1 2 1 0 1 1 1 2,,1 1 1 2,3.74
6 CCSp3 2.1 0.50,1 1 1 1 1 1 1 1,,1 1 1 2,2.60
7 SlSt3 3.1 0.79,1 1 1 1 1 2 2 2,,2 0 2 2,3.89
8 CCoSp3 3.0 0.43,1 2 2 1 1 0 1 1,,2 0 1 0,3.43
40.8,,,,41.87
Program Components Factor,,,,
Skating Skills 1.00,7.50 7.25 7.00 7.50 7.75 7.50 7.50 7.50,,8.00 7.50 7.75 7.25,7.54
Transition / Linking Footwork 1.00,7.25 7.00 7.25 7.25 7.50 7.25 7.50 7.00,,7.50 7.00 7.25 7.75,7.25
Performance / Execution 1.00,7.50 7.25 7.50 7.75 7.75 7.25 8.00 7.25,,8.25 7.25 7.50 7.75,7.50
Choreography / Composition 1.00,7.50 7.50 7.50 7.50 7.75 7.25 7.75 7.50,,7.75 7.50 7.75 8.00,7.61
Interpretation 1.00,7.25 7.50 7.50 7.50 7.75 7.50 8.00 7.50,,8.25 7.00 7.75 8.00,7.64
Judges Total Program Component Score (factored),,,,37.54
Deductions: Falls:,-1.00,,,-1.00
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
3 Nobunari ODA,JPN 78.25 41.49,,36.76,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3A 7.5,1.43 2 1 2 1 2 1 1 1,,1 2 2 2,8.93
2 3Lz+3T 10.0,1.00 1 1 2 1 1 1 1 1,,2 1 1 1,11.00
3 CSSp4 3.0,0.36 1 1 1 1 1 0 0 1,,1 0 1 0,3.36
4 3F 5.5,0.86 2 1 2 1 1 1 1 1,,2 0 1 0,6.36
5 FSSp3 2.3,0.36 0 1 2 1 1 1 1 1,,1 0 0 0,2.66
6 CiSt2 2.3,0.14 1 1 1 0 0 1 0 0,,1 0 0 0,2.44
7 SlSt3 3.1,0.00 1 0 1 0 0 0 0 0,,0 0 0 0,3.10
8 CCoSp3 3.0,0.64 1 1 2 2 2 1 2 1,,1 2 1 1,3.64
36.7,,,,41.49
Program Components,Factor,,,
Skating Skills,1.00 8.00 7.50 7.50 7.50 7.50 7.25 7.75 7.50,,7.75 8.00 7.50 7.25,7.50
Transition / Linking Footwork,1.00 7.75 7.00 7.75 7.00 7.25 7.00 7.25 7.25,,7.25 7.50 7.00 6.75,7.11
Performance / Execution,1.00 8.25 7.50 8.00 7.25 7.50 6.75 7.50 7.75,,7.50 7.75 7.25 6.75,7.36
Choreography / Composition,1.00 8.00 7.75 7.50 7.50 7.50 7.00 7.25 7.50,,7.50 7.50 7.50 7.00,7.43
Interpretation,1.00 8.25 7.50 7.50 7.25 7.50 7.25 7.50 7.50,,7.50 7.50 7.00 6.50,7.36
Judges Total Program Component Score (factored),,,,36.76
Deductions:,,,,0.00
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
4 Stephane LAMBIEL,SUI 77.41 39.49,,37.92,0.00
