ISU Four Continents Championships 2012,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Tessa VIRTUE / Scott MOIR CAN  10,111.24  54.07,,,57.17,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 DiSt4  8.00  2.00 2 2 2,2 2 2 3,,,2 2,10.00,
2 CuLi4  4.00  1.21 3 3 2,2 2 2 3,,,2 3,5.21,
3 STw4  6.00  1.43 3 3 2,3 3 2 3,,,3 3,7.43,
4 CoSp4  5.00  1.00 2 2 2,2 2 2 2,,,2 2,6.00,
"",Info,,,,,Info
5 CiSt3  6.50  2.57 3 2 2,3 3 2 3,,,2 3,9.07,
6 RoLi4  4.00  1.36 3 3 3,2 2 3 2,,,3 3,5.36,
7 SlLi4+RoLi4  8.00  3.00 3 3 3,3 3 3 3,,,3 3,11.00,
8 Li+TRANS  0.00  0.00 - - -,- - - -,,,- -,0.00,
41.50,,,,,54.07,
Program Components Factor,,,,,,
Skating Skills  1.25 9.25 9.50 9.25,9.50 9.75 9.00 9.75,,,9.50 9.50,9.46,
Linking Footwork / Movement  1.75 9.00 9.75 9.00,9.25 9.50 9.25 9.75,,,9.25 9.25,9.32,
Performance  1.00 9.75 10.00 9.25,10.00 9.75 9.25 10.00,,,9.50 9.75,9.71,
Choreography  1.00 9.75 10.00 9.50,9.50 9.50 9.50 10.00,,,9.50 9.50,9.61,
Interpretation / Timing  1.00 9.50 10.00 9.25,9.75 9.75 9.50 10.00,,,9.75 9.75,9.71,
Judges Total Program Component Score (factored),,,,,57.17,
Deductions:,,,,,0.00,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Meryl DAVIS / Charlie WHITE USA  11,107.25  50.01,,,57.24,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 SlLi4  4.00  1.29 2 3 2,3 3 2 3,,,3 2,5.29,
2 CiSt3  6.50  2.00 2 3 2,2 2 2 2,,,2 2,8.50,
3 Sp3  4.00  1.36 2 2 2,3 3 3 3,,,3 3,5.36,
4 RoLi4  4.00  1.50 3 3 3,3 3 3 2,,,3 3,5.50,
5 STw3  5.00  1.43 3 3 3,3 3 2 3,,,3 2,6.43,
6 CuLi4  4.00  1.07 2 2 2,2 2 2 3,,,3 2,5.07,
7 MiSt3  6.50  2.00 2 2 2,2 2 2 2,,,2 2,8.50,
8 RoLi4  4.00  1.36 3 2 3,3 3 3 2,,,3 2,5.36,
9 Li+TRANS  0.00  0.00 - - -,- - - -,,,- -,0.00,
38.00,,,,,50.01,
Program Components Factor,,,,,,
Skating Skills  1.25 9.50 9.50 9.75,9.50 10.00 9.50 9.50,,,9.50 9.25,9.54,
Linking Footwork / Movement  1.75 9.25 9.00 9.25,9.50 9.75 9.50 9.50,,,9.50 9.00,9.36,
Performance  1.00 9.75 9.50 9.50,10.00 10.00 9.50 10.00,,,9.50 9.50,9.68,
Choreography  1.00 9.50 9.25 9.50,9.75 9.50 9.75 10.00,,,9.50 9.75,9.61,
Interpretation / Timing  1.00 9.75 9.25 9.50,9.75 10.00 9.75 9.75,,,9.50 9.50,9.64,
Judges Total Program Component Score (factored),,,,,57.24,
Deductions:,,,,,0.00,
ISU Four Continents Championships 2012,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
