ISU World Figure Skating Championships 2015,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Elizaveta TUKTAMYSHEVA RUS  22,132.74  66.75,,65.99,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz+2T+2Lo  9.10 -0.50 -1 -1 1,-1 1 -1 -1,,-1 -1,8.60,
2 3Lz  6.00  1.30 1 2 2,2 2 2 1,,2 2,7.30,
3 3F  5.30  0.40 1 1 1,1 0 0 0,,0 1,5.70,
4 LSp4  2.70  0.93 2 2 2,1 2 1 2,,2 2,3.63,
"",,,Info,,Info
5 FSSp4  3.00  0.50 2 1 1,1 1 1 1,,1 1,3.50,
6 3T+3T  9.02 x -1.10 -2 -2 0,-1 -1 -2 -2,,-1 -2,7.92,
7 3Lo  5.61 x  1.00 2 1 2,2 1 1 1,,2 1,6.61,
8 3S+2A+SEQ  6.60 x  0.90 1 1 2,1 1 1 2,,2 1,7.50,
9 StSq3  3.30  1.00 3 2 2,2 2 1 2,,2 2,4.30,
10 2A  3.63 x  1.00 2 2 2,2 2 2 1,,2 2,4.63,
11 ChSq1  2.00  1.20 2 1 2,2 1 2 1,,2 2,3.20,
12 CCoSp3p3  3.00  0.86 3 1 2,1 2 2 2,,1 2,3.86,
59.26,,,,66.75,
Program Components Factor,,,,,
Skating Skills  1.60 8.00 8.50 8.25,8.25 9.00 8.00 7.75,,8.75 8.25,8.29,
Transition / Linking Footwork  1.60 7.50 7.50 8.00,8.00 9.00 6.75 7.75,,8.00 8.00,7.82,
Performance / Execution  1.60 8.25 8.75 8.00,8.50 9.25 7.50 8.25,,8.50 8.50,8.39,
Choreography / Composition  1.60 8.00 8.50 8.25,8.25 9.00 8.50 8.25,,8.50 8.50,8.39,
Interpretation  1.60 8.25 8.50 8.25,8.50 9.25 8.25 8.00,,8.50 8.25,8.36,
Judges Total Program Component Score (factored),,,,65.99,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Gracie GOLD USA  13,128.23  65.15,,63.08,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz+3T  10.10  1.00 2 2 2,1 1 1 2,,1 1,11.10,
2 2A+3T  7.40  1.00 1 2 2,1 1 1 2,,2 1,8.40,
3 3Lo  5.10  0.70 1 1 1,1 1 2 1,,1 0,5.80,
4 CCoSp3p4  3.50  0.50 1 1 1,1 1 1 1,,1 1,4.00,
5 FCSp4  3.20  0.57 1 1 1,1 1 2 2,,1 1,3.77,
6 3Fe e  4.07 x -1.20 -2 -1 -2,-2 -1 -1 -2,,-2 -2,2.87,
7 3Lz  6.60 x -1.30 -2 -2 -1,-2 -2 -1 -2,,-2 -2,5.30,
8 3S+2T+2T  7.48 x  0.60 0 1 1,1 1 1 1,,1 0,8.08,
9 StSq4  3.90  1.30 2 2 2,2 2 2 2,,1 1,5.20,
10 2A  3.63 x  0.00 0 0 0,0 0 1 0,,0 0,3.63,
11 LSp4  2.70  1.00 2 2 2,2 2 2 2,,1 2,3.70,
12 ChSq1  2.00  1.30 2 1 2,2 2 2 2,,2 1,3.30,
59.68,,,,65.15,
Program Components Factor,,,,,
Skating Skills  1.60 7.75 8.00 8.25,7.75 8.25 7.50 8.50,,8.00 7.25,7.93,
Transition / Linking Footwork  1.60 7.25 7.75 7.75,7.25 8.00 7.25 8.50,,6.75 7.25,7.50,
