ISU World Figure Skating Championships 2015,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Meagan DUHAMEL / Eric RADFORD CAN  14,144.55  73.45,,71.10,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw3  5.80  1.40 2 2 2,2 2 2 2,,2 2,7.20,
2 3Lz  6.00  1.20 0 1 2,2 2 1 3,,2 2,7.20,
3 4STh  8.00 -1.57 -2 -2 -1,-2 -1 -2 -1,,-2 -1,6.43,
4 FCCoSp3p3  3.00 -0.21 -1 0 -1,0 -1 0 -1,,-1 -1,2.79,
"",,,Info,,Info
5 3T+2T+2T  6.70  1.10 2 0 2,2 1 1 2,,2 1,7.80,
6 BoDs4  4.50  1.20 2 2 2,2 2 1 2,,1 1,5.70,
7 5RLi4  7.00  1.50 3 2 2,2 2 2 2,,2 3,8.50,
8 5ALi4  6.50  1.30 3 2 2,1 2 2 2,,1 2,7.80,
9 PCoSp3p4  4.50  1.00 2 2 2,2 2 2 2,,2 2,5.50,
10 3LzTh  5.50  1.40 2 2 2,2 2 2 2,,2 3,6.90,
11 ChSq1  2.00  1.20 2 1 1,2 2 2 2,,2 1,3.20,
12 3Li3  3.50  0.93 2 1 1,1 2 2 3,,2 3,4.43,
63.00,,,,73.45,
Program Components Factor,,,,,
Skating Skills  1.60 9.25 9.00 8.75,8.50 9.25 8.50 8.75,,8.75 9.00,8.86,
Transition / Linking Footwork  1.60 8.75 9.00 8.75,8.00 9.00 8.00 8.50,,8.50 8.75,8.61,
Performance / Execution  1.60 9.25 9.25 9.00,9.00 9.00 8.25 8.75,,9.00 9.00,9.00,
Choreography / Composition  1.60 9.25 9.00 8.75,9.00 9.25 8.50 8.75,,9.00 9.00,8.96,
Interpretation  1.60 9.25 9.25 8.75,8.75 9.25 8.00 8.75,,9.25 9.00,9.00,
Judges Total Program Component Score (factored),,,,71.10,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Wenjing SUI / Cong HAN CHN  16,142.49  73.92,,68.57,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4Tw3  8.10  2.00 2 3 1,2 2 1 3,,2 2,10.10,
2 3T+2T+2T  6.70  0.70 1 0 1,1 1 1 2,,1 1,7.40,
3 3Li4  4.00  1.07 2 3 2,3 1 2 2,,2 2,5.07,
4 3FTh  5.50  1.40 2 2 2,2 2 1 3,,2 2,6.90,
5 PCoSp3p4  4.50  0.79 1 2 2,1 1 2 2,,2 1,5.29,
6 3S  4.20  0.60 2 0 1,1 1 0 2,,0 1,4.80,
7 3STh  4.50  2.00 3 3 2,3 3 3 3,,3 2,6.50,
8 FCCoSp3p4  3.50  0.86 2 1 1,2 2 2 2,,2 1,4.36,
9 ChSq1  2.00  1.30 2 3 2,2 1 1 2,,2 2,3.30,
10 BoDs3  4.00  1.00 3 2 1,1 1 2 2,,0 1,5.00,
11 5RLi3  6.50  1.20 2 2 1,2 1 2 2,,1 2,7.70,
12 5ALi3  6.00  1.50 2 3 2,2 2 2 3,,2 2,7.50,
59.50,,,,73.92,
Program Components Factor,,,,,
Skating Skills  1.60 8.25 9.00 8.00,8.50 8.50 8.50 9.00,,8.00 8.50,8.46,
Transition / Linking Footwork  1.60 8.00 8.75 8.25,8.25 8.00 8.75 8.75,,8.25 8.25,8.36,
