ISU GP NHK Trophy 2017,,,
LADIES SHORT PROGRAM,JUDGES DETAILS PER SKATER,,
"",Total Total Total,,
Rank Name,Nation Starting Segment Element Program,,Deductions
"",Number Score Score Component,,
"",= + Score (factorized),,-
1 Evgenia MEDVEDEVA,RUS 12 79.99 41.71 38.28,,0.00
"# Executed Info Base GOE",J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 FCSp4 3.20 1.00,2 2 3 2 2 2 2 2 2,,4.20
2 StSq4 3.90 1.80,3 3 3 2 2 3 2 3 2,,5.70
3 3F+3T 10.56 X 1.60,3 3 2 2 3 2 2 2 2,,12.16
4 3Lo 5.61 X 1.50,2 3 2 2 3 2 2 2 1,,7.11
5 2A 3.63 X 0.50,2 1 1 1 1 0 1 1 1,,4.13
6 CCoSp4 3.50 1.00,2 2 3 2 2 2 2 2 2,,4.50
7 LSp4 2.70 1.21,3 3 3 1 3 2 1 2 3,,3.91
33.10,,,41.71
Program Components Factor,,,
Skating Skills 0.80,9.50 9.50 9.50 9.50 9.50 9.50 9.25 9.25 9.25,,9.43
Transitions 0.80,9.75 9.50 9.50 9.50 9.75 9.50 9.50 9.00 9.75,,9.57
Performance 0.80,10.00 9.50 9.75 9.75 9.75 9.75 9.50 9.50 9.50,,9.64
Composition 0.80,9.75 9.50 9.50 9.50 9.75 9.75 9.50 9.25 9.25,,9.54
Interpretation of the Music 0.80,10.00 9.50 9.75 10.00 9.75 9.75 9.50 9.50 9.50,,9.68
Judges Total Program Components Score (factored),,,38.28
Deductions:,,,0.00
"X Credit highlight distribution, base value multiplied by 1.1",,,
"",Total Total Total,,
Rank Name,Nation Starting Segment Element Program,,Deductions
"",Number Score Score Component,,
"",= + Score (factorized),,-
2 Carolina KOSTNER,ITA 8 74.57 37.25 37.32,,0.00
"# Executed Info Base GOE",J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 3T+3T 8.60 0.00,1 0 0 1 0 -1 0 -1 0,,8.60
2 3Lo 5.10 0.80,1 1 1 2 1 1 2 1 1,,5.90
3 FCSp4 3.20 1.00,2 2 2 3 2 1 2 2 2,,4.20
4 2A 3.63 X 0.93,2 2 2 3 2 1 2 2 0,,4.56
5 LSp4 2.70 1.00,2 2 3 2 2 2 1 2 2,,3.70
6 StSq4 3.90 2.10,3 3 3 3 3 3 3 3 3,,6.00
7 CCoSp4 3.50 0.79,1 1 2 1 2 1 2 2 3,,4.29
30.63,,,37.25
Program Components Factor,,,
Skating Skills 0.80,9.25 9.25 8.75 9.50 9.50 8.75 9.00 9.25 9.50,,9.21
Transitions 0.80,9.00 9.25 8.50 9.75 9.50 9.00 9.25 9.00 9.25,,9.18
Performance 0.80,9.25 9.25 9.00 10.00 9.75 9.25 9.25 9.25 9.50,,9.36
Composition 0.80,9.25 9.25 8.75 10.00 10.00 9.00 9.50 9.00 9.50,,9.36
Interpretation of the Music 0.80,9.50 9.50 9.25 9.75 9.75 9.25 9.50 9.50 9.75,,9.54
Judges Total Program Components Score (factored),,,37.32
Deductions:,,,0.00
"X Credit highlight distribution, base value multiplied by 1.1",,,
"",Total Total Total,,
Rank Name,Nation Starting Segment Element Program,,Deductions
"",Number Score Score Component,,
"",= + Score (factorized),,-
3 Polina TSURSKAYA,RUS 2 70.04 38.78 31.26,,0.00
"# Executed Info Base GOE",J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 3Lz+3T 10.30 1.20,2 2 1 1 2 2 2 2 1,,11.50
2 FCSp4 3.20 0.71,2 2 2 1 1 2 1 1 1,,3.91
3 StSq3 3.30 0.86,2 1 2 2 2 1 1 2 2,,4.16
4 3Lo 5.61 X 1.20,1 2 2 1 1 2 2 2 2,,6.81
5 2A 3.63 X 0.93,2 2 1 1 2 2 2 2 3,,4.56
6 CCoSp4 3.50 0.71,1 1 2 1 2 2 2 1 1,,4.21
7 LSp4 2.70 0.93,2 2 3 0 2 2 1 2 2,,3.63
32.24,,,38.78
Program Components Factor,,,
Skating Skills 0.80,7.50 7.25 8.00 7.50 8.00 8.00 7.75 8.00 8.25,,7.82
Transitions 0.80,7.50 7.00 7.75 7.75 7.25 7.50 7.50 7.75 8.00,,7.57
Performance 0.80,8.00 7.00 8.25 8.00 7.75 7.75 8.00 8.00 8.50,,7.96
Composition 0.80,7.25 7.25 8.00 8.00 7.75 8.00 7.75 7.75 8.50,,7.79
Interpretation of the Music 0.80,7.50 7.25 8.50 8.25 8.00 7.75 7.50 8.25 8.25,,7.93
Judges Total Program Components Score (factored),,,31.26
Deductions:,,,0.00
"X Credit highlight distribution, base value multiplied by 1.1",,,
ISU GP NHK Trophy 2017,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,
"",Total Total Total,,
Rank Name Nation Starting,Segment Element Program,,Deductions
Number,Score Score Component,,
"",= + Score (factorized),,-
4 Rika HONGO JPN 10,65.83 34.00 31.83,,0.00
"# Executed Info Base GOE J1 J2 J3 J4",J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 3F+3T 9.60 0.50 1 1 1 0,1 1 1 0 0,,10.10
2 LSp4 2.70 0.43 1 2 1 1,1 1 0 1 0,,3.13
3 FCSp4 3.20 0.50 1 2 2 0,1 1 1 1 0,,3.70
4 3Lz<! ! 4.62 X -1.20 -2 1 -2 -1,-2 -2 -2 -1 -3,,3.42
5 2A 3.63 X 0.79 2 2 2 2,1 1 1 2 1,,4.42
6 StSq4 3.90 1.40 2 2 3 2,2 2 1 2 2,,5.30
7 CCoSp3 3.00 0.93 1 2 3 2,2 2 1 2 2,,3.93
30.65,,,34.00
Program Components Factor,,,
Skating Skills 0.80 8.00 7.50 8.50 7.25,8.25 8.25 7.50 8.00 8.25,,7.96
Transitions 0.80 8.00 7.25 8.25 7.50,8.00 7.50 7.50 7.75 8.25,,7.79
Performance 0.80 8.25 7.75 8.75 7.75,8.75 7.75 7.50 8.25 8.25,,8.11
Composition 0.80 8.25 7.50 8.50 7.75,8.50 7.50 7.25 7.50 8.25,,7.89
Interpretation of the Music 0.80 8.25 7.75 8.75 7.50,8.75 7.50 7.25 8.00 8.50,,8.04
Judges Total Program Components Score (factored),,,31.83
Deductions:,,,0.00
