ISU GP NHK Trophy 2017,,,
PAIRS SHORT PROGRAM,JUDGES DETAILS PER SKATER,,
"",Total Total Total,,
Rank Name,Nation Starting Segment Element Program,,Deductions
"",Number Score Score Component,,
"",= + Score (factorized),,-
1 Wenjing SUI / Cong HAN,CHN 7 79.43 41.74 37.69,,0.00
"# Executed Info Base GOE",J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 3T 4.30 1.60,2 2 3 3 2 2 3 2 2,,5.90
2 3FTh 5.50 2.00,3 3 2 3 3 2 3 3 3,,7.50
3 3Tw4 6.60 1.60,3 1 2 2 3 2 2 2 3,,8.20
4 PCoSp2 3.50 1.00,2 2 2 2 2 2 1 2 2,,4.50
5 StSq4 3.90 1.20,2 0 2 2 3 1 1 2 2,,5.10
6 3Li4 4.50 1.14,3 2 2 2 3 2 2 2 3,,5.64
7 FiDs4 3.50 1.40,2 1 2 3 3 1 1 2 3,,4.90
31.80,,,41.74
Program Components Factor,,,
Skating Skills 0.80,9.25 9.00 9.50 9.25 9.50 9.25 9.25 9.25 9.50,,9.32
Transitions 0.80,9.00 8.50 9.50 9.50 9.50 9.00 9.50 9.25 9.75,,9.32
Performance 0.80,9.50 9.00 9.50 9.25 9.75 9.25 9.50 9.50 9.75,,9.46
Composition 0.80,9.25 8.75 10.00 9.50 9.50 9.50 9.50 9.50 10.00,,9.54
Interpretation of the Music 0.80,9.50 8.50 9.50 9.50 9.75 9.25 9.25 9.50 10.00,,9.46
Judges Total Program Components Score (factored),,,37.69
Deductions:,,,0.00
"",Total Total Total,,
Rank Name,Nation Starting Segment Element Program,,Deductions
"",Number Score Score Component,,
"",= + Score (factorized),,-
2 Ksenia STOLBOVA / Fedor KLIMOV,RUS 8 75.05 38.02 37.03,,0.00
"# Executed Info Base GOE",J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 3Tw1 5.40 0.30,1 1 1 0 -1 1 1 0 -1,,5.70
2 3FTh 5.50 1.50,2 3 2 2 2 3 2 2 1,,7.00
3 3T 4.30 1.70,3 3 2 2 3 3 2 2 2,,6.00
4 FiDs4 3.50 1.30,2 2 3 1 2 2 2 2 1,,4.80
5 PCoSp3 4.00 0.79,2 2 2 1 1 2 1 2 1,,4.79
6 3Li4 4.50 1.00,2 2 2 1 3 2 2 2 2,,5.50
7 StSq3 3.30 0.93,2 1 1 2 3 2 2 2 2,,4.23
30.50,,,38.02
Program Components Factor,,,
Skating Skills 0.80,9.00 9.50 9.50 8.75 9.00 9.50 9.50 9.25 9.00,,9.25
Transitions 0.80,9.00 9.25 9.50 8.75 8.75 9.25 9.25 8.75 8.75,,9.00
Performance 0.80,9.25 9.50 9.50 8.50 9.00 9.50 9.50 9.25 8.75,,9.25
Composition 0.80,9.00 9.75 9.75 8.75 9.25 9.75 9.25 9.50 8.50,,9.32
Interpretation of the Music 0.80,9.25 9.75 9.75 9.00 9.50 9.75 9.50 9.50 8.75,,9.46
Judges Total Program Components Score (factored),,,37.03
Deductions:,,,0.00
"",Total Total Total,,
Rank Name,Nation Starting Segment Element Program,,Deductions
"",Number Score Score Component,,
"",= + Score (factorized),,-
3 Kristina ASTAKHOVA / Alexei ROGONOV,RUS 5 70.47 38.32 32.15,,0.00
"# Executed Info Base GOE",J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 3S 4.40 0.90,2 1 1 0 2 1 1 1 2,,5.30
2 3Tw3 6.20 0.80,1 2 0 0 2 1 1 1 2,,7.00
3 3Li4 4.50 0.86,2 1 1 1 3 2 2 2 2,,5.36
4 3FTh 5.50 0.50,0 0 1 0 2 1 1 1 1,,6.00
5 FiDs4 3.50 1.00,2 2 1 1 2 1 1 2 1,,4.50
6 StSq4 3.90 1.40,2 1 2 2 3 2 2 2 2,,5.30
7 PCoSp4 4.50 0.36,1 1 1 0 2 1 0 0 1,,4.86
32.50,,,38.32
Program Components Factor,,,
Skating Skills 0.80,8.25 7.75 8.00 7.75 8.00 8.50 8.00 7.50 7.75,,7.93
Transitions 0.80,8.00 7.75 7.75 8.00 8.00 8.50 8.25 7.50 7.75,,7.93
Performance 0.80,8.25 8.00 8.25 8.00 8.25 8.75 8.00 8.00 8.00,,8.11
Composition 0.80,8.00 8.00 8.00 8.25 8.25 8.75 8.25 7.75 8.00,,8.11
Interpretation of the Music 0.80,8.25 7.75 8.25 7.75 8.50 8.75 8.50 7.75 7.75,,8.11
Judges Total Program Components Score (factored),,,32.15
Deductions:,,,0.00
ISU GP NHK Trophy 2017,,,
PAIRS SHORT PROGRAM,JUDGES DETAILS PER SKATER,,
"",Total Total Total,,
Rank Name,Nation Starting Segment Element Program,,Deductions
"",Number Score Score Component,,
"",= + Score (factorized),,-
4 Alexa SCIMECA KNIERIM / Chris KNIERIM,USA 3 65.86 35.20 30.66,,0.00
"# Executed Info Base GOE",J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 3Tw3 6.20 1.60,3 2 2 3 2 2 2 2 3,,7.80
2 3S 4.40 -1.40,-2 -2 -2 -1 -2 -2 -2 -3 -2,,3.00
3 PCoSp4 4.50 0.50,1 1 0 1 1 1 1 1 2,,5.00
4 3FTh 5.50 0.80,2 1 1 1 1 1 1 1 2,,6.30
5 StSq3 3.30 0.71,2 2 2 2 1 1 1 1 1,,4.01
6 3Li4 4.50 0.79,2 1 2 1 2 1 2 0 2,,5.29
7 FiDs2 3.00 0.80,2 1 1 2 1 1 1 1 1,,3.80
31.40,,,35.20
Program Components Factor,,,
Skating Skills 0.80,8.25 7.75 7.50 8.00 7.25 8.00 7.50 7.25 7.50,,7.64
