ISU GP NHK Trophy 2017,,,
ICE DANCE SHORT DANCE,JUDGES DETAILS PER SKATER,,
"",Total Total Total,,
Rank Name,Nation Starting Segment Element Program,,Deductions
"",Number Score Score Component,,
"",= + Score (factorized),,-
1 Tessa VIRTUE / Scott MOIR,CAN 8 80.92 42.28 38.64,,0.00
"# Executed Info Base GOE",J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 NtMiSt4 8.60 3.30,3 3 3 2 3 3 3 3 3,,11.90
2 1RH4+kpYYY 5.00 1.37,3 2 2 2 3 2 3 2 2,,6.37
3 PSt4 8.60 2.99,2 3 3 2 3 3 2 3 3,,11.59
4 STw3 5.60 0.69,1 1 2 0 0 1 1 2 3,,6.29
5 RoLi4 4.50 1.63,2 3 2 2 3 3 3 3 3,,6.13
32.30,,,42.28
Program Components Factor,,,
Skating Skills 0.80,9.50 9.50 9.50 9.00 9.50 9.50 9.75 9.75 9.75,,9.57
Transitions 0.80,9.50 9.75 9.50 9.25 9.75 9.50 9.75 9.50 9.50,,9.57
Performance 0.80,9.75 9.75 9.75 9.25 9.75 9.75 9.50 10.00 9.75,,9.71
Composition 0.80,9.50 9.50 9.50 9.50 10.00 9.75 9.75 9.75 9.50,,9.61
Interpretation of the Music/Timing 0.80,9.50 9.75 10.00 9.75 10.00 9.75 9.75 10.00 9.75,,9.82
Judges Total Program Components Score (factored),,,38.64
Deductions:,,,0.00
Choreography restriction: (1 of 10),,,
"",Total Total Total,,
Rank Name,Nation Starting Segment Element Program,,Deductions
"",Number Score Score Component,,
"",= + Score (factorized),,-
2 Madison HUBBELL / Zachary DONOHUE,USA 9 76.31 40.30 36.01,,0.00
"# Executed Info Base GOE",J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 NtMiSt3 7.10 2.20,2 2 2 2 2 3 2 2 2,,9.30
2 1RH4+kpYYY 5.00 1.20,3 2 2 2 1 2 2 2 2,,6.20
3 PSt4 8.60 2.36,3 2 2 2 2 2 2 3 2,,10.96
4 CuLi4 4.50 1.37,3 2 3 2 2 3 2 2 2,,5.87
5 STw4 6.60 1.37,2 2 2 2 2 3 2 3 3,,7.97
31.80,,,40.30
Program Components Factor,,,
Skating Skills 0.80,9.25 9.00 9.00 9.00 8.75 9.25 9.25 8.75 9.00,,9.04
Transitions 0.80,9.00 9.00 8.75 8.75 8.50 9.00 8.75 8.75 8.75,,8.82
Performance 0.80,9.50 8.75 8.50 9.00 9.00 9.50 9.00 9.25 8.75,,9.04
Composition 0.80,9.25 8.75 8.75 9.25 8.75 9.25 9.25 9.00 9.00,,9.04
Interpretation of the Music/Timing 0.80,9.25 8.75 8.50 9.00 9.00 9.50 9.25 9.00 9.25,,9.07
Judges Total Program Components Score (factored),,,36.01
Deductions:,,,0.00
"",Total Total Total,,
Rank Name,Nation Starting Segment Element Program,,Deductions
"",Number Score Score Component,,
"",= + Score (factorized),,-
3 Anna CAPPELLINI / Luca LANOTTE,ITA 10 75.87 39.45 36.42,,0.00
"# Executed Info Base GOE",J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 STw4 6.60 1.37,2 2 3 2 2 2 3 3 2,,7.97
2 NtMiSt3 7.10 2.20,2 2 2 2 2 2 2 2 2,,9.30
3 1RH3+kpNYY 4.40 0.94,1 1 2 2 1 1 2 2 2,,5.34
4 PSt4 8.60 2.20,2 2 2 2 2 2 2 3 2,,10.80
5 RoLi4 4.50 1.54,2 3 3 2 2 3 2 3 3,,6.04
31.20,,,39.45
Program Components Factor,,,
Skating Skills 0.80,8.75 9.00 9.00 8.75 8.75 8.75 9.50 9.25 9.25,,8.96
Transitions 0.80,9.00 9.00 9.00 8.75 8.75 8.50 9.00 9.00 9.00,,8.93
Performance 0.80,9.00 9.25 9.50 9.25 9.00 9.00 9.25 9.75 9.00,,9.18
Composition 0.80,9.25 9.25 9.00 9.00 9.00 8.75 9.25 9.50 9.25,,9.14
Interpretation of the Music/Timing 0.80,9.00 9.50 9.50 9.50 9.25 9.25 9.00 9.50 9.25,,9.32
Judges Total Program Components Score (factored),,,36.42
