ISU GP NHK Trophy 2017,,,
LADIES FREE SKATING,JUDGES DETAILS PER SKATER,,
"",Total Total Total,,
Rank Name,Nation Starting Segment Element Program,,Deductions
"",Number Score Score Component,,
"",= + Score (factorized),,-
1 Evgenia MEDVEDEVA,RUS 10 144.40 70.60 74.80,,1.00
"# Executed Info Base GOE",J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 3F 5.30 -2.10,-2 -3 -3 -3 -3 -3 -3 -3 -3,,3.20
2 3Lz 6.00 -1.40,-1 -2 -2 -2 -2 -2 -2 -2 -2,,4.60
3 FCCoSp4 3.50 0.64,1 1 1 2 1 2 1 2 1,,4.14
4 StSq4 3.90 1.70,3 2 3 2 2 3 2 3 2,,5.60
5 3F+3T 10.56 X 1.40,2 2 2 2 2 2 2 2 2,,11.96
6 3Lo 5.61 X 1.10,2 1 2 2 2 2 1 1 1,,6.71
7 2A+2T+2T 6.49 X 0.50,1 1 1 1 1 1 1 1 0,,6.99
8 3S+3T 9.57 X 1.40,2 2 3 2 2 2 2 2 1,,10.97
9 2A 3.63 X 0.50,1 1 2 2 1 1 1 0 0,,4.13
10 ChSq1 2.00 1.60,2 3 3 2 2 2 2 3 2,,3.60
11 CCoSp4 3.50 1.07,2 2 3 1 2 2 2 2 3,,4.57
12 LSp4 2.70 1.43,3 3 3 3 3 3 2 3 2,,4.13
62.76,,,70.60
Program Components Factor,,,
Skating Skills 1.60,9.50 9.50 9.50 9.25 9.25 9.50 9.25 9.25 9.25,,9.36
Transitions 1.60,9.50 9.50 9.50 9.50 9.25 9.25 9.50 9.25 9.00,,9.39
Performance 1.60,8.75 9.25 9.75 9.50 9.25 9.25 9.00 9.25 8.75,,9.18
Composition 1.60,9.25 9.50 9.75 9.50 9.50 9.75 9.25 9.25 9.00,,9.43
Interpretation of the Music 1.60,9.25 9.50 9.75 9.25 9.25 9.50 9.25 9.50 9.50,,9.39
Judges Total Program Components Score (factored),,,74.80
Deductions: Falls:  -1.00 (1),,,-1.00
"X Credit highlight distribution, base value multiplied by 1.1",,,
"",Total Total Total,,
Rank Name,Nation Starting Segment Element Program,,Deductions
"",Number Score Score Component,,
"",= + Score (factorized),,-
2 Polina TSURSKAYA,RUS 11 140.15 74.38 65.77,,0.00
"# Executed Info Base GOE",J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 3Lz+3T 10.30 1.40,2 2 2 2 2 2 2 2 1,,11.70
2 3F 5.30 1.40,2 2 1 2 2 2 2 2 2,,6.70
3 FCCoSp4 3.50 0.50,1 1 2 1 1 1 1 1 1,,4.00
4 CCoSp4 3.50 0.86,1 1 2 2 2 2 2 2 1,,4.36
5 ChSq1 2.00 0.90,1 2 2 1 1 1 1 1 2,,2.90
6 2A+3T+2T 9.79 X 0.70,1 1 2 1 1 1 1 1 1,,10.49
7 3Lz 6.60 X 1.20,2 2 1 2 2 2 1 1 2,,7.80
8 3S+2T 6.27 X 0.60,1 2 1 1 1 1 1 0 0,,6.87
9 3Lo 5.61 X 1.10,1 2 3 2 2 1 1 0 2,,6.71
10 2A 3.63 X 0.71,2 2 0 1 1 2 1 1 2,,4.34
11 StSq4 3.90 1.20,2 2 3 2 1 1 1 2 2,,5.10
12 LSp4 2.70 0.71,2 2 3 2 1 1 1 1 1,,3.41
63.10,,,74.38
Program Components Factor,,,
Skating Skills 1.60,8.25 8.25 9.25 8.25 8.00 8.50 8.25 8.25 8.75,,8.36
Transitions 1.60,8.00 7.75 9.25 8.50 7.75 8.00 7.50 7.75 8.25,,8.00
Performance 1.60,8.50 8.00 9.50 8.75 8.25 8.00 8.25 8.00 8.50,,8.32
Composition 1.60,8.25 7.75 9.50 8.75 8.25 8.25 8.00 7.75 8.25,,8.21
