12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
28,Nicolette Amie HOUSE / Aidas REKLYS,LTU,0,19.25,11.24,8.01,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,1S1,,1.4,False,-0.21,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,,1.19
2,1S2,,1.7,False,-0.53,-1,-2,-2,0,-2,-2,-1,-2,-1,-2,-1,-2,,1.17
3,2S1,,1.5,False,-0.21,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,,1.29
4,2S2,,2.0,False,-0.64,-1,-2,-2,0,-2,-2,-1,-2,-1,-1,-1,-1,,1.36
5,3S1,,1.7,False,-0.26,-1,-1,-2,-1,-1,-1,0,-2,0,-1,-1,-1,,1.44
6,3S2,,2.3,False,-0.9,-1,-2,-2,-1,-2,-2,-1,-2,-1,-1,-1,-2,,1.4
7,4S1,,2.2,False,-0.51,-1,0,-2,0,-2,-2,0,-1,-1,-1,-1,-1,,1.69
8,4S2,,2.7,False,-1.0,-1,-2,-2,-1,-2,-2,-1,-2,-1,-2,-1,-2,,1.7
,,,15.5,,,,,,,,,,,,,,,,11.24
,Program Components,,,,Factor
,Skating Skills  ,,,,0.75,3.25,3.5,3.25,4.5,3.0,3.0,3.5,3.25,3.5,2.75,4.0,3.75,,3.39
,Timing  ,,,,0.75,2.75,3.0,2.75,3.75,2.25,2.0,2.75,3.25,3.5,2.5,4.0,3.5,,3.04
,Performance / Execution  ,,,,0.5,3.0,3.25,3.25,4.25,2.75,2.75,3.0,3.0,3.5,2.75,4.0,3.25,,3.11
,Interpretation  ,,,,0.5,3.25,3.25,3.0,4.0,3.0,2.75,3.0,3.25,3.5,2.5,4.0,3.5,,3.25
,,,,,,,,,,,,,,,,,,,8.01
