ISU GP Audi Cup of China 2017,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
1 Alina ZAGITOVA RUS  8  144.44,76.09,,68.35,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5 InfoJ6",J7,,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 ChSq1  2.00  1.50 3 2 2 2 1,2 3,,2 2,3.50,
2 FCSp4  3.20  1.00 2 2 2 2 2,2 3,,2 2,4.20,
3 StSq4  3.90  1.50 2 2 2 3 2,2 3,,2 2,5.40,
4 3Lz+3Lo  12.21 x  1.10 1 2 2 1 2,2 2,,1 1,13.31,
5 2A+3T  8.36 x  1.00 2 2 2 1 1,1 1,,1 2,9.36,
6 3F+2T+2Lo  9.24 x  0.90 1 2 1 2 2,1 1,,1 1,10.14,
7 LSp4  2.70  1.07 3 2 2 2 2,2 2,,3 2,3.77,
8 3Lz< <  4.62 x -0.10 0 0 0 0 1,-1 0,,-1 0,4.52,
9 3S  4.84 x  1.20 1 2 2 2 2,1 2,,1 2,6.04,
10 3F  5.83 x  1.10 2 1 2 2 2,1 2,,1 1,6.93,
11 2A  3.63 x  0.50 1 1 1 2 1,0 2,,0 1,4.13,
12 CCoSp4  3.50  1.29 2 3 3 2 2,2 3,,3 3,4.79,
64.03,,,,76.09,
Program Components Factor,,,,,
Skating Skills  1.60 7.75 8.00 8.50 8.50 8.75,8.25 8.75,,8.25 8.50,8.39,
Transitions  1.60 7.75 8.00 8.75 8.00 8.50,8.25 9.25,,8.25 8.75,8.36,
Performance  1.60 8.50 8.25 9.00 9.25 9.00,8.50 9.00,,8.75 8.75,8.79,
Composition  1.60 8.50 8.00 9.00 8.50 8.75,8.25 9.25,,8.00 8.50,8.50,
Interpretation of the Music  1.60 8.00 8.25 9.25 8.50 9.00,8.50 9.00,,8.50 9.00,8.68,
Judges Total Program Component Score (factored),,,,68.35,
Deductions,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
2 Wakaba HIGUCHI JPN  9  141.99,74.10,,67.89,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,,J8 J9 Ref,,
Elements Value,,,,Panel,
1 2A  3.30  0.86 2 2 2 1 1,2 1,,2 2,4.16,
2 3Lz+3T  10.30  0.90 2 2 1 1 1,1 2,,1 1,11.20,
3 CCoSp4  3.50  0.93 1 2 2 2 1,2 2,,2 2,4.43,
4 ChSq1  2.00  1.70 3 3 2 2 2,2 3,,3 2,3.70,
5 3S  4.40  0.80 1 2 1 2 1,1 1,,1 1,5.20,
6 3Lz+3T  11.33 x  1.20 3 2 2 1 2,1 2,,1 2,12.53,
7 3Lo  5.61 x  1.30 2 3 1 2 2,2 2,,1 2,6.91,
8 2A+2T+2Lo  7.04 x  0.64 2 1 1 2 1,1 2,,1 1,7.68,
9 3F  5.83 x  0.90 1 2 1 1 2,1 2,,0 1,6.73,
10 FCSp4  3.20  0.43 1 1 1 1 0,0 1,,1 1,3.63,
11 StSq3  3.30  1.00 2 3 2 2 1,2 2,,2 2,4.30,
12 LSp4  2.70  0.93 2 2 1 2 2,3 1,,2 2,3.63,
62.51,,,,74.10,
Program Components Factor,,,,,
Skating Skills  1.60 8.25 8.75 8.75 8.50 8.50,8.75 9.00,,8.75 8.50,8.64,
Transitions  1.60 7.50 8.25 8.25 7.75 8.00,8.50 8.00,,8.50 8.00,8.11,
