12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
10,Anastasia GIMAZETDINOVA,UZB,0,94.58,48.29,46.29,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,2Lo+2A+SEQ,,4.0,False,-0.23,0,0,0,0,0,0,-1,-1,0,0,-1,-1,,3.77
2,3Lz,,6.0,False,-0.29,0,0,-1,-1,0,0,0,-1,0,0,-1,-1,,5.71
3,3F,,5.5,False,0.29,1,0,0,0,1,0,1,0,1,0,0,0,,5.79
4,3T+2T,,5.3,False,0.0,0,0,-1,0,0,0,0,0,0,0,-1,0,,5.3
5,3T,,4.0,False,0.86,1,1,1,1,1,1,1,1,1,0,0,0,,4.86
6,FSSp3,,2.3,False,0.14,0,0,0,1,1,0,0,0,1,0,1,0,,2.44
7,3S,,4.95,True,0.71,1,1,0,1,1,0,1,1,0,0,0,0,,5.66
8,SpSq4,,3.4,False,0.29,1,0,-1,0,0,0,1,0,1,0,1,0,,3.69
9,LSp1,,1.5,False,0.0,0,0,0,0,0,0,-1,1,0,0,0,0,,1.5
10,SlSt3,,3.1,False,0.29,1,0,0,1,1,0,1,1,0,0,0,1,,3.39
11,2S+1T,,1.87,True,0.0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,,1.87
12,CCoSp2,,2.5,False,0.07,0,0,0,1,1,0,0,0,0,0,0,0,,2.57
13,CSSp2,,2.0,False,-0.26,-1,-1,0,-1,0,-1,-1,-1,-2,0,-1,-1,,1.74
,,,46.42,,,,,,,,,,,,,,,,48.29
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,6.25,6.0,6.75,6.5,6.0,5.75,6.25,7.0,6.0,6.0,5.75,6.5,,6.11
,Transition / Linking Footwork  ,,,,1.6,6.0,5.5,6.0,5.0,5.75,5.0,5.25,6.25,5.0,5.75,4.5,6.0,,5.46
,Performance / Execution  ,,,,1.6,6.25,5.75,6.25,5.5,5.75,5.25,5.75,6.5,5.5,6.0,5.5,6.25,,5.79
,Choreography / Composition  ,,,,1.6,6.5,5.75,6.75,5.25,5.5,5.5,5.5,6.75,5.75,5.75,6.25,6.0,,5.82
,Interpretation  ,,,,1.6,6.5,5.5,6.5,5.25,5.5,5.5,5.5,6.75,5.5,6.0,5.75,6.0,,5.75
,,,,,,,,,,,,,,,,,,,46.29
