9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
8,Tarah KAYNE / Daniel O SHEA,USA,4,57.91,30.85,27.06,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3Tw1,,5.0,False,0.0,-2,-1,1,-1,-1,0,0,2,2,,5.0
2,3S,,4.2,False,0.6,0,0,2,1,1,1,1,1,1,,4.8
3,3LoTh,,5.0,False,0.4,0,1,1,0,1,0,0,1,2,,5.4
4,3Li4,,4.0,False,0.5,1,0,1,1,1,1,1,1,2,,4.5
5,FCCoSp3p4,,3.5,False,0.14,1,0,1,0,0,0,0,0,2,,3.64
6,StSq3,,3.3,False,0.21,0,0,1,0,1,0,0,1,2,,3.51
7,FiDs3,,3.2,False,0.8,1,1,2,1,1,0,0,2,2,,4.0
,,,28.2,,,,,,,,,,,,,30.85
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.5,6.25,7.0,7.25,5.75,6.5,6.25,7.0,8.5,,6.68
,Transition / Linking Footwork  ,,,,0.8,6.0,6.25,6.75,7.25,6.25,6.5,5.5,6.75,8.0,,6.54
,Performance / Execution  ,,,,0.8,6.25,6.5,7.25,7.5,6.0,6.75,6.25,7.25,8.25,,6.82
,Choreography / Composition  ,,,,0.8,6.25,6.5,7.25,7.25,5.75,7.0,6.5,7.0,8.5,,6.82
,Interpretation  ,,,,0.8,6.5,6.75,7.5,7.5,6.5,6.5,6.25,7.5,8.5,,6.96
,,,,,,,,,,,,,,,,27.06
