12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
23,Jamal OTHMAN,SUI,0,49.37,23.22,27.15,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3F,,5.5,False,-0.29,1,-1,-1,0,0,0,0,-1,0,0,0,1,,5.21
2,3Lz+COMBO,,6.0,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.0
3,FSSp3,,2.3,False,0.21,0,0,2,1,0,0,1,0,0,0,1,1,,2.51
4,CSSp3,,2.1,False,0.29,0,0,1,1,0,1,1,1,0,0,0,1,,2.39
5,SlSt1,,1.8,False,0.0,0,0,1,0,0,0,1,0,0,0,0,0,,1.8
6,2A,,3.3,False,0.14,1,1,0,0,0,0,0,0,0,0,0,1,,3.44
7,CiSt1,,1.8,False,0.07,0,0,1,0,0,0,1,0,0,0,0,1,,1.87
8,CCoSp2,,2.5,False,0.5,1,0,1,1,1,1,1,1,1,0,1,2,,3.0
,,,25.3,,,,,,,,,,,,,,,,23.22
,Program Components,,,,Factor
,Skating Skills ,,,,1.0,6.25,5.0,7.25,5.75,4.75,5.5,6.25,5.25,5.5,5.5,5.25,6.5,,5.54
,Transition / Linking Footwork ,,,,1.0,5.75,5.0,7.0,5.5,4.5,5.0,6.75,4.5,5.25,5.25,5.0,6.25,,5.21
,Performance / Execution ,,,,1.0,6.0,5.0,7.25,6.0,4.75,5.25,7.0,5.25,5.25,5.5,5.25,6.0,,5.43
,Choreography / Composition ,,,,1.0,6.25,4.75,7.0,5.75,4.5,5.25,6.75,5.0,5.75,5.5,5.25,6.25,,5.43
,Interpretation ,,,,1.0,6.25,5.0,7.25,5.75,4.75,6.0,7.0,5.25,5.5,5.5,5.25,6.0,,5.54
,,,,,,,,,,,,,,,,,,,27.15
Deduction,Falls,-1.0
