ISU European Figure Skating Championships,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Jana KHOKHLOVA / Sergei NOVITSKI RUS,97.31  49.50,,,47.81,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 STw4  4.70  0.70 1 2 2 1,1 2 2 1,,1,- - -,5.40,
2 SlLi4  4.00 Info  0.90 2 2 2 2,1 2 1 2,,2,In-fo - -,4.90,Info
3 CiSt3  7.20  1.00 2 1 1 1,1 1 1 2,,1,- - -,8.20,
4 SlLi4+RoLi4  6.40  1.00 1 2 2 2,2 2 2 2,,2,- - -,7.40,
5 CoSp3  4.00  0.90 1 2 2 2,2 2 2 1,,1,- - -,4.90,
6 RoLi4  4.00  1.00 2 2 2 2,2 2 2 3,,2,- - -,5.00,
7 DiSt4  7.00  1.80 2 1 2 1,2 1 2 2,,2,- - -,8.80,
8 CuLi4  4.00  0.90 2 1 2 2,2 1 1 2,,2,- - -,4.90,
9 Li+TRANS  0.00  0.00 - - - -,- - - -,,-,- - -,0.00,
41.30,,,,,49.50,
Program Components Factor,,,,,,
Skating Skills  1.25 7.75 7.75 7.75 7.75,7.75 8.00 7.75 8.50,,8.00,- - -,7.85,
Linking Footwork / Movement  1.75 7.75 7.50 7.50 7.75,7.75 7.75 7.75 8.50,,8.00,- - -,7.80,
Performance  1.00 8.00 7.75 8.00 8.00,8.00 7.75 8.00 8.50,,8.00,- - -,8.00,
Choreography  1.00 8.25 8.00 8.00 8.00,8.25 8.00 8.00 8.25,,8.25,- - -,8.10,
Interpretation / Timing  1.00 8.25 8.00 8.25 7.75,8.25 8.25 8.00 8.50,,8.50,- - -,8.25,
Judges Total Program Component Score (factored),,,,,47.81,
Deductions:,,,,,0.00,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Nathalie PECHALAT / Fabian BOURZAT FRA,92.90  46.90,,,46.00,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 CuLi4  4.00  0.80 1 1 2 2,1 2 2 1,,1,- - -,4.80,
2 CiSt3  7.20  1.60 1 2 2 2,0 2 1 1,,2,- - -,8.80,
3 SeLi2  4.80  1.00 2 1 1 2,2 2 2 2,,2,- - -,5.80,
4 SlLi4  4.00  0.70 1 1 1 2,1 2 1 2,,1,- - -,4.70,
5 STw4  4.70  0.70 1 2 2 1,0 1 2 1,,2,- - -,5.40,
6 DiSt3  6.20  1.00 0 2 1 1,1 2 1 1,,1,- - -,7.20,
7 CoSp4  4.70  0.50 0 1 1 1,1 2 1 1,,1,- - -,5.20,
8 RoLi4  4.00  1.00 1 2 2 2,2 2 2 2,,2,- - -,5.00,
9 Li+TRANS  0.00  0.00 - - - -,- - - -,,-,- - -,0.00,
39.60,,,,,46.90,
Program Components Factor,,,,,,
Skating Skills  1.25 7.25 7.00 7.50 7.75,7.25 7.25 7.75 7.75,,7.75,- - -,7.60,
Linking Footwork / Movement  1.75 7.00 7.00 7.25 7.50,7.00 7.25 7.50 7.50,,7.75,- - -,7.40,
Performance  1.00 7.25 7.25 7.75 8.00,7.50 8.00 7.75 7.75,,7.75,- - -,7.80,
Choreography  1.00 7.50 7.50 7.75 8.25,7.75 7.75 7.75 7.75,,8.25,- - -,7.85,
Interpretation / Timing  1.00 7.50 7.50 8.00 8.00,7.75 8.00 7.75 7.75,,8.25,- - -,7.90,
Judges Total Program Component Score (factored),,,,,46.00,
Deductions:,,,,,0.00,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
3 Sinead KERR / John KERR GBR,92.60  46.90,,,45.70,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 CoSp4  4.70  1.00 1 2 2 2,2 2 2 2,,2,- - -,5.70,
2 CuLi4  4.00  0.90 2 1 1 2,2 2 2 1,,2,- - -,4.90,
