ISU European Figure Skating Championships,,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
1 Jana KHOKHLOVA / Sergei NOVITSKI RUS  37.43  19.08,,,18.35,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  2.00  0.46 1 2 2 2 1 1 2 1,,1,- - -,2.46,
2 1S2  2.20  0.50 1 Info1 1 2 2 0 2 1,,1,- - Info -,2.70,Info
3 1S3  2.30  0.50 1 1 1 2 1 0 1 1,,1,- - -,2.80,
4 2S1  2.70  0.86 1 1 2 1 0 0 2 1,,1,- - -,3.56,
5 2S2  3.00  0.70 1 1 1 2 1 1 2 1,,0,- - -,3.70,
6 2S3  3.30  0.56 0 1 1 2 1 0 1 1,,1,- - -,3.86,
15.50,,,,19.08,
Program Components Factor,,,,,
Skating Skills  0.75 7.25 7.25 7.75 7.75 7.00 7.25 7.25 7.50,,6.75,- - -,7.30,
Timing  0.75 7.00 7.00 7.50 7.50 6.50 7.50 7.25 7.50,,6.50,- - -,7.25,
Performance / Execution  0.50 7.25 7.50 7.50 8.00 7.50 7.50 7.75 7.25,,6.75,- - -,7.40,
Interpretation  0.50 7.25 7.25 7.75 8.00 7.00 7.50 7.75 7.50,,7.00,- - -,7.45,
Judges Total Program Component Score (factored),,,,18.35,
Deductions:,,,,0.00,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
2 Federica FAIELLA / Massimo SCALI ITA  36.03  18.08,,,17.95,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  2.00  0.46 1 1 2 2 2 2 2 1,,1,- - -,2.46,
2 1S2  2.20  0.50 1 1 1 1 1 1 0 1,,1,- - -,2.70,
3 1S3  2.30  0.50 1 2 1 2 2 1 1 1,,1,- - -,2.80,
4 2S1  2.70  0.70 1 1 1 1 1 0 1 1,,1,- - -,3.40,
5 2S2  3.00  0.42 1 0 1 1 1 0 0 1,,1,- - -,3.42,
6 2S3  3.30  0.00 0 0 0 0 -1 0 0 -1,,0,- - -,3.30,
15.50,,,,18.08,
Program Components Factor,,,,,
Skating Skills  0.75 7.25 7.25 7.25 7.50 7.00 7.25 6.75 7.25,,6.75,- - -,7.15,
Timing  0.75 7.00 7.25 7.00 7.00 7.00 7.75 6.50 7.00,,6.50,- - -,6.95,
Performance / Execution  0.50 7.25 7.50 7.25 7.75 7.00 7.50 7.00 7.50,,7.00,- - -,7.30,
Interpretation  0.50 7.50 7.50 7.50 7.75 7.25 7.75 7.00 7.75,,7.00,- - -,7.45,
Judges Total Program Component Score (factored),,,,17.95,
Deductions:,,,,0.00,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
3 Sinead KERR / John KERR GBR  34.89  17.32,,,17.57,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  2.00  0.30 1 1 1 1 0 0 2 1,,1,- - -,2.30,
2 1S2  2.20  0.40 1 1 1 1 1 0 1 1,,0,- - -,2.60,
3 1S3  2.30  0.00 0 0 0 0 0 -1 1 0,,0,- - -,2.30,
4 2S1  2.70  0.56 1 0 1 1 0 0 2 1,,1,- - -,3.26,
5 2S2  3.00  0.56 1 1 1 0 1 0 1 1,,0,- - -,3.56,
6 2S3  3.30  0.00 0 0 0 0 0 -1 1 0,,0,- - -,3.30,
15.50,,,,17.32,
Program Components Factor,,,,,
Skating Skills  0.75 6.75 7.00 7.00 7.25 6.00 7.00 7.50 7.50,,6.50,- - -,7.05,
Timing  0.75 6.75 6.75 6.75 7.25 5.00 6.75 7.50 7.00,,6.25,- - -,6.80,
Performance / Execution  0.50 7.00 7.00 7.00 7.50 6.50 7.00 8.25 7.50,,6.50,- - -,7.10,
Interpretation  0.50 7.00 7.00 7.25 7.25 6.00 7.25 8.00 7.75,,6.50,- - -,7.25,
Judges Total Program Component Score (factored),,,,17.57,
