ISU European Figure Skating Championships,,,,,
ICE DANCE ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
1 Jana KHOKHLOVA / Sergei NOVITSKI RUS  62.17  32.90,,,29.27,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 Sp4  4.70  0.90 2 1 2 1 1 2 2 3,,2,- - -,5.60,
2 STw4  4.70  0.60 2Info 1 2 0 0 2 1 1,,1,- In- fo -,5.30,Info
3 SlLi4  4.00  1.00 2 2 3 2 1 3 2 2,,1,- - -,5.00,
4 MiStNt3  6.20  1.60 1 0 2 1 1 2 1 2,,2,- - -,7.80,
5 DiSt4  8.00  1.20 1 0 1 0 1 2 2 2,,1,- - -,9.20,
6 Li+TRANS  0.00  0.00 - - - - - - - -,,-,- - -,0.00,
27.60,,,,32.90,
Program Components Factor,,,,,
Skating Skills  0.80 8.50 7.50 7.75 7.50 7.25 7.75 7.75 7.75,,7.50,- - -,7.65,
Linking Footwork / Movement  0.80 8.75 7.50 7.50 7.50 7.00 7.50 7.50 7.75,,7.00,- - -,7.45,
Performance  0.60 8.50 7.75 8.25 7.75 7.50 8.00 7.75 7.75,,7.50,- - -,7.85,
Choreography  0.60 8.50 7.75 8.00 7.50 7.25 8.25 7.75 7.75,,7.50,- - -,7.80,
Interpretation / Timing  1.00 8.50 7.50 7.75 7.75 7.25 8.25 7.75 8.00,,7.25,- - -,7.80,
Judges Total Program Component Score (factored),,,,29.27,
Deductions:,,,,0.00,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
2 Federica FAIELLA / Massimo SCALI ITA  59.03  30.90,,,28.13,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 Sp4  4.70  0.50 1 1 1 1 1 1 1 1,,1,- - -,5.20,
2 MiStNt4  7.00  1.40 2 1 1 2 2 1 2 0,,1,- - -,8.40,
3 RoLi4  4.00  0.70 1 0 2 2 1 2 1 1,,1,- - -,4.70,
4 STw3  4.00  0.40 2 1 1 1 0 1 1 0,,1,- - -,4.40,
5 DiSt3  7.20  1.00 1 0 1 2 1 1 2 1,,1,- - -,8.20,
26.90,,,,30.90,
Program Components Factor,,,,,
Skating Skills  0.80 8.00 7.50 7.25 7.50 7.50 7.25 7.50 7.50,,7.25,- - -,7.40,
Linking Footwork / Movement  0.80 8.00 7.50 7.00 7.50 7.25 7.00 7.25 7.25,,7.00,- - -,7.20,
Performance  0.60 8.25 7.75 7.75 7.50 7.50 7.50 7.50 7.00,,7.25,- - -,7.50,
Choreography  0.60 8.25 7.50 7.50 7.75 7.50 7.50 7.75 7.25,,7.00,- - -,7.50,
Interpretation / Timing  1.00 8.25 7.75 7.00 7.75 7.50 7.50 7.50 7.50,,7.00,- - -,7.45,
Judges Total Program Component Score (factored),,,,28.13,
Deductions:,,,,0.00,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
3 Sinead KERR / John KERR GBR  57.71  30.20,,,27.51,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 MiStNt3  6.20  1.40 2 2 1 0 2 1 2 1,,2,- - -,7.60,
2 STw4  4.70 -0.40 0 0 0 -2 -1 -1 -1 -1,,-1,- - -,4.30,
3 Sp4  4.70  0.60 1 1 2 1 1 1 1 2,,1,- - -,5.30,
4 DiSt3  7.20  1.00 2 1 1 0 1 1 1 1,,1,- - -,8.20,
5 CuLi4  4.00  0.80 2 1 2 1 1 2 2 2,,1,- - -,4.80,
6 Li+TRANS  0.00  0.00 - - - - - - - -,,-,- - -,0.00,
26.80,,,,30.20,
Program Components Factor,,,,,
Skating Skills  0.80 8.50 7.50 7.00 6.75 7.00 7.00 7.25 7.25,,7.00,- - -,7.05,
Linking Footwork / Movement  0.80 8.50 7.25 6.75 6.75 7.00 6.75 7.50 7.00,,6.75,- - -,6.85,
