ISU Grand Prix of Figure Skating Final,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,
Total,Total,,,Total,Total
NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,
Code Score,Score,,,Score (factored),
"=",+,,,+,-
1 Oksana DOMNINA / Maxim SHABALIN RUS  103.26,53.50,,,49.76,0.00
"# Executed Base GOE The Judges Panel",,,,,Scores
Elements Value (in random order),,,,,of Panel
1 STw4  4.70  0.80 2 2 2 2 1,1 2 1,,0,- - -,5.50
2 MiStNt4  7.00  1.20 1 1 1 2 1,2 2 1,,1,- - -,8.20
3 CuLi4  4.00  1.00 1 2 2 2 2,2 2 1,,2,- - -,5.00
4 CuLi4+RoLi4  6.40  1.00 2 2 2 2 1,2 2 2,,2,- - -,7.40
5 Sp4  4.70  0.80 1 1 1 2 1,2 2 2,,2,- - -,5.50
6 CiSt4  8.00  1.80 0 2 2 2 1,1 2 2,,1,- - -,9.80
7 SlLi4  4.00  1.00 1 2 2 2 2,2 1 2,,3,- - -,5.00
8 RRoLi4  6.40  0.70 1 2 1 2 1,2 2 1,,1,- - -,7.10
45.20,,,,,53.50
Program Components Factor,,,,,
Skating Skills  1.25 7.75 8.50 8.25 8.50 8.25,8.00 8.25 8.00,,7.25,- - -,8.25
Linking Footwork / Movement  1.75 7.50 8.50 8.25 8.50 7.75,7.75 8.25 8.25,,7.25,- - -,8.20
Performance  1.00 7.75 8.50 8.50 8.75 8.25,8.25 8.50 8.25,,8.00,- - -,8.40
Choreography  1.00 7.75 8.75 8.50 8.75 7.75,8.00 8.50 8.00,,8.00,- - -,8.35
Interpretation / Timing  1.00 8.00 8.50 8.25 8.75 8.00,8.50 8.75 8.25,,7.75,- - -,8.35
Judges Total Program Component Score (factored),,,,,49.76
Deductions:,,,,,0.00
Total,Total,,,Total,Total
NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,
Code Score,Score,,,Score (factored),
"=",+,,,+,-
2 Tanith BELBIN / Benjamin AGOSTO USA  100.50,51.50,,,49.00,0.00
"# Executed Base GOE The Judges Panel",,,,,Scores
Elements Value (in random order),,,,,of Panel
1 SeLi3  5.60  1.00 3 2 2 2 2,2 2 2,,3,- - -,6.60
2 STw4  4.70  0.70 2 1 1 1 1,2 2 2,,2,- - -,5.40
3 CiSt4  8.00  1.40 2 1 1 1 1,2 2 2,,2,- - -,9.40
4 Sp4  4.70  0.80 2 1 2 2 2,1 1 1,,2,- - -,5.50
5 CuLi4+RoLi4  6.40  0.90 2 2 2 1 1,2 2 2,,2,- - -,7.30
6 SlLi4  4.00  0.70 1 1 1 2 1,2 1 2,,2,- - -,4.70
7 MiStNt4  7.00  0.80 0 1 0 1 2,2 1 0,,1,- - -,7.80
8 RoLi4  4.00  0.80 2 1 2 1 1,2 2 2,,2,- - -,4.80
44.40,,,,,51.50
Program Components Factor,,,,,
Skating Skills  1.25 8.00 8.25 7.75 7.75 8.25,8.25 8.25 8.50,,7.75,- - -,8.05
Linking Footwork / Movement  1.75 8.25 8.25 8.00 7.50 8.00,8.00 7.75 8.25,,8.25,- - -,8.05
Performance  1.00 8.25 8.00 8.00 8.00 8.50,8.25 8.50 8.25,,8.50,- - -,8.25
Choreography  1.00 8.50 8.25 8.25 7.75 8.25,8.00 8.25 8.25,,8.25,- - -,8.25
Interpretation / Timing  1.00 8.75 8.25 8.00 7.75 8.50,8.50 8.50 8.50,,8.50,- - -,8.35
Judges Total Program Component Score (factored),,,,,49.00
Deductions:,,,,,0.00
Total,Total,,,Total,Total
NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,
Code Score,Score,,,Score (factored),
"=",+,,,+,-
3 Isabelle DELOBEL / Olivier SCHOENFELDER FRA  100.11,51.40,,,48.71,0.00
"# Executed Base GOE The Judges Panel",,,,,Scores
Elements Value (in random order),,,,,of Panel
1 RoLi4  4.00  1.00 2 2 2 2 2,2 2 2,,2,- - -,5.00
2 Sp4  4.70  0.60 2 1 1 1 2,1 1 1,,2,- - -,5.30
3 CiSt3  7.20  1.40 2 1 1 1 1,2 2 2,,2,- - -,8.60
4 STw4  4.70  0.30 2 0 0 1 0,1 1 2,,1,- - -,5.00
5 CuLi4+RoLi4  6.40  0.90 2 1 2 2 2,2 2 1,,3,- - -,7.30
