ISU GP Skate Canada International 2015,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Kaitlyn WEAVER / Andrew POJE CAN  8,105.79  51.28,,,54.51,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 STw4  6.60  1.20 2 2 2,2 2 1 2,,,2 -,7.80,
2 CiSt3  7.10  2.20 2 2 2,2 2 2 1,,,2 -,9.30,
3 SlLi4  4.50  0.70 3 2 1,1 1 1 0,,,1 -,5.20,
4 CoSp4  5.60  0.90 2 1 1,2 2 2 1,,,1 -,6.50,
Info,Info,,,,,Info
5 RoLi3  4.00  1.40 3 2 2,3 2 3 2,,,2 -,5.40,
6 DiSt3  7.10  2.38 2 2 2,3 3 2 2,,,2 -,9.48,
7 CuLi4  4.50  1.30 2 2 2,3 3 2 2,,,2 -,5.80,
8 ChSp1  0.60  1.20 3 2 2,2 2 2 2,,,2 -,1.80,
40.00,,,,,51.28,
Program Components Factor,,,,,,
Skating Skills  1.20 8.75 9.00 9.00,9.00 9.25 9.00 9.25,,,9.25 -,9.08,
Linking Footwork / Movement  1.20 8.50 9.00 8.25,9.00 9.25 8.75 9.00,,,8.75 -,8.83,
Performance  1.20 9.00 9.25 8.75,9.25 9.50 9.00 9.25,,,9.25 -,9.17,
Choreography  1.20 9.25 9.25 9.00,9.00 9.25 9.00 9.00,,,9.25 -,9.13,
Interpretation / Timing  1.20 9.25 9.00 8.75,9.25 9.25 9.25 9.25,,,9.25 -,9.21,
Judges Total Program Component Score (factored),,,,,54.51,
Deductions:,,,,,0.00,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Maia SHIBUTANI / Alex SHIBUTANI USA  7,102.36  51.48,,,50.88,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 CuLi4  4.50  1.40 3 2 2,3 2 2 2,,,3 -,5.90,
2 CoSp4  5.60  1.20 2 2 2,2 1 2 2,,,3 -,6.80,
3 SlLi4  4.50  1.10 2 2 1,1 3 1 2,,,3 -,5.60,
4 CiSt3  7.10  1.83 2 1 1,2 2 2 1,,,2 -,8.93,
5 STw4  6.60  1.50 3 3 2,3 2 2 2,,,3 -,8.10,
6 RoLi4  4.50  1.30 2 3 2,2 2 2 3,,,2 -,5.80,
7 DiSt3  7.10  1.65 2 2 1,2 1 1 1,,,2 -,8.75,
8 ChLi1  0.60  1.00 1 2 1,2 1 2 2,,,2 -,1.60,
40.50,,,,,51.48,
Program Components Factor,,,,,,
Skating Skills  1.20 8.25 8.25 8.00,8.75 8.50 8.50 8.25,,,8.50 -,8.38,
Linking Footwork / Movement  1.20 8.00 8.25 8.00,8.50 8.25 8.00 8.00,,,8.25 -,8.13,
Performance  1.20 8.50 8.50 8.50,9.00 9.00 8.75 8.75,,,8.50 -,8.67,
Choreography  1.20 8.25 8.50 7.75,9.00 8.50 9.00 8.75,,,8.75 -,8.63,
Interpretation / Timing  1.20 8.50 8.50 8.50,8.75 8.25 9.00 8.75,,,8.50 -,8.58,
Judges Total Program Component Score (factored),,,,,50.88,
Deductions:,,,,,0.00,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
3 Ekaterina BOBROVA / Dmitri SOLOVIEV RUS  6,96.73  47.28,,,50.45,-1.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
