ISU GP Skate Canada International 2015,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Daisuke MURAKAMI JPN  7,80.88  42.17,,,38.71,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 4S  10.50 -3.31 -3 -2 -2,-3 -2 -3 -3,,,-3 -1,7.19,
2 3A  8.50  1.29 2 2 2,1 1 1 0,,,1 1,9.79,
3 FCSp3  2.80  0.29 1 1 0,0 1 0 0,,,1 1,3.09,
4 3Lz+3Lo !  12.21 x  0.20 0 1 1,0 -1 0 1,,,0 0,12.41,
"",Info,,,,,Info
5 CSSp4  3.00  0.24 1 1 1,-1 1 0 2,,,0 -1,3.24,
6 StSq2  2.60  0.71 1 2 1,2 1 1 1,,,2 2,3.31,
7 CCoSp2p3  2.50  0.64 2 2 1,2 1 1 1,,,1 1,3.14,
42.11,,,,,42.17,
Program Components Factor,,,,,,
Skating Skills  1.00 8.25 7.75 7.75,8.00 7.50 7.75 7.75,,,8.75 8.50,7.96,
Transition / Linking Footwork  1.00 7.75 7.00 7.00,7.75 7.75 6.75 7.00,,,8.50 7.50,7.39,
Performance / Execution  1.00 8.00 7.50 7.50,7.50 7.75 7.50 6.75,,,8.50 8.00,7.68,
Choreography / Composition  1.00 8.25 7.50 7.75,8.25 7.75 7.50 7.50,,,8.50 8.25,7.89,
Interpretation  1.00 7.75 7.75 7.50,8.00 7.75 7.25 6.75,,,8.50 8.50,7.79,
Judges Total Program Component Score (factored),,,,,38.71,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Patrick CHAN CAN  5,80.81  37.43,,,44.38,-1.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 4T+3T  14.60  0.71 1 1 0,2 0 1 0,,,1 1,15.31,
2 3A  8.50 -3.00 -3 -3 -3,-1 -3 -3 -3,,,-3 -3,5.50,
3 FSSp4  3.00  0.64 1 2 2,2 1 2 1,,,0 0,3.64,
4 2Lz* *  0.00 x  0.00 - - -,- - - -,,,- -,0.00,
5 CCSp3  2.80  0.64 1 2 0,2 0 2 1,,,2 1,3.44,
6 StSq4  3.90  1.50 3 2 3,2 2 2 2,,,2 2,5.40,
7 CCoSp3p4  3.50  0.64 2 2 1,2 1 1 1,,,1 1,4.14,
36.30,,,,,37.43,
Program Components Factor,,,,,,
Skating Skills  1.00 8.75 9.25 9.00,9.25 9.00 8.50 9.00,,,8.75 9.00,8.96,
Transition / Linking Footwork  1.00 9.00 9.00 9.00,9.00 9.00 8.25 8.50,,,8.25 9.25,8.82,
Performance / Execution  1.00 8.25 9.00 9.00,9.00 8.00 8.25 8.50,,,7.75 8.50,8.50,
Choreography / Composition  1.00 9.00 9.25 9.50,9.25 9.50 8.75 9.00,,,8.25 9.25,9.14,
Interpretation  1.00 9.00 9.50 9.50,9.00 9.25 8.75 8.50,,,8.25 8.75,8.96,
Judges Total Program Component Score (factored),,,,,44.38,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP Skate Canada International 2015,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
