Cup of China 2006,,,,,
ICE DANCING ORIGINAL DANCE,JUDGES DETAILS PER SKATER,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
1 Tanith BELBIN / Benjamin AGOSTO,USA  58.90  29.40,,,29.50,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30,0.50 1 2 1 1 1 1 0 1,,1,1 - -,3.80
2 NtMiSt3  3.80,0.50 1 2 1 2 1 1 0 0,,1,0 - -,4.30
3 SlLi4  4.00,0.50 1 1 1 1 2 1 1 0,,1,2 - -,4.50
4 Sp4  4.70,0.30 1 1 1 0 0 1 0 0,,1,1 - -,5.00
5 DiSt3  6.20,1.00 1 2 1 1 0 1 1 0,,1,1 - -,7.20
6 RoLi4  4.00,0.60 2 2 1 1 1 2 1 1,,1,1 - -,4.60
26.00,,,,,29.40
Program Components,Factor,,,,
Skating Skills,0.80 7.75 8.25 7.75 7.75 7.50 7.75 7.75 7.75,,7.75,7.75 - -,7.75
Linking Footwork / Movement,0.80 7.50 8.25 7.50 7.50 7.25 7.50 7.75 7.75,,8.00,7.50 - -,7.70
Performance,0.60 7.75 8.00 7.75 7.50 7.50 7.75 8.00 7.75,,7.75,7.75 - -,7.80
Choreography,0.60 7.75 8.50 7.50 7.75 7.75 7.50 7.75 8.00,,8.00,7.50 - -,7.85
Interpretation / Timing,1.00 7.50 8.50 7.50 8.00 7.50 7.75 7.75 7.75,,7.75,7.75 - -,7.75
Judges Total Program Component Score (factored),,,,,29.50
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
2 Oksana DOMNINA / Maxim SHABALIN,RUS  58.42  29.60,,,28.82,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30,0.40 1 0 1 1 1 1 0 1,,1,1 - -,3.70
2 NtMiSt3  3.80,0.40 1 1 1 1 1 1 0 0,,1,0 - -,4.20
3 SlLi4  4.00,0.70 2 2 1 1 2 2 0 2,,1,1 - -,4.70
4 Sp4  4.70,0.50 1 1 1 0 2 2 1 1,,1,1 - -,5.20
5 DiSt3  6.20,1.00 1 1 2 1 1 1 1 0,,1,0 - -,7.20
6 RoLi4  4.00,0.60 2 1 1 1 2 2 1 2,,1,1 - -,4.60
26.00,,,,,29.60
Program Components,Factor,,,,
Skating Skills,0.80 7.50 7.25 7.75 7.50 7.75 7.75 7.75 7.75,,7.50,7.75 - -,7.60
Linking Footwork / Movement,0.80 7.25 7.25 7.75 7.25 7.75 7.50 7.75 7.75,,7.25,7.50 - -,7.45
Performance,0.60 7.50 7.50 8.00 7.50 8.00 7.75 7.75 8.00,,7.50,7.50 - -,7.65
Choreography,0.60 7.50 7.50 7.75 7.75 8.00 7.75 7.75 8.00,,7.25,7.50 - -,7.65
Interpretation / Timing,1.00 7.50 7.00 7.75 7.75 8.00 7.75 7.75 8.00,,7.25,7.75 - -,7.60
Judges Total Program Component Score (factored),,,,,28.82
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
3 Jana KHOKHLOVA / Sergei NOVITSKI,RUS  53.98  28.70,,,25.28,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 Sp4  4.70,0.50 0 1 1 1 1 1 1 1,,1,1 - -,5.20
2 NtMiTw4  3.30,0.40 1 1 0 1 0 1 1 0,,1,1 - -,3.70
3 NtMiSt3  3.80,0.30 1 1 0 1 1 2 0 0,,1,0 - -,4.10
4 SlLi4  4.00,0.60 2 1 1 2 1 1 1 1,,1,1 - -,4.60
5 DiSt3  6.20,0.40 1 0 0 0 0 1 1 0,,1,1 - -,6.60
6 RoLi4  4.00,0.50 2 1 1 1 2 0 0 1,,1,1 - -,4.50
26.00,,,,,28.70
Program Components,Factor,,,,
Skating Skills,0.80 6.75 6.50 6.50 7.25 6.75 6.75 6.75 6.50,,6.50,6.75 - -,6.60
Linking Footwork / Movement,0.80 6.50 6.00 6.25 7.00 6.50 6.50 6.75 6.50,,6.75,6.50 - -,6.55
Performance,0.60 7.00 6.50 6.50 7.00 7.25 6.75 6.75 6.75,,6.50,6.75 - -,6.70
Choreography,0.60 7.00 5.75 6.25 6.50 7.00 7.00 7.00 7.00,,6.50,6.75 - -,6.65
