10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
5,Michael WEISS,USA,0,60.5,27.9,32.6,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F+3T,,9.5,False,-1.0,-1,0,-1,-1,-2,-1,-1,-1,-1,-1,,8.5
2,CiSt1,,1.8,False,0.1,0,1,0,0,0,0,1,1,1,0,,1.9
3,2A,,3.3,False,0.2,1,0,1,0,0,0,1,0,0,0,,3.5
4,FSSp3,,2.3,False,0.3,1,1,0,2,0,1,0,0,1,0,,2.6
5,3Lz,,6.0,False,-1.6,-2,-1,-2,-1,-2,-2,-1,-1,-2,-2,,4.4
6,SlSt2,,2.3,False,0.2,1,0,-1,1,0,1,0,0,0,0,,2.5
7,CSSp2,,1.7,False,0.2,1,1,-1,1,0,0,0,1,1,0,,1.9
8,CCoSp2,,2.5,False,0.1,1,0,1,1,0,-1,0,1,-1,0,,2.6
,,,29.4,,,,,,,,,,,,,,27.9
,Program Components,,,,Factor
,Skating Skills ,,,,1.0,6.5,6.75,6.25,7.0,7.0,6.25,6.75,6.5,7.25,6.5,,6.7
,Transition / Linking Footwork ,,,,1.0,6.0,6.25,6.25,6.75,7.0,5.5,6.5,6.5,6.0,6.0,,6.3
,Performance / Execution ,,,,1.0,6.5,6.5,6.5,7.25,6.0,6.0,6.75,6.5,6.75,6.0,,6.35
,Choreography / Composition ,,,,1.0,6.75,6.5,6.5,7.0,7.5,6.0,6.5,6.5,6.5,6.0,,6.55
,Interpretation ,,,,1.0,6.75,6.5,6.5,7.0,7.25,6.25,7.0,6.25,7.0,6.25,,6.7
,,,,,,,,,,,,,,,,,32.6
