Cup of Russia 2005,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
1 Evgeni PLUSHENKO,RUS 87.20 46.50,,40.70,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 4T+3T 13.0,1.60 1 2 2 1 0 1 1 1,,2 2 - -,14.60
2 3A 7.5,2.00 2 2 2 2 1 1 2 2,,2 2 - -,9.50
3 3Lz 6.0,1.60 2 1 2 1 0 2 2 1,,2 1 - -,7.60
4 FCSp3 2.3,0.50 1 1 1 1 0 1 1 1,,1 1 - -,2.80
5 CiSt3 3.1,0.80 2 2 1 2 1 2 2 1,,1 2 - -,3.90
6 CSSp3 2.1,0.40 0 -1 1 0 0 0 1 1,,1 1 - -,2.50
7 SlSt1 1.8,0.80 1 2 2 1 1 2 1 2,,2 1 - -,2.60
8 CCoSp2 2.5,0.50 1 2 1 1 0 1 1 1,,1 1 - -,3.00
38.3,,,,46.50
Program Components,Factor,,,
Skating Skills,1.00 8.25 8.75 8.50 8.50 8.00 8.50 8.00 7.75,,8.50 8.00 - -,8.25
Transition / Linking Footwork,1.00 8.00 8.50 8.25 7.75 7.75 8.00 7.75 7.50,,8.00 7.75 - -,7.95
Performance / Execution,1.00 8.25 8.75 8.50 8.50 8.00 8.50 8.00 8.00,,8.25 8.00 - -,8.20
Choreography / Composition,1.00 8.00 8.75 8.25 8.50 8.00 8.50 8.00 7.75,,8.00 7.75 - -,8.00
Interpretation,1.00 8.25 8.75 8.25 8.50 8.00 8.75 8.25 8.00,,8.50 8.25 - -,8.30
Judges Total Program Component Score (factored),,,,40.70
Deductions:,,,,0.00
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
2 Stephane LAMBIEL,SUI 78.35 40.90,,37.45,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3A 7.5,-2.00 -2 -2 -2 -1 -2 -2 -2 -1,,-2 -2 - -,5.50
2 4T+3T 13.0,-0.80 -1 -1 0 -1 -1 -1 -1 -1,,-1 0 - -,12.20
3 3Lz 6.0,1.00 2 0 1 1 0 1 1 1,,1 1 - -,7.00
4 CCoSp3 3.0,1.00 2 2 2 2 1 2 2 2,,2 2 - -,4.00
5 CSSp3 2.1,0.60 1 1 1 1 1 1 1 2,,1 2 - -,2.70
6 SeSt3 3.1,0.30 0 0 1 2 1 0 1 0,,1 1 - -,3.40
7 SlSt3 3.1,0.60 1 1 1 1 0 1 2 2,,1 0 - -,3.70
8 FSSp3 2.3,0.10 0 0 0 2 1 0 0 2,,1 0 - -,2.40
40.1,,,,40.90
Program Components,Factor,,,
Skating Skills,1.00 7.25 7.00 7.25 7.75 7.75 7.50 8.25 7.75,,8.00 7.50 - -,7.55
Transition / Linking Footwork,1.00 7.50 6.25 6.75 7.25 7.50 7.00 7.50 7.50,,7.75 7.25 - -,7.30
Performance / Execution,1.00 7.25 6.75 7.00 7.50 7.75 7.50 8.00 7.75,,8.00 7.50 - -,7.50
Choreography / Composition,1.00 7.25 6.50 7.25 7.50 7.75 7.50 8.25 7.75,,8.00 7.50 - -,7.55
Interpretation,1.00 7.25 6.50 7.25 7.75 7.75 7.50 7.75 7.75,,8.25 7.75 - -,7.55
Judges Total Program Component Score (factored),,,,37.45
Deductions:,,,,0.00
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
3 Johnny WEIR,USA 75.15 37.60,,37.55,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3A 7.5,1.00 2 1 1 1 0 1 1 1,,1 1 - -,8.50
2 3Lz+3T 10.0,1.00 1 1 1 1 0 0 1 1,,1 1 - -,11.00
3 FSSp3 2.3,0.70 1 0 1 1 0 0 2 2,,1 2 - -,3.00
4 CiSt2 2.3,0.50 1 1 1 2 0 1 2 1,,0 1 - -,2.80
5 3F 5.5,-2.00 -2 -3 -2 -3 -2 -2 -2 -2,,-2 -2 - -,3.50
6 CSSp2 1.7,0.40 1 1 0 1 0 1 1 2,,1 0 - -,2.10
7 SlSt3 3.1,0.40 1 1 0 1 0 1 1 1,,0 1 - -,3.50
8 CCoSp2 2.5,0.70 2 1 1 2 1 1 2 1,,1 2 - -,3.20
34.9,,,,37.60
Program Components,Factor,,,
Skating Skills,1.00 8.00 7.25 8.00 7.25 6.25 7.50 7.25 7.75,,7.50 7.50 - -,7.60
Transition / Linking Footwork,1.00 7.75 6.75 7.50 7.00 6.00 7.25 6.75 7.50,,7.50 7.25 - -,7.30
Performance / Execution,1.00 7.50 7.00 7.75 7.25 6.25 7.50 7.00 7.75,,7.75 7.75 - -,7.55
Choreography / Composition,1.00 7.50 6.75 7.75 7.25 6.50 7.50 7.25 7.75,,7.50 7.50 - -,7.50
Interpretation,1.00 7.50 7.00 7.75 7.25 6.50 7.75 7.25 7.75,,7.75 7.75 - -,7.60
Judges Total Program Component Score (factored),,,,37.55
Deductions:,,,,0.00
Cup of Russia 2005,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
4 Stefan LINDEMANN,GER 68.65 35.40,,33.25,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
