"",,Gangneung Ice Arena Figure Skating,,,
"",,강릉 아이스 아레나 피겨 스케이팅 / Patinage artistique,,,
"",,Palais des glaces de Gangneung,,,
"",,Pair Skating,,,
"",,피겨 스케이팅 페어 / Patinage en couple,,,
"",,WED 14 FEB 2018 Short Program,,,
"",,쇼트 프로그램 / Programme court,,,
"",,Judges Details per Skater,,,
"",,선수별 심판 세부채점 정보 / Notation détaillée des juges par patineur,,,
"",,Total Total Total Program,,,
"",,NOC Starting,,Total,
Rank,Name,Segment ElemInefont Component Score,,,Info
"",,Code Number,,Deductions,
"",,Score Score (factored),,,
1,SUI Wenjing / HAN Cong,CHN 17 82.39 44.49 37.90,,0.00,
"",,Base,,Scores,
"#",Executed Elements,GOE J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref.,
"",,Value,,of Panel,
1,3T,4.30 1.50 2 3 3 2 2 2 2 2 2,,5.80,
2,3FTh,5.50 2.10 3 3 3 3 3 3 2 3 3,,7.60,
3,3Tw4,6.60 1.90 3 3 3 3 2 2 2 3 3,,8.50,
4,PCoSp4,4.50 1.29 3 3 2 2 2 3 3 3 2,,5.79,
5,StSq4,3.90 1.80 3 3 3 2 3 2 2 3 2,,5.70,
6,3Li4,4.50 1.50 3 3 2 3 3 3 3 3 3,,6.00,
7,FiDs4,3.50 1.60 2 3 2 1 2 3 3 3 1,,5.10,
"",,32.80,,44.49,
"",Program Components,Factor,,,
"",Skating Skills,0.80 9.75 9.50 9.50 9.00 9.50 9.25 9.00 9.50 9.25,,9.36,
"",Transitions,0.80 9.50 9.75 9.50 9.00 9.00 9.25 8.25 9.75 9.25,,9.32,
"",Performance,0.80 9.75 10.00 9.75 9.25 10.00 9.50 8.50 9.50 9.50,,9.61,
"",Composition,0.80 9.50 10.00 9.50 9.25 9.50 9.25 9.00 10.00 9.50,,9.50,
"",Interpretation of the Music,0.80 9.75 10.00 9.50 9.25 9.75 9.25 8.75 10.00 9.50,,9.57,
"",Judges Total Program Component Score (factored),,,37.90,
Deductions:,,Total Total Total Program,,0.00,
"",,NOC Starting,,Total,
Rank,Name,Segment Element Component Score,,,
"",,Code Number,,Deductions,
"",,Score Score (factored),,,
2,TARASOVA Evgenia / MOROZOV Vladimir,OAR 22 81.68 43.97 37.71,,0.00,
"",,Base,,Scores,
"#",Executed Elements,GOE J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref.,
"",,Value,,of Panel,
1,3Tw4,6.60 2.10 3 3 3 3 3 3 3 3 3,,8.70,
2,3T,4.30 1.90 2 2 3 2 3 3 3 3 3,,6.20,
3,3LoTh,5.00 2.10 3 3 3 3 3 3 3 3 3,,7.10,
4,FiDs4,3.50 1.40 2 2 2 2 2 2 2 3 2,,4.90,
5,PCoSp4,4.50 1.14 3 2 2 2 2 2 3 3 2,,5.64,
6,3Li4,4.50 1.43 3 2 2 3 3 3 3 3 3,,5.93,
7,StSq4,3.90 1.60 3 2 2 2 2 3 2 3 2,,5.50,
"",,32.30,,43.97,
"",Program Components,Factor,,,
"",Skating Skills,0.80 9.75 9.25 9.50 9.25 9.50 9.50 9.00 10.00 9.50,,9.46,
"",Transitions,0.80 9.50 8.75 9.25 9.25 9.25 9.25 8.00 9.75 9.50,,9.25,
"",Performance,0.80 9.50 9.50 9.50 9.50 9.50 9.75 9.00 9.75 9.50,,9.54,
"",Composition,0.80 9.75 9.00 9.50 9.50 9.50 9.50 9.25 10.00 9.50,,9.50,
"",Interpretation of the Music,0.80 9.75 8.75 9.50 9.50 9.00 9.50 9.00 9.75 9.50,,9.39,
"",Judges Total Program Component Score (factored),,,37.71,
Deductions:,,,,0.00,
FSKXPAIRS-------------QUAL000100--_77B 1.0,,Report Created  WED 14 FEB 2018 13:43,,Page 1 / 11,
"",,Gangneung Ice Arena Figure Skating,,,
"",,강릉 아이스 아레나 피겨 스케이팅 / Patinage artistique,,,
"",,Palais des glaces de Gangneung,,,
"",,Pair Skating,,,
"",,피겨 스케이팅 페어 / Patinage en couple,,,
"",,WED 14 FEB 2018 Short Program,,,
"",,쇼트 프로그램 / Programme court,,,
"",,Judges Details per Skater,,,
"",,선수별 심판 세부채점 정보 / Notation détaillée des juges par patineur,,,
"",,Total Total Total Program,,,
"",,NOC Starting,,Total,
Rank,Name,Segment ElemInefont Component Score,,,Info
"",,Code Number,,Deductions,
"",,Score Score (factored),,,
3,DUHAMEL Meagan / RADFORD Eric,CAN 19 76.82 41.26 35.56,,0.00,
"",,Base,,Scores,
"#",Executed Elements,GOE J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref.,
"",,Value,,of Panel,
1,3Tw3,6.20 1.50 3 2 2 2 2 2 2 2 3,,7.70,
2,3Lz,6.00 -0.30 0 -1 -1 0 0 -1 0 0 -1,,5.70,
3,3LzTh,5.50 0.50 2 0 1 1 0 1 1 1 0,,6.00,
4,FiDs4,3.50 1.60 3 2 2 2 3 3 2 2 2,,5.10,
5,3Li4,4.50 1.29 3 2 2 2 3 3 3 3 2,,5.79,
6,PCoSp4,4.50 1.07 3 2 2 2 3 2 2 2 2,,5.57,
7,StSq4,3.90 1.50 2 2 2 1 3 2 2 2 3,,5.40,
"",,34.10,,41.26,
"",Program Components,Factor,,,
"",Skating Skills,0.80 9.75 9.00 9.00 8.75 9.00 9.00 8.75 8.75 8.75,,8.89,
"",Transitions,0.80 9.50 8.50 8.50 8.50 9.00 8.50 8.50 8.75 8.75,,8.64,
"",Performance,0.80 9.50 8.75 8.75 8.75 9.25 9.00 8.75 8.75 9.00,,8.89,
"",Composition,0.80 9.50 8.75 9.00 8.50 9.50 8.75 9.00 9.00 9.00,,9.00,
"",Interpretation of the Music,0.80 9.50 8.75 9.00 8.75 9.50 8.75 9.00 9.25 9.00,,9.04,
"",Judges Total Program Component Score (factored),,,35.56,
Deductions:,,Total Total Total Program,,0.00,
"",,NOC Starting,,Total,
Rank,Name,Segment Element Component Score,,,
"",,Code Number,,Deductions,
"",,Score Score (factored),,,
4,SAVCHENKO Aljona / MASSOT Bruno,GER 21 76.59 39.16 37.43,,0.00,
"",,Base,,Scores,
"#",Executed Elements,GOE J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref.,
"",,Value,,of Panel,
1,3Tw4,6.60 2.10 3 3 3 3 3 3 3 3 3,,8.70,
2,2S,1.30 -0.26 -1 -2 -2 -2 -1 -2 1 0 -1,,1.04,
3,3FTh,5.50 1.00 3 1 1 1 0 2 2 2 1,,6.50,
4,3Li4,4.50 1.43 3 2 2 3 3 3 3 3 3,,5.93,
5,StSq4,3.90 2.10 3 3 3 3 3 3 3 3 3,,6.00,
6,FiDs4,3.50 1.70 3 1 2 3 2 3 3 2 2,,5.20,
7,PCoSp4,4.50 1.29 3 2 2 3 3 2 3 3 2,,5.79,
"",,29.80,,39.16,
"",Program Components,Factor,,,
"",Skating Skills,0.80 9.75 9.25 9.00 9.25 9.25 9.25 9.25 9.75 9.00,,9.29,
"",Transitions,0.80 9.75 8.75 8.75 9.00 9.25 9.00 9.50 9.75 9.00,,9.18,
"",Performance,0.80 9.75 9.00 9.00 9.25 9.50 9.00 9.75 9.50 9.25,,9.32,
"",Composition,0.80 9.75 9.00 9.25 9.25 9.50 9.50 9.75 9.75 9.25,,9.46,
"",Interpretation of the Music,0.80 9.75 9.25 9.00 9.50 9.50 9.50 9.75 9.75 9.50,,9.54,
"",Judges Total Program Component Score (factored),,,37.43,
Deductions:,,,,0.00,
FSKXPAIRS-------------QUAL000100--_77B 1.0,,Report Created  WED 14 FEB 2018 13:43,,Page 2 / 11,
"",,Gangneung Ice Arena Figure Skating,,,
"",,강릉 아이스 아레나 피겨 스케이팅 / Patinage artistique,,,
"",,Palais des glaces de Gangneung,,,
"",,Pair Skating,,,
"",,피겨 스케이팅 페어 / Patinage en couple,,,
"",,WED 14 FEB 2018 Short Program,,,
"",,쇼트 프로그램 / Programme court,,,
"",,Judges Details per Skater,,,
"",,선수별 심판 세부채점 정보 / Notation détaillée des juges par patineur,,,
"",,Total Total Total Program,,,
"",,NOC Starting,,Total,
Rank,Name,Segment ElemInefont Component Score,,,Info
"",,Code Number,,Deductions,
"",,Score Score (factored),,,
5,YU Xiaoyu / ZHANG Hao,CHN 12 75.58 42.10 33.48,,0.00,
"",,Base,,Scores,
"#",Executed Elements,GOE J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref.,
"",,Value,,of Panel,
1,3T,4.30 1.20 2 3 2 1 2 2 1 1 2,,5.50,
2,3Tw4,6.60 2.00 3 3 3 3 3 3 2 2 3,,8.60,
3,FiDs4,3.50 1.20 2 2 1 1 1 3 2 2 2,,4.70,
4,StSq4,3.90 1.30 2 2 2 1 1 2 2 2 2,,5.20,
5,3LoTh,5.00 2.10 3 3 2 3 3 3 3 3 3,,7.10,
6,3Li4,4.50 1.21 3 3 2 2 2 2 3 3 2,,5.71,
7,PCoSp4,4.50 0.79 2 2 1 1 1 2 2 2 1,,5.29,
"",,32.30,,42.10,
"",Program Components,Factor,,,
"",Skating Skills,0.80 9.00 8.75 8.00 8.25 8.50 8.75 8.25 8.25 8.00,,8.39,
"",Transitions,0.80 8.50 9.00 7.50 7.75 8.50 8.75 7.75 8.75 8.00,,8.29,
"",Performance,0.80 9.00 9.00 8.25 7.75 8.25 9.25 8.25 8.50 8.00,,8.46,
"",Composition,0.80 8.75 8.75 7.75 8.25 8.50 9.00 8.50 9.00 7.75,,8.50,
"",Interpretation of the Music,0.80 8.75 8.75 7.75 8.25 7.75 9.00 8.00 8.25 7.50,,8.21,
"",Judges Total Program Component Score (factored),,,33.48,
Deductions:,,Total Total Total Program,,0.00,
"",,NOC Starting,,Total,
Rank,Name,Segment Element Component Score,,,
"",,Code Number,,Deductions,
"",,Score Score (factored),,,
6,JAMES Vanessa / CIPRES Morgan,FRA 15 75.34 40.67 34.67,,0.00,
"",,Base,,Scores,
"#",Executed Elements,GOE J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref.,
"",,Value,,of Panel,
1,3Tw4,6.60 1.30 2 2 2 2 1 2 2 1 2,,7.90,
2,3S,4.40 1.50 2 3 2 2 2 3 2 2 2,,5.90,
3,3Li4,4.50 1.00 3 2 2 2 2 2 2 2 2,,5.50,
