"",,Gangneung Ice Arena Figure Skating,,,
"",,강릉 아이스 아레나 피겨 스케이팅 / Patinage artistique,,,
"",,Palais des glaces de Gangneung,,,
"",,Ice Dance,,,
"",,피겨 스케이팅 아이스 댄스 / Danse sur glace,,,
"",,MON 19 FEB 2018 Short Dance,,,
"",,쇼트 댄스 / Danse courte,,,
"",,Judges Details per Skater,,REVISED,
"",,선수별 심판 세부채점 정보 / Notation détaillée des juges par patineur,,19 FEB 14:20,
"",,Total Total Total Program,,,
"",,NOC Starting,,Total,
Rank,Name,Segment ElementInfo Component Score,,,Info
"",,Code Number,,Deductions,
"",,Score Score (factored),,,
1,VIRTUE Tessa / MOIR Scott,CAN 20 83.67 44.53 39.14,,0.00,
"",,Base,,Scores,
"#",Executed Elements,GOE J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref.,
"",,Value,,of Panel,
1,NtMiSt4,8.60 3.30 3 3 3 3 3 3 3 3 3,,11.90,
2,1RH4+kpYYY,5.00 1.37 3 3 3 2 2 2 2 2 2,,6.37,
3,PSt4,8.60 3.14 3 3 2 3 3 3 3 2 3,,11.74,
4,STw4,6.60 1.71 3 2 3 2 3 3 3 3 3,,8.31,
5,RoLi4,4.50 1.71 3 3 3 2 3 2 3 3 3,,6.21,
"",,33.30,,44.53,
"",Program Components,Factor,,,
"",Skating Skills,0.80 9.75 9.75 10.00 9.50 9.50 9.75 9.75 9.50 9.75,,9.68,
"",Transitions,0.80 10.00 9.50 9.75 9.25 10.00 9.50 9.50 9.25 9.75,,9.61,
"",Performance,0.80 10.00 9.75 10.00 9.75 10.00 10.00 10.00 9.75 10.00,,9.93,
"",Composition,0.80 10.00 9.50 9.75 9.50 10.00 9.50 10.00 9.75 10.00,,9.79,
"",Interpretation of the Music/Timing,0.80 10.00 10.00 10.00 9.50 10.00 9.75 10.00 9.75 10.00,,9.93,
"",Judges Total Program Component Score (factored),,,39.14,
Deductions:,,Total Total Total Program,,0.00,
"",,NOC Starting,,Total,
Rank,Name,Segment Element Component Score,,,
"",,Code Number,,Deductions,
"",,Score Score (factored),,,
2,PAPADAKIS Gabriella / CIZERON Guillaume,FRA 21 81.93 42.71 39.22,,0.00,
"",,Base,,Scores,
"#",Executed Elements,GOE J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref.,
"",,Value,,of Panel,
1,1RH4+kpYYY,5.00 1.71 2 3 3 3 3 3 3 3 2,,6.71,
2,NtMiSt4,8.60 3.30 3 3 3 3 3 3 3 3 3,,11.90,
3,STw4,6.60 1.37 2 3 3 3 2 2 2 2 2,,7.97,
4,PSt3,7.10 2.99 2 3 3 2 2 3 3 3 3,,10.09,
5,SlLi4,4.50 1.54 2 3 3 3 1 1 3 3 3,,6.04,
"",,31.80,,42.71,
"",Program Components,Factor,,,
"",Skating Skills,0.80 9.50 10.00 9.75 9.75 9.50 9.75 10.00 9.50 9.75,,9.71,
"",Transitions,0.80 9.50 9.75 10.00 9.75 9.75 9.75 9.50 9.75 9.75,,9.71,
"",Performance,0.80 9.25 10.00 10.00 9.75 9.50 9.75 10.00 9.75 10.00,,9.82,
"",Composition,0.80 9.75 9.50 10.00 10.00 9.50 10.00 10.00 10.00 10.00,,9.89,
"",Interpretation of the Music/Timing,0.80 9.25 10.00 9.75 10.00 9.50 10.00 10.00 10.00 10.00,,9.89,
"",Judges Total Program Component Score (factored),,,39.22,
Deductions:,,,,0.00,
FSKXICEDANCE----------QUAL000100--_77B 1.1,,Report Created  MON 19 FEB 2018 14:20,,Page 1 / 12,
"",,Gangneung Ice Arena Figure Skating,,,
"",,강릉 아이스 아레나 피겨 스케이팅 / Patinage artistique,,,
"",,Palais des glaces de Gangneung,,,
"",,Ice Dance,,,
"",,피겨 스케이팅 아이스 댄스 / Danse sur glace,,,
"",,MON 19 FEB 2018 Short Dance,,,
"",,쇼트 댄스 / Danse courte,,,
"",,Judges Details per Skater,,REVISED,
"",,선수별 심판 세부채점 정보 / Notation détaillée des juges par patineur,,19 FEB 14:20,
"",,Total Total Total Program,,,
"",,NOC Starting,,Total,
Rank,Name,Segment ElementInfo Component Score,,,Info
"",,Code Number,,Deductions,
"",,Score Score (factored),,,
3,HUBBELL Madison / DONOHUE Zachary,USA 22 77.75 40.98 36.77,,0.00,
"",,Base,,Scores,
"#",Executed Elements,GOE J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref.,
"",,Value,,of Panel,
1,NtMiSt4,8.60 2.20 2 2 2 2 2 2 2 3 2,,10.80,
2,1RH4+kpYYY,5.00 1.29 3 2 2 3 2 2 2 2 2,,6.29,
3,PSt4,8.60 2.36 2 1 2 3 2 2 2 3 2,,10.96,
4,CuLi4,4.50 1.54 3 2 3 2 3 3 2 2 3,,6.04,
5,STw3,5.60 1.29 2 1 2 2 3 2 2 3 2,,6.89,
"",,32.30,,40.98,
"",Program Components,Factor,,,
"",Skating Skills,0.80 9.00 9.00 9.50 9.50 9.00 9.50 9.50 9.25 9.25,,9.29,
"",Transitions,0.80 9.00 8.75 9.25 9.00 8.75 9.00 9.00 9.50 9.25,,9.04,
"",Performance,0.80 9.00 9.00 9.50 9.50 9.00 9.25 9.25 9.50 9.25,,9.25,
"",Composition,0.80 9.25 9.00 9.50 9.25 9.25 9.00 9.00 9.25 9.00,,9.14,
"",Interpretation of the Music/Timing,0.80 9.25 9.25 9.25 9.25 8.75 9.50 9.25 9.50 9.00,,9.25,
"",Judges Total Program Component Score (factored),,,36.77,
Deductions:,,Total Total Total Program,,0.00,
"",,NOC Starting,,Total,
Rank,Name,Segment Element Component Score,,,
"",,Code Number,,Deductions,
"",,Score Score (factored),,,
4,SHIBUTANI Maia / SHIBUTANI Alex,USA 18 77.73 40.33 37.40,,0.00,
"",,Base,,Scores,
"#",Executed Elements,GOE J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref.,
"",,Value,,of Panel,
1,1RH2+kpNYN,3.80 1.20 1 2 3 2 2 2 2 2 2,,5.00,
2,PSt3,7.10 2.20 2 2 2 2 2 2 3 2 2,,9.30,
3,STw4,6.60 1.71 3 3 3 3 3 2 3 3 2,,8.31,
4,NtMiSt4,8.60 2.99 3 2 3 3 3 2 3 3 2,,11.59,
5,RoLi4,4.50 1.63 3 3 3 3 3 2 2 2 3,,6.13,
"",,30.60,,40.33,
"",Program Components,Factor,,,
"",Skating Skills,0.80 9.00 9.25 9.75 9.50 9.50 9.25 9.50 9.25 9.25,,9.36,
"",Transitions,0.80 8.75 9.00 9.25 9.50 9.50 9.00 9.25 9.00 9.25,,9.18,
"",Performance,0.80 9.25 9.25 10.00 9.50 9.75 9.25 9.75 9.25 9.50,,9.46,
"",Composition,0.80 9.25 9.00 9.50 9.50 9.50 8.75 9.50 9.50 9.25,,9.36,
"",Interpretation of the Music/Timing,0.80 9.00 9.25 9.75 9.50 9.50 9.00 9.75 9.50 9.25,,9.39,
"",Judges Total Program Component Score (factored),,,37.40,
Deductions:,,,,0.00,
FSKXICEDANCE----------QUAL000100--_77B 1.1,,Report Created  MON 19 FEB 2018 14:20,,Page 2 / 12,
"",,Gangneung Ice Arena Figure Skating,,,
"",,강릉 아이스 아레나 피겨 스케이팅 / Patinage artistique,,,
"",,Palais des glaces de Gangneung,,,
"",,Ice Dance,,,
"",,피겨 스케이팅 아이스 댄스 / Danse sur glace,,,
"",,MON 19 FEB 2018 Short Dance,,,
"",,쇼트 댄스 / Danse courte,,,
"",,Judges Details per Skater,,REVISED,
"",,선수별 심판 세부채점 정보 / Notation détaillée des juges par patineur,,19 FEB 14:20,
"",,Total Total Total Program,,,
"",,NOC Starting,,Total,
Rank,Name,Segment ElementInfo Component Score,,,Info
"",,Code Number,,Deductions,
"",,Score Score (factored),,,
5,CAPPELLINI Anna / LANOTTE Luca,ITA 24 76.57 40.00 36.57,,0.00,
"",,Base,,Scores,
"#",Executed Elements,GOE J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref.,
"",,Value,,of Panel,
1,STw4,6.60 1.71 3 2 3 3 3 3 3 3 2,,8.31,
2,NtMiSt4,8.60 2.20 2 2 2 2 3 2 2 2 2,,10.80,
3,1RH4+kpYYY,5.00 1.03 1 1 3 2 2 2 2 1 2,,6.03,
4,PSt3,7.10 1.89 1 1 2 2 2 1 2 2 2,,8.99,
5,RoLi4,4.50 1.37 2 2 3 3 2 2 3 1 2,,5.87,
"",,31.80,,40.00,
"",Program Components,Factor,,,
"",Skating Skills,0.80 8.75 9.00 9.25 8.75 9.00 8.75 9.25 8.75 9.00,,8.93,
"",Transitions,0.80 8.75 8.75 9.25 9.25 9.25 8.75 9.00 8.75 9.00,,8.96,
"",Performance,0.80 9.00 9.25 9.50 9.50 9.75 9.25 9.50 9.00 9.25,,9.32,
"",Composition,0.80 9.00 9.00 9.50 9.00 9.50 9.00 9.50 9.00 9.00,,9.14,
"",Interpretation of the Music/Timing,0.80 9.00 9.25 9.50 9.50 9.50 9.25 9.50 9.25 9.25,,9.36,
"",Judges Total Program Component Score (factored),,,36.57,
Deductions:,,Total Total Total Program,,0.00,
"",,NOC Starting,,Total,
Rank,Name,Segment Element Component Score,,,
"",,Code Number,,Deductions,
"",,Score Score (factored),,,
6,BOBROVA Ekaterina / SOLOVIEV Dmitri,OAR 23 75.47 38.36 37.11,,0.00,
"",,Base,,Scores,
"#",Executed Elements,GOE J1 J2 J3 J4 J5 J6 J7 J8 J9,,Ref.,
"",,Value,,of Panel,
1,STw4,6.60 1.20 3 2 2 2 2 2 2 1 2,,7.80,
2,NtDiSt3,7.10 2.36 2 3 3 2 2 2 2 2 2,,9.46,
3,1RH3+kpNYY,4.40 1.03 1 2 2 1 1 2 2 2 2,,5.43,
4,PSt3,7.10 2.36 2 2 2 3 2 3 1 2 2,,9.46,
5,RoLi4,4.50 1.71 3 3 3 3 3 3 2 1 3,,6.21,
"",,29.70,,38.36,
"",Program Components,Factor,,,
"",Skating Skills,0.80 9.00 9.50 9.25 9.25 9.00 9.25 9.25 8.75 9.25,,9.18,
"",Transitions,0.80 9.00 9.25 9.25 9.00 9.25 9.25 9.00 9.00 9.25,,9.14,
"",Performance,0.80 9.25 9.50 9.50 9.50 9.50 9.50 9.50 8.75 9.50,,9.46,
