8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
1,Tessa VIRTUE / Scott MOIR,CAN,8,107.88,51.42,57.46,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,SlLi4,,4.0,False,1.42,3,3,2,3,2,3,3,3,,5.42
2,CiSt3,,6.5,False,2.33,2,2,2,3,2,3,3,2,,8.83
3,CuLi4,,4.0,False,1.42,2,3,3,3,3,3,3,2,,5.42
4,STw4,,6.0,False,1.42,3,3,3,2,3,3,2,3,,7.42
5,CoSp4,,5.0,False,1.25,2,3,2,3,3,2,2,3,,6.25
6,RoLi4,,4.0,False,1.5,3,3,3,3,3,2,3,3,,5.5
7,RoLi3,,3.5,False,1.0,2,2,2,2,2,2,2,1,,4.5
8,DiSt2,,5.0,False,2.33,2,2,2,3,2,3,3,2,,7.33
9,ChLi1,,0.2,False,0.55,1,0,1,2,2,2,3,1,,0.75
,,,38.2,,,,,,,,,,,,51.42
,Program Components,,,,Factor
,Skating Skills  ,,,,1.25,9.5,9.5,9.5,9.75,9.25,9.5,9.5,9.5,,9.5
,Linking Footwork / Movement  ,,,,1.75,9.25,9.5,9.75,9.75,9.25,9.75,9.5,9.5,,9.54
,Performance  ,,,,1.0,9.5,9.25,9.75,9.75,9.25,9.75,10.0,9.5,,9.58
,Choreography  ,,,,1.0,9.5,9.5,9.75,9.75,9.5,10.0,9.75,9.25,,9.63
,Interpretation / Timing  ,,,,1.0,9.5,9.5,9.75,10.0,9.5,10.0,9.75,9.25,,9.67
,,,,,,,,,,,,,,,57.46
Deduction,Extended lifts,-1.0
