9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Rachael FLATT,USA,1,82.38,36.47,46.91,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,2A+3T<,<,6.2,False,-0.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,,5.7
2,3Lz<,<,4.2,False,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,-3,,2.1
3,CCSp3,,2.8,False,0.0,0,1,0,0,0,0,0,0,0,,2.8
4,3F,,5.3,False,0.1,0,0,0,0,1,1,0,0,0,,5.4
5,FCoSp1,,1.7,False,0.0,0,0,0,0,0,1,0,0,0,,1.7
6,ChSp1,,2.0,False,0.57,0,1,1,0,1,1,0,1,0,,2.57
7,2Lz,,2.31,True,0.0,0,0,0,0,0,1,0,0,0,,2.31
8,2F,,1.98,True,0.0,0,0,0,0,0,0,0,0,0,,1.98
9,2Lo,,1.98,True,0.0,0,0,0,0,0,0,0,0,0,,1.98
10,SlSt2,,2.3,False,0.21,0,1,1,0,1,1,0,0,0,,2.51
11,3S<+2T+2Lo<,<,6.16,True,-1.2,-1,-2,-2,-1,-1,-2,-2,-2,-2,,4.96
12,CCoSp2,,2.5,False,-0.04,0,0,0,1,0,0,-1,0,-1,,2.46
,,,39.43,,,,,,,,,,,,,36.47
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,6.25,6.25,6.25,5.75,6.25,5.5,6.0,5.75,6.25,,6.07
,Transition / Linking Footwork  ,,,,1.6,6.0,6.0,5.5,5.75,5.5,6.0,5.25,4.75,5.25,,5.61
,Performance / Execution  ,,,,1.6,6.0,6.25,5.5,6.0,5.5,5.5,5.5,5.75,5.5,,5.68
,Choreography / Composition  ,,,,1.6,6.25,6.0,6.5,5.75,6.0,6.25,6.25,6.0,5.75,,6.07
,Interpretation  ,,,,1.6,6.0,6.0,6.25,6.0,6.0,6.0,5.75,5.5,5.5,,5.89
,,,,,,,,,,,,,,,,46.91
Deduction, Falls,-1.0
