ISU Four Continents Figure Skating Championships,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
1 Daisuke TAKAHASHI JPN  17  83.49  42.35,,,41.14,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3F+3T  9.40  1.30 2 2 1 2 2 2 2,,,2 1,10.70,
2 3A  8.50  1.71 2 1 1 3 2 2 1,,,2 2,10.21,
3 FUSp4  2.90  0.50 1 0 1 1 1 1 1,,,1 1,3.40,
4 3Lz  6.00  0.80 1 2 0 2 1 1 1,,,1 1,6.80,
Info,,,Info,,Info
5 CCSp2  2.30  0.14 0 0 1 0 -1 1 1,,,0 0,2.44,
6 SlSt3  3.30  1.50 3 3 3 3 3 2 3,,,3 3,4.80,
7 CCoSp4  3.50  0.50 1 1 1 1 1 2 1,,,1 1,4.00,
35.90,,,,42.35,
Program Components Factor,,,,,
Skating Skills  1.00 7.25 8.50 8.00 8.75 8.25 8.00 8.50,,,7.75 8.00,8.14,
Transition / Linking Footwork  1.00 7.50 8.00 7.75 8.50 8.00 8.00 8.50,,,7.00 7.75,7.93,
Performance / Execution  1.00 8.50 8.50 8.25 9.00 8.50 8.00 8.75,,,7.75 8.25,8.39,
Choreography / Composition  1.00 7.50 8.50 8.25 8.75 8.25 8.00 8.75,,,8.00 7.50,8.18,
Interpretation  1.00 8.50 8.75 8.25 9.25 8.75 8.00 8.75,,,8.50 7.75,8.50,
Judges Total Program Component Score (factored),,,,41.14,
Deductions:,,,,0.00,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
2 Jeremy ABBOTT USA  13  76.73  37.87,,,38.86,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3F+3T  9.40  1.10 2 1 1 2 2 1 1,,,2 2,10.50,
2 3A  8.50  1.43 1 1 1 3 2 1 1,,,2 2,9.93,
3 CSSp4  3.00  0.50 1 1 0 1 1 1 1,,,1 2,3.50,
4 3Lz  6.00 -0.30 0 0 -1 0 -1 -1 0,,,0 -1,5.70,
5 FUSp1  1.70 -0.26 0 -1 -1 -1 0 -1 -1,,,-2 -1,1.44,
6 SlSt2  2.30  0.71 1 2 1 3 1 1 1,,,2 2,3.01,
7 CCoSp3  3.00  0.79 2 2 1 2 1 1 1,,,2 2,3.79,
33.90,,,,37.87,
Program Components Factor,,,,,
Skating Skills  1.00 7.50 8.00 7.25 8.00 8.25 7.25 7.25,,,7.75 7.75,7.64,
Transition / Linking Footwork  1.00 7.50 7.75 7.00 8.00 8.00 7.00 7.00,,,7.25 8.00,7.50,
Performance / Execution  1.00 7.50 8.25 7.25 8.25 7.75 7.50 7.25,,,8.00 8.25,7.79,
Choreography / Composition  1.00 7.50 8.25 7.25 8.50 8.50 7.75 7.25,,,7.50 8.50,7.89,
Interpretation  1.00 7.50 8.50 7.75 8.50 8.25 7.75 7.50,,,8.00 8.50,8.04,
Judges Total Program Component Score (factored),,,,38.86,
Deductions:,,,,0.00,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
3 Yuzuru HANYU JPN  18  76.43  40.76,,,35.67,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3A  8.50  2.00 2 2 2 1 2 2 2,,,2 2,10.50,
2 3Lz+3T  10.10  0.80 1 1 -1 0 1 2 2,,,2 1,10.90,
