ISU Four Continents Figure Skating Championships,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
1 Miki ANDO JPN  19  66.58  35.69,,,30.89,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3Lz+2Lo  7.80  1.30 2 2 1 2 2 1 3,,,2 2,9.10,
2 3Lo  5.10  1.20 2 2 1 1 1 2 2,,,3 2,6.30,
3 2A  3.30  0.86 1 2 2 1 2 1 2,,,2 2,4.16,
4 FSSp4  3.00  1.00 1 2 2 2 2 2 3,,,2 2,4.00,
Info,,,Info,,Info
5 SlSt3  3.30  1.07 3 3 3 1 2 1 2,,,2 2,4.37,
6 CCoSp4  3.50  1.00 2 2 2 2 3 1 2,,,2 2,4.50,
7 LSp3  2.40  0.86 2 1 2 1 2 2 1,,,3 2,3.26,
28.40,,,,35.69,
Program Components Factor,,,,,
Skating Skills  0.80 8.25 8.50 7.25 7.75 7.50 7.25 7.75,,,8.00 8.00,7.79,
Transition / Linking Footwork  0.80 8.00 8.00 6.75 7.25 7.50 6.75 7.50,,,7.50 7.25,7.39,
Performance / Execution  0.80 8.50 8.50 7.50 8.00 7.75 7.00 7.75,,,8.25 7.25,7.86,
Choreography / Composition  0.80 8.25 8.25 7.25 7.50 7.75 7.75 7.75,,,7.25 7.75,7.71,
Interpretation  0.80 8.50 8.75 7.50 7.50 7.75 7.50 7.75,,,8.25 7.75,7.86,
Judges Total Program Component Score (factored),,,,30.89,
Deductions:,,,,0.00,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
2 Mao ASADA JPN  24  63.41  33.20,,,30.21,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3A< <  6.00 -2.29 -3 -2 -3 -2 -2 -2 -3,,,-2 -2,3.71,
2 3Lo  5.10  1.10 2 1 1 2 2 2 1,,,2 1,6.20,
3 3F+2Lo  7.10  0.20 -1 1 -1 1 0 -2 1,,,1 1,7.30,
4 CCoSp4  3.50  0.93 2 2 1 2 1 2 2,,,3 2,4.43,
5 FSSp4  3.00  0.93 3 2 2 1 2 2 2,,,2 0,3.93,
6 SlSt3  3.30  1.00 3 1 2 2 2 2 2,,,2 2,4.30,
7 LSp3  2.40  0.93 3 2 2 1 2 2 2,,,2 1,3.33,
30.40,,,,33.20,
Program Components Factor,,,,,
Skating Skills  0.80 7.50 7.25 7.50 8.25 7.75 8.50 7.75,,,7.50 7.50,7.68,
Transition / Linking Footwork  0.80 7.50 6.75 7.50 7.50 7.50 8.00 7.00,,,7.25 7.00,7.32,
Performance / Execution  0.80 7.75 7.00 7.25 8.00 7.75 8.25 7.75,,,7.50 7.00,7.57,
Choreography / Composition  0.80 7.75 7.00 7.75 7.75 7.75 8.00 7.25,,,7.50 7.25,7.57,
Interpretation  0.80 7.75 7.00 7.50 7.75 7.75 8.25 7.50,,,7.50 7.50,7.61,
Judges Total Program Component Score (factored),,,,30.21,
Deductions:,,,,0.00,
"<  Under-rotated jump",,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
3 Rachael FLATT USA  20  62.23  33.43,,,28.80,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3F+2T  6.70  1.10 2 1 2 1 2 1 2,,,2 1,7.80,
2 3Lz  6.00  1.00 2 2 2 1 1 1 2,,,1 1,7.00,
