8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
8,Andrea CHONG / Guillame GFELLER,CAN,0,26.29,13.92,12.37,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,1S1,,1.8,False,-0.12,0,0,-1,-1,0,-1,-1,0,,1.68
2,1S2,,2.4,False,-0.2,0,-1,0,-1,0,0,-1,0,,2.2
3,2S1,,2.4,False,-0.36,-1,0,0,-1,-1,-1,0,0,,2.04
4,2S2,,2.8,False,-0.48,-1,-1,-1,0,0,-1,-1,-1,,2.32
5,3S1,,2.8,False,-0.14,0,0,-1,-1,0,0,0,-1,,2.66
6,3S2,,3.3,False,-0.28,0,-1,-1,0,0,-1,-1,0,,3.02
,,,15.5,,,,,,,,,,,,13.92
,Program Components,,,,Factor
,Skating Skills  ,,,,0.75,5.25,5.25,4.75,5.25,5.25,4.75,5.0,5.0,,5.15
,Timing  ,,,,0.75,5.0,4.75,4.5,4.5,4.75,4.25,4.5,5.0,,4.7
,Performance / Execution  ,,,,0.5,5.25,5.0,4.5,4.75,5.5,4.75,4.75,5.25,,5.0
,Interpretation  ,,,,0.5,5.5,4.75,4.25,5.0,5.0,4.5,5.0,5.0,,4.95
,,,,,,,,,,,,,,,12.37
