ISU Four Continents Figure Skating Championships,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
1 Satoko MIYAHARA JPN  21  142.43  74.89,,,67.54,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3Lz+2T+2Lo  9.10  0.50 1 2 1 1 0 1,0,,1 0,9.60,
2 3Lo  5.10  0.80 2 1 1 1 1 1,2,,1 1,5.90,
3 StSq4  3.90  1.00 2 2 1 1 1 2,1,,1 3,4.90,
4 3F  5.30  0.80 1 2 2 1 1 1,1,,1 1,6.10,
Info,,,,,Info
5 CCoSp3p4  3.50  0.64 2 1 -1 2 1 1,1,,2 1,4.14,
6 3Lz  6.60 x  0.80 2 1 1 1 1 1,2,,1 1,7.40,
7 2A+3T  8.36 x  1.40 2 2 2 2 1 2,2,,2 2,9.76,
8 FCSp4  3.20  0.79 2 1 0 2 2 2,1,,1 2,3.99,
9 3S  4.84 x  0.90 2 1 2 1 1 1,1,,1 2,5.74,
10 2A+3T  8.36 x  1.40 2 1 2 2 2 2,2,,2 2,9.76,
11 ChSq1  2.00  1.40 3 2 2 2 2 2,2,,2 2,3.40,
12 LSp4  2.70  1.50 3 3 3 2 3 3,3,,3 3,4.20,
62.96,,,,74.89,
Program Components Factor,,,,,
Skating Skills  1.60 8.25 8.25 8.50 8.25 8.50 8.00,8.50,,8.50 8.75,8.39,
Transition / Linking Footwork  1.60 8.25 8.00 7.75 8.25 8.25 7.75,8.25,,8.50 8.50,8.18,
Performance / Execution  1.60 8.75 8.50 8.00 8.75 8.50 8.25,8.50,,8.50 9.25,8.54,
Choreography / Composition  1.60 8.75 8.50 8.25 8.50 8.25 8.50,8.50,,8.75 9.25,8.54,
Interpretation  1.60 8.50 8.75 8.00 8.75 8.50 8.50,8.25,,8.75 9.00,8.57,
Judges Total Program Component Score (factored),,,,67.54,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
2 Mirai NAGASU USA  17  127.80  66.01,,,61.79,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3F+3T  9.60  0.70 1 1 1 0 2 2,1,,1 0,10.30,
2 3Lze e  4.20 -1.20 -2 -2 -2 -2 -1 -1,-2,,-2 -1,3.00,
3 3S  4.40  0.70 1 0 2 1 1 1,1,,1 1,5.10,
4 FCSp4  3.20  0.50 1 1 1 1 0 1,2,,1 1,3.70,
5 ChSq1  2.00  1.10 2 2 2 1 1 2,2,,1 1,3.10,
6 2A+3T+2T  9.79 x  1.10 1 2 1 1 2 2,2,,1 2,10.89,
7 3Lo  5.61 x  0.80 1 1 2 1 2 1,1,,0 1,6.41,
8 3Lo+2T  7.04 x  0.70 0 1 1 1 1 1,1,,1 1,7.74,
9 2A  3.63 x  0.43 1 1 1 1 2 0,1,,1 0,4.06,
10 CCoSp3p4  3.50  0.50 0 1 1 1 1 1,1,,2 1,4.00,
11 StSq3  3.30  0.50 1 1 1 1 1 1,2,,1 1,3.80,
12 LSp4  2.70  1.21 2 2 2 3 2 2,3,,3 3,3.91,
58.97,,,,66.01,
Program Components Factor,,,,,
Skating Skills  1.60 7.75 7.25 7.00 8.00 8.25 7.50,7.75,,7.75 7.75,7.68,
Transition / Linking Footwork  1.60 7.50 7.25 7.50 7.25 8.00 7.50,7.75,,7.50 7.50,7.50,
