ISU Four Continents Figure Skating Championships,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
1 Patrick CHAN CAN  23  203.99  106.85,,,97.14,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 4T+3T  14.60  2.43 2 3 3 2 3 2,3,,2 2,17.03,
2 3A  8.50  2.43 3 2 3 1 2 3,3,,2 2,10.93,
3 4T  10.30  2.14 2 2 3 2 2 2,3,,2 2,12.44,
4 StSq4  3.90  2.00 3 3 3 2 3 3,3,,3 2,5.90,
Info,,,,,Info
5 CCSp3  2.80  1.14 2 2 3 2 2 3,2,,3 2,3.94,
6 3A+2T  10.78 x  1.71 2 2 3 1 1 2,2,,2 1,12.49,
7 3Lz+2T+2Lo  10.01 x  1.10 2 1 3 2 1 2,1,,2 1,11.11,
8 3Lo  5.61 x  1.30 2 1 3 1 2 3,1,,2 2,6.91,
9 3S  4.84 x  1.50 3 2 3 2 2 2,1,,2 2,6.34,
10 FSSp4  3.00  1.14 2 3 2 2 2 2,3,,3 1,4.14,
11 3F  5.83 x  1.30 1 2 3 1 2 2,1,,3 2,7.13,
12 ChSq1  2.00  1.70 2 3 2 2 3 2,3,,3 2,3.70,
13 CCoSp3p4  3.50  1.29 2 3 3 2 3 2,3,,3 2,4.79,
85.67,,,,106.85,
Program Components Factor,,,,,
Skating Skills  2.00 9.75 9.75 10.00 8.75 10.00 9.50,10.00,,9.75 9.50,9.75,
Transition / Linking Footwork  2.00 9.50 9.25 10.00 8.75 9.75 9.50,9.75,,9.50 9.25,9.50,
Performance / Execution  2.00 10.00 10.00 10.00 9.50 9.75 10.00,10.00,,9.75 9.75,9.89,
Choreography / Composition  2.00 9.50 9.50 10.00 9.00 10.00 9.75,10.00,,9.75 9.25,9.68,
Interpretation  2.00 9.75 9.50 10.00 9.25 10.00 9.75,10.00,,9.75 9.50,9.75,
Judges Total Program Component Score (factored),,,,97.14,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
2 Boyang JIN CHN  22  191.38  110.66,,,80.72,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 4Lz  13.60  1.71 2 2 3 1 2 1,1,,2 2,15.31,
2 4S  10.50  1.57 1 1 3 2 2 1,1,,2 2,12.07,
3 3A+1Lo+3S  13.40 -0.71 0 -1 0 0 -1 -1,-2,,-1 -1,12.69,
4 StSq3  3.30  0.50 1 1 3 1 1 0,1,,1 1,3.80,
5 4T+2T  12.76 x  0.43 1 1 0 1 0 0,0,,1 0,13.19,
6 4T  11.33 x  1.86 2 2 3 2 3 0,1,,2 1,13.19,
7 CCoSp2p3  2.50  0.29 2 1 0 1 1 1,0,,0 0,2.79,
8 3Lz+3T  11.33 x  0.70 2 1 2 1 0 0,1,,1 1,12.03,
9 3A  9.35 x  0.57 1 1 1 1 1 0,0,,0 0,9.92,
10 ChSq1  2.00  1.00 1 2 3 2 2 1,0,,1 1,3.00,
11 3F  5.83 x  0.90 2 1 2 2 1 1,0,,2 0,6.73,
12 FCSp2  2.30  0.43 2 2 1 1 0 1,0,,1 0,2.73,
13 CSSp4  3.00  0.21 1 1 0 1 1 0,0,,0 0,3.21,
101.20,,,,110.66,
Program Components Factor,,,,,
Skating Skills  2.00 8.25 8.00 8.00 8.00 8.50 8.25,7.25,,7.75 8.25,8.07,
