ISU Four Continents Figure Skating Championships,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
1 Maia SHIBUTANI / Alex SHIBUTANI USA  14  108.76  54.92,,,,54.84,-1.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 CuLi4  4.50  1.46 2 2 3 3 3 2,3,,,2 2,5.96,
2 CoSp4  5.60  1.54 3 3 3 2 3 2,3,,,2 2,7.14,
3 SlLi4  4.50  1.29 2 2 3 2 3 2,2,,,2 1,5.79,
4 CiSt3  7.10  1.89 2 1 2 2 3 1,2,,,1 2,8.99,
"",Info,,,,,Info
5 STw4  6.60  1.80 3 3 3 3 3 3,3,,,2 3,8.40,
6 RoLi4  4.50  1.54 3 2 2 3 3 1,3,,,2 3,6.04,
7 DiSt4  8.60  2.20 2 2 2 2 2 2,2,,,2 2,10.80,
8 ChLi1  0.60  1.20 1 1 3 3 2 2,2,,,2 2,1.80,
42.00,,,,,54.92,
Program Components Factor,,,,,,
Skating Skills  1.20 8.75 8.50 8.75 9.50 9.00 8.75,9.25,,,9.50 9.00,9.00,
Linking Footwork / Movement  1.20 8.50 8.50 9.00 9.75 9.50 8.50,9.75,,,9.00 9.00,9.04,
Performance  1.20 9.00 9.00 9.25 9.50 9.75 9.25,9.50,,,9.25 9.25,9.29,
Choreography  1.20 8.75 8.75 9.25 9.75 9.25 9.25,9.75,,,9.00 9.00,9.18,
Interpretation / Timing  1.20 8.25 8.75 8.75 9.75 9.50 9.25,9.75,,,9.25 9.00,9.18,
Judges Total Program Component Score (factored),,,,,54.84,
Deductions: Extended lifts: -1.00,,,,,-1.00,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
2 Madison CHOCK / Evan BATES USA  16  107.59  52.49,,,,55.10,0.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 CuLi4  4.50  1.37 3 2 2 2 3 2,3,,,2 2,5.87,
2 SeSt3  7.10  2.20 2 3 2 2 2 2,2,,,2 2,9.30,
3 STw4  6.60  1.20 2 2 2 2 2 2,2,,,2 1,7.80,
4 CoSp4  5.60  1.20 2 3 2 2 2 2,2,,,2 1,6.80,
5 DiSt3  7.10  1.57 1 2 1 2 2 1,2,,,1 1,8.67,
6 RoLi4  4.50  1.54 2 3 2 3 2 3,3,,,2 3,6.04,
7 SlLi4  4.50  1.37 2 2 2 3 2 2,3,,,2 3,5.87,
8 ChLi1  0.60  1.54 3 3 3 3 2 2,3,,,2 2,2.14,
40.50,,,,,52.49,
Program Components Factor,,,,,,
Skating Skills  1.20 9.25 9.25 9.00 8.50 9.50 8.75,9.25,,,9.25 8.75,9.07,
Linking Footwork / Movement  1.20 9.00 9.50 8.75 9.00 9.25 8.25,9.50,,,9.00 8.50,9.00,
Performance  1.20 9.50 9.50 9.50 9.25 9.50 9.25,9.50,,,9.25 9.25,9.39,
Choreography  1.20 9.25 9.25 9.25 9.00 9.50 9.00,9.50,,,9.50 8.75,9.25,
Interpretation / Timing  1.20 9.50 9.50 9.25 8.75 9.50 8.75,9.25,,,9.25 9.00,9.21,
Judges Total Program Component Score (factored),,,,,55.10,
Deductions:,,,,,0.00,
ISU Four Continents Figure Skating Championships,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
