9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
7,Viktoria HELGESSON,SWE,8,54.1,26.67,27.43,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3T+3T<<,<<,5.4,False,-1.4,-3,-2,-1,-2,-2,-2,-2,-2,-2,,4.0
2,3Lo,,5.1,False,-1.4,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3.7
3,LSp3,,2.4,False,0.29,1,1,1,1,0,-1,0,0,1,,2.69
4,2A,,3.63,True,0.57,1,1,2,1,1,1,2,1,1,,4.2
5,FSSp4,,3.0,False,0.29,0,1,0,0,0,1,1,1,1,,3.29
6,StSq4,,3.9,False,1.1,1,3,2,0,1,2,2,2,1,,5.0
7,CCoSp4,,3.5,False,0.29,0,1,0,0,1,0,1,1,1,,3.79
,,,26.93,,,,,,,,,,,,,26.67
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,7.0,7.0,6.5,6.5,6.5,6.25,7.25,7.0,7.25,,6.82
,Transition / Linking Footwork  ,,,,0.8,6.75,6.75,6.0,6.25,6.25,6.5,7.0,7.5,4.75,,6.5
,Performance / Execution  ,,,,0.8,6.75,7.5,6.25,6.25,6.5,7.5,7.5,7.0,7.25,,6.96
,Choreography / Composition  ,,,,0.8,6.75,7.25,7.0,6.5,6.75,7.25,7.5,7.25,6.75,,7.0
,Interpretation  ,,,,0.8,6.5,7.25,7.5,6.5,6.5,7.5,7.25,7.5,6.5,,7.0
,,,,,,,,,,,,,,,,27.43
