11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Alissa CZISNY,USA,0,99.39,48.78,53.61,3.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,3Lz+2T,,7.3,False,0.5,0,0,1,1,0,1,0,0,1,1,0,,7.8
2,3F<+2T,,3.0,False,-0.55,-2,-3,-2,0,-2,-2,-2,-2,-1,-1,-2,,2.45
3,FSSp3,,2.3,False,0.25,0,1,0,0,1,1,1,2,0,2,1,,2.55
4,3Lo,,5.0,False,0.33,1,0,0,0,0,1,0,0,1,2,1,,5.33
5,FCSp4,,3.0,False,0.33,1,1,0,2,0,1,1,1,0,2,1,,3.33
6,3F<,,1.87,True,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.87
7,2A,,3.63,True,0.0,0,-1,0,0,0,0,0,0,0,1,-1,,3.63
8,3T+2T,,5.83,True,0.0,0,0,0,0,0,0,0,0,0,0,0,,5.83
9,SlSt3,,3.1,False,0.17,0,1,1,0,0,0,1,0,0,1,1,,3.27
10,SpSq4,,3.4,False,1.5,2,2,2,1,1,1,2,1,0,2,2,,4.9
11,3Lz<,,2.09,True,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.09
12,LSp3,,2.4,False,1.0,2,2,2,2,2,2,2,2,1,3,2,,3.4
13,CCoSp4,,3.5,False,0.83,1,2,2,2,2,1,2,2,1,2,2,,4.33
,,,46.42,,,,,,,,,,,,,,,48.78
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,7.0,6.75,7.0,7.0,6.75,6.75,6.75,6.75,6.5,6.0,6.75,,6.83
,Transition / Linking Footwork  ,,,,1.6,6.75,6.5,6.5,6.75,6.5,6.25,6.25,6.5,6.25,5.5,6.75,,6.46
,Performance / Execution  ,,,,1.6,6.75,6.5,6.75,7.0,6.5,6.5,7.0,6.75,6.25,6.25,6.75,,6.67
,Choreography / Composition  ,,,,1.6,6.75,6.75,6.75,6.75,6.75,6.5,6.75,6.5,6.25,6.5,7.0,,6.71
,Interpretation  ,,,,1.6,6.75,7.0,6.75,7.25,6.75,6.75,7.0,6.75,6.25,6.5,7.25,,6.83
,,,,,,,,,,,,,,,,,,53.61
Deduction,Time violation,-1.0
Deduction,Falls,-2.0
