11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
16,Joanne CARTER,AUS,0,70.05,32.52,38.53,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,3F+2T,,6.8,False,0.0,0,0,0,0,0,0,0,1,0,0,0,,6.8
2,1Lz,,0.6,False,-0.22,-1,-2,-3,-2,-2,-3,-2,-2,-2,-2,-3,,0.38
3,1Lo,,0.5,False,-0.02,0,0,0,0,0,-1,0,0,-1,-2,0,,0.48
4,CoSp3,,2.5,False,0.08,0,1,0,0,0,0,-1,1,1,1,1,,2.58
5,SpSq4,,3.4,False,0.0,0,0,0,0,0,0,0,0,0,1,1,,3.4
6,3F,,6.05,True,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.05
7,CCoSp1,,2.0,False,0.0,0,0,0,0,0,0,0,0,0,0,0,,2.0
8,2T,,1.43,True,0.17,0,1,1,1,0,0,0,0,0,1,1,,1.6
9,2A,,3.63,True,-1.4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2.23
10,FCSp2,,2.0,False,0.0,0,1,0,0,0,0,0,0,0,1,0,,2.0
11,SlSt3,,3.1,False,0.0,0,0,-1,0,0,0,0,0,0,0,0,,3.1
12,2A,,3.63,True,-0.23,0,0,-1,-1,0,0,-1,0,0,0,0,,3.4
13,LSp1,,1.5,False,0.0,0,0,0,0,0,0,0,0,0,-1,-1,,1.5
,,,37.14,,,,,,,,,,,,,,,32.52
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,5.25,5.0,4.75,5.0,5.0,5.0,4.75,5.25,5.0,5.75,5.75,,4.96
,Transition / Linking Footwork  ,,,,1.6,5.0,4.5,4.5,4.5,4.75,4.5,3.5,4.75,4.75,4.5,4.75,,4.58
,Performance / Execution  ,,,,1.6,5.25,4.75,4.75,4.5,4.75,5.0,4.0,5.0,5.0,4.5,5.0,,4.79
,Choreography / Composition  ,,,,1.6,5.25,5.0,4.75,4.75,4.75,5.25,4.25,5.25,5.25,4.75,4.75,,4.96
,Interpretation  ,,,,1.6,5.25,4.75,4.5,4.75,4.75,5.0,4.0,5.0,5.0,5.0,4.75,,4.79
,,,,,,,,,,,,,,,,,,38.53
Deduction,Falls,-1.0
