ISU GP NHK Trophy 2008,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
"",Total Total,,Total,Total,
NOC,Segment Element,,Program  Component,Deductions,
Rank Name,,,,,
Code,Score Score,,Score (factored),,
"",= +,,+,-,
1 Qing PANG / Jian TONG CHN,63.10  34.94,,29.16,1.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 2T  1.30 -1.00 -3 -3 -3 -3,-3 -3 -3 -2,,-3 -3 - -,0.30,
2 3LzTw2  5.50  1.40 2 2 1 1,2 3 2 In2fo,,2 2 - -,6.90,Info
3 3LoTh  5.00  1.52 3 2 2 2,2 2 3 2,,2 2 - -,6.52,
4 FiDs4  3.50  1.12 2 1 1 1,1 1 2 2,,1 2 - -,4.62,
5 SpSq3  3.10  0.70 2 2 1 1,1 1 2 1,,0 1 - -,3.80,
6 3Li4  4.00  0.50 1 1 0 1,1 1 1 1,,1 1 - -,4.50,
7 PCoSp4  4.50  0.20 1 0 0 0,1 1 1 0,,0 1 - -,4.70,
8 FCCoSp4  3.50  0.10 1 0 -1 0,0 0 1 0,,0 0 - -,3.60,
30.40,,,,34.94,
Program Components Factor,,,,,
Skating Skills  0.80 7.25 7.50 7.00 7.50,7.75 7.25 8.25 7.50,,7.25 7.00 - -,7.40,
Transition / Linking Footwork  0.80 6.75 7.00 6.25 7.00,7.75 7.00 8.00 7.25,,7.00 7.00 - -,7.05,
Performance / Execution  0.80 7.50 7.00 6.50 7.25,7.75 7.50 8.00 7.75,,7.00 6.75 - -,7.30,
Choreography / Composition  0.80 7.25 7.25 6.75 7.75,8.00 7.25 8.00 8.25,,7.25 7.00 - -,7.50,
Interpretation  0.80 7.00 7.25 6.75 7.50,7.50 7.25 7.25 8.25,,7.00 6.75 - -,7.20,
Judges Total Program Component Score (factored),,,,29.16,
Deductions: Falls: -1.00,,,,-1.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",<  Downgraded jump,,,,
"",Total Total,,Total,Total,
NOC,Segment Element,,Program  Component,Deductions,
Rank Name,,,,,
Code,Score Score,,Score (factored),,
"",= +,,+,-,
2 Rena INOUE / John BALDWIN USA,57.60  31.12,,26.48,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 2T  1.30 -0.42 -2 -2 -2 -2,-2 -3 1 0,,-1 -2 - -,0.88,
2 3LoTh  5.00  0.70 1 2 1 1,1 0 1 1,,1 1 - -,5.70,
3 2LzTw2  3.50  0.40 1 1 0 1,1 0 1 0,,0 1 - -,3.90,
4 FCCoSp4  3.50  0.50 1 1 1 1,2 1 2 1,,1 1 - -,4.00,
5 PCoSp3  4.00  0.10 0 1 1 0,1 1 0 1,,0 0 - -,4.10,
6 3Li4  4.00  0.50 1 1 1 1,1 1 1 1,,1 1 - -,4.50,
7 SpSq4  3.40  1.00 1 1 1 1,0 1 1 1,,0 1 - -,4.40,
8 FiDs1  2.80  0.84 2 1 1 0,1 0 2 1,,1 1 - -,3.64,
27.50,,,,31.12,
Program Components Factor,,,,,
Skating Skills  0.80 7.00 6.50 6.75 7.00,6.75 6.50 6.75 6.75,,6.25 6.75 - -,6.75,
Transition / Linking Footwork  0.80 6.50 6.00 6.25 6.50,6.00 6.00 6.75 6.50,,5.75 6.50 - -,6.40,
Performance / Execution  0.80 7.25 6.25 6.75 6.75,6.50 6.50 6.75 7.25,,6.00 6.75 - -,6.75,
Choreography / Composition  0.80 7.00 6.25 6.50 6.50,6.75 6.50 6.50 7.25,,6.00 6.75 - -,6.60,
Interpretation  0.80 6.50 6.50 6.75 6.25,6.25 6.75 6.75 7.00,,6.00 7.00 - -,6.60,
Judges Total Program Component Score (factored),,,,26.48,
Deductions:,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",<  Downgraded jump,,,,
ISU GP NHK Trophy 2008,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
"",Total Total,,Total,Total,
NOC,Segment Element,,Program  Component,Deductions,
Rank Name,,,,,
Code,Score Score,,Score (factored),,
"",= +,,+,-,
3 Jessica DUBE / Bryce DAVISON CAN,55.24  29.40,,26.84,1.00,
