12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
11,Patrick CHAN,CAN,0,130.74,64.12,67.62,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3A,,7.5,False,1.29,2,1,1,1,1,1,1,2,0,2,2,0,,8.79
2,3F+3T,,9.5,False,0.14,0,0,0,0,2,0,1,0,0,1,1,0,,9.64
3,2Lz,,1.9,False,-0.3,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,,1.6
4,CiSt3,,3.1,False,0.36,0,1,2,1,2,1,1,1,0,1,1,0,,3.46
5,FSSp2,,2.0,False,0.36,1,0,1,1,1,0,0,0,1,1,1,1,,2.36
6,3A+SEQ,,6.0,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.0
7,3Lz+2T+2Lo,,9.68,True,0.71,0,1,0,1,1,0,0,1,1,1,1,0,,10.39
8,3Lo,,5.5,True,0.29,1,0,1,0,2,0,0,0,0,1,1,0,,5.79
9,CCoSp4,,3.5,False,0.43,1,1,1,1,1,0,1,0,1,1,1,1,,3.93
10,3S*+2T*,*,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
11,2A,,3.85,True,0.71,1,1,2,1,1,0,0,1,0,1,1,0,,4.56
12,SlSt3,,3.1,False,0.71,1,2,2,2,2,0,2,2,1,1,2,1,,3.81
13,CSSp4,,3.0,False,0.43,1,1,2,1,2,1,0,0,1,1,0,2,,3.43
14,CoSp4,,3.0,False,0.36,0,0,1,1,1,0,1,1,1,1,1,1,,3.36
,,,61.63,,,,,,,,,,,,,,,,64.12
,Program Components,,,,Factor
,Skating Skills  ,,,,2.0,6.75,7.0,7.5,7.25,7.5,6.5,7.5,7.25,6.75,7.0,7.25,6.75,,6.96
,Transition / Linking Footwork  ,,,,2.0,6.5,6.0,6.75,7.0,7.25,6.0,7.0,7.0,6.5,6.5,6.5,6.25,,6.46
,Performance / Execution  ,,,,2.0,7.0,6.75,7.25,6.75,7.5,6.25,7.0,7.0,6.75,7.0,7.0,6.25,,6.79
,Choreography / Composition  ,,,,2.0,6.75,6.75,7.5,6.75,7.75,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,6.89
,Interpretation  ,,,,2.0,7.25,6.0,7.25,6.5,7.5,6.25,7.25,7.0,7.0,6.75,7.0,6.5,,6.71
,,,,,,,,,,,,,,,,,,,67.62
Deduction,Falls,-1.0
