ISU GP Trophee de France 2016,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Javier FERNANDEZ ESP  6  96.57,,51.68,45.89,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4T  10.30 -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,6.30,
2 4S+3T  14.80  1.14 2 1 1 1 1,,1 0,1 2,15.94,
3 FUSp4  2.90  0.64 2 1 1 1 1,,1 2,1 2,3.54,
4 3A  9.35 x  2.29 2 3 2 3 2,,2 2,2 3,11.64,
5 CCoSp4  3.50  1.00 2 3 2 2 2,,2 2,2 2,4.50,
6 CSSp4  3.00  0.86 1 2 1 2 2,,2 3,1 2,3.86,
7 StSq4  3.90  2.00 3 3 3 3 2,,3 2,3 3,5.90,
47.75,,,,51.68,
Program Components Factor,,,,,
Skating Skills  1.00  9.00  9.25  9.00  9.00  9.25,,9.25  9.00,9.00  9.00,9.07,
Transitions  1.00  8.75  8.75  9.00  9.50  9.25,,9.25  9.00,9.00  9.25,9.07,
Performance  1.00  8.75  9.00  9.25  9.00  9.00,,9.25  9.00,8.75  9.00,9.00,
Composition  1.00  9.25  9.25  9.25  9.50  9.25,,9.50  9.25,9.25  9.75,9.32,
Interpretation of the Music  1.00  9.25  9.50  9.50  9.50  9.50,,9.25  9.25,9.50  9.75,9.43,
Judges Total Program Component Score (factored),,,,45.89,
Deductions Falls: -1.00(1),,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Nathan CHEN USA  10  92.85,,51.74,41.11,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4Lz+3T  17.90  1.57 2 1 2 1 1,,2 1,2 2,19.47,
2 4F  12.30  0.26 2 -1 0 2 0,,-1 0,1 0,12.56,
3 FSSp4  3.00  0.50 1 1 1 1 0,,1 2,1 1,3.50,
4 2A  3.63 x  0.43 1 1 1 1 1,,1 0,0 1,4.06,
5 CCSp4  3.20  0.79 2 2 1 1 2,,1 1,2 2,3.99,
6 StSq3  3.30  0.93 2 2 2 3 2,,2 1,1 2,4.23,
7 CCoSp3  3.00  0.93 2 2 2 1 1,,2 2,2 2,3.93,
46.33,,,,51.74,
Program Components Factor,,,,,
Skating Skills  1.00  8.50  8.00  8.50  8.50  8.25,,8.00  8.00,7.75  8.00,8.18,
Transitions  1.00  8.00  7.25  8.25  8.75  8.25,,7.75  7.50,7.00  8.25,7.89,
Performance  1.00  8.75  8.00  8.75  9.00  8.50,,7.75  8.00,8.25  8.75,8.43,
Composition  1.00  8.50  8.25  8.75  9.00  8.50,,7.75  8.00,7.75  8.75,8.36,
Interpretation of the Music  1.00  8.50  8.00  8.50  8.75  8.25,,8.00  8.25,7.50  8.25,8.25,
Judges Total Program Component Score (factored),,,,41.11,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Trophee de France 2016,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
3 Denis TEN KAZ  8  89.21,,47.40,41.81,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
