2006 NHK Trophy,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
1 Mao ASADA,JPN,,130.02  70.18,,59.84,0.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
5 Dan FANG,CHN,,80.07  37.75,,,42.32,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 2A+2T  4.60  0.00,1 0 0 0,,0 0 0 0,,0,0 - -,4.60
2 3Lz  6.00  1.00,1 1 2 1,,1 1 1 1,,1,0 - -,7.00
3 3T  4.00 -1.80,-2 -2 -2 -2,,-2 -1 -2 -2,,-1,-1 - -,2.20
4 3T+2T  5.30  0.00,0 -1 0 -1,,0 0 0 0,,0,0 - -,5.30
5 1S  0.40 -0.04,0 -2 0 0,,-1 0 -1 0,,-1,-1 - -,0.36
6 CoSp3  2.50  0.00,0 0 0 0,,0 0 0 0,,0,0 - -,2.50
7 SlSt2  2.30  0.00,0 0 0 0,,0 0 0 0,,0,0 - -,2.30
8 3S  4.95 x  0.00,0 0 0 0,,0 0 0 0,,0,0 - -,4.95
9 FSSp2  2.00  0.00,-1 -2 -1 0,,0 0 0 0,,-1,0 - -,2.00
10 SpSq1  1.80  0.00,0 0 1 0,,0 0 0 0,,0,0 - -,1.80
11 CCoSp3  3.00 -0.06,-1 -1 -1 -1,,0 0 0 0,,-1,1 - -,2.94
12 LSp2  1.80  0.00,0 0 0 0,,0 1 0 0,,0,0 - -,1.80
38.65,,,,,,,37.75
Program Components Factor,,,,,,,
Skating Skills  1.60,5.50 4.75 6.25 5.25,,5.25 5.25 5.75 5.75,,4.75,5.50 - -,5.45
Transition / Linking Footwork  1.60,4.75 4.50 6.00 4.75,,5.00 5.00 5.75 5.75,,4.50,5.25 - -,5.15
Performance / Execution  1.60,5.25 4.50 6.25 5.25,,5.25 5.00 5.50 5.75,,4.75,5.50 - -,5.35
Choreography / Composition  1.60,5.25 4.75 5.75 5.00,,5.00 5.00 5.75 6.00,,4.50,5.50 - -,5.30
Interpretation  1.60,4.75 4.25 5.75 5.00,,5.00 5.00 5.50 5.75,,4.50,5.50 - -,5.20
Judges Total Program Component Score (factored),,,,,,,42.32
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
6 Lesley HAWKER,CAN,,79.85  42.45,,,40.40,3.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3Lz+2T+1Lo  7.80 -0.20,0 -1 0 0,,-1 0 0 0,,0,-1 - -,7.60
2 3F  5.50 -3.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 - -,2.50
3 CoSp3  2.50  0.00,0 0 0 0,,0 0 0 0,,0,0 - -,2.50
