2006 NHK Trophy,,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
1 Daisuke TAKAHASHI,JPN,,84.44  46.14,,,38.30,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3F+3T  9.50,1.40 1 1 2 2,,1 2 1 1,,2,2 - -,10.90
2 3A  7.50,2.00 2 2 2 2,,2 2 1 2,,2,2 - -,9.50
3 3Lz  6.00,1.40 0 1 1 1,,1 2 0 2,,1,2 - -,7.40
4 CiSt3  3.10,0.80 1 1 1 2,,1 2 2 1,,2,2 - -,3.90
5 CSSp4  3.00,0.20 1 1 0 0,,0 0 0 1,,0,1 - -,3.20
6 FSSp3  2.30,-0.06 0 -1 0 0,,0 -1 0 0,,0,1 - -,2.24
7 SlSt4  3.40,1.80 2 2 2 2,,1 2 1 2,,2,3 - -,5.20
8 CCoSp4  3.50,0.30 1 1 1 0,,0 1 1 1,,1,0 - -,3.80
38.30,,,,,,,46.14
Program Components,Factor,,,,,,
Skating Skills,1.00 7.50 7.50 7.75 8.00,,7.75 7.75 7.75 7.75,,7.75,8.50 - -,7.80
Transition / Linking Footwork,1.00 7.25 7.50 7.25 7.50,,7.50 7.25 7.50 7.25,,7.50,7.50 - -,7.45
Performance / Execution,1.00 7.50 7.25 7.75 8.00,,7.50 7.75 7.75 7.75,,7.50,8.00 - -,7.75
Choreography / Composition,1.00 7.50 7.50 7.75 8.00,,7.75 7.50 7.50 7.75,,7.75,8.50 - -,7.70
Interpretation,1.00 7.75 7.50 7.75 8.25,,7.50 7.50 7.50 7.75,,7.50,7.75 - -,7.60
Judges Total Program Component Score (factored),,,,,,,38.30
Deductions:,,,,,,,0.00
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
2 Nobunari ODA,JPN,,83.55  45.40,,,38.15,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3A  7.50,0.80 0 1 1 1,,1 1 0 0,,2,1 - -,8.30
2 3Lz+3T  10.00,1.80 1 2 2 2,,2 2 0 2,,1,1 - -,11.80
3 FSSp4  3.00,0.70 2 1 1 1,,1 2 1 2,,0,2 - -,3.70
4 CSSp4  3.00,0.70 1 1 1 2,,1 1 1 2,,1,2 - -,3.70
5 CiSt3  3.10,0.30 1 0 1 1,,0 1 0 1,,0,2 - -,3.40
6 3F  5.50,1.80 1 1 2 2,,1 2 2 2,,1,2 - -,7.30
7 SlSt3  3.10,0.30 0 0 0 1,,0 1 0 1,,0,1 - -,3.40
8 CCoSp3  3.00,0.80 1 1 2 2,,1 2 0 2,,1,2 - -,3.80
38.20,,,,,,,45.40
Program Components,Factor,,,,,,
Skating Skills,1.00 7.75 7.50 7.75 7.50,,7.75 8.00 7.25 8.00,,7.50,8.25 - -,7.75
Transition / Linking Footwork,1.00 7.75 7.25 7.50 7.50,,7.25 7.50 6.75 7.75,,7.00,7.75 - -,7.45
Performance / Execution,1.00 7.75 7.50 7.50 8.00,,7.50 7.75 7.00 8.00,,7.50,8.00 - -,7.75
Choreography / Composition,1.00 8.00 7.25 7.50 7.50,,7.25 7.50 7.00 7.75,,7.25,8.00 - -,7.45
Interpretation,1.00 8.00 7.50 7.50 7.75,,7.75 7.75 7.25 8.00,,7.50,8.25 - -,7.75
Judges Total Program Component Score (factored),,,,,,,38.15
Deductions:,,,,,,,0.00
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
3 Chengjiang LI,CHN,,69.26  37.36,,,31.90,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 4T+3T  13.00,1.20 1 2 2 0,,2 1 1 0,,2,2 - -,14.20
2 3A  7.50,0.40 0 1 1 0,,1 0 0 0,,2,1 - -,7.90
