ISU World Figure Skating Championships 2010,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Qing PANG / Jian TONG CHN  16,136.11  65.55,,,70.56,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 2A+2A+SEQ  5.60  1.00 1 0 1,2 1 1 1,,,1 1,6.60,
2 2T  1.30 -0.36 -1 -2 -1,-1 -2 -1 -2,,,-1 -1,0.94,
3 5ALi4  6.50  1.60 2 1 2,2 1 1 2,,,1 2,8.10,
4 SpSq4  3.40  1.40 2 2 2,1 1 1 1,,,1 1,4.80,
"",,,Info,,,Info
5 FCCoSp2  2.50  0.00 -1 0 0,1 0 -1 -1,,,0 0,2.50,
6 3LzTw1  5.50 x  1.40 2 2 2,2 2 2 2,,,2 2,6.90,
7 PCoSp4  4.50  0.70 2 2 1,1 1 1 1,,,1 2,5.20,
8 3STh  4.95 x  1.88 3 2 2,3 3 2 3,,,3 3,6.83,
9 3LoTh  5.50 x  1.52 2 2 3,2 2 1 3,,,2 3,7.02,
10 BoDs3  4.00  1.26 2 2 1,2 1 1 1,,,2 2,5.26,
11 5TLi2  5.50 x  0.60 2 1 2,1 1 1 2,,,1 1,6.10,
12 4Li4  4.40 x  0.90 2 1 2,2 1 2 1,,,2 2,5.30,
53.65,,,,,65.55,
Program Components Factor,,,,,,
Skating Skills  1.60 9.25 9.00 9.00,8.50 8.50 8.75 9.00,,8.75,9.00,8.85,
Transition / Linking Footwork  1.60 9.00 9.00 8.75,8.25 8.00 8.50 8.50,,8.75,8.50,8.65,
Performance / Execution  1.60 9.50 9.25 9.25,8.75 8.50 8.50 8.75,,9.00,8.75,9.00,
Choreography / Composition  1.60 9.00 9.00 8.75,8.50 8.25 8.75 8.50,,8.75,8.75,8.75,
Interpretation  1.60 9.50 9.00 9.00,8.75 8.25 8.75 9.00,,8.75,8.75,8.85,
Judges Total Program Component Score (factored),,,,,70.56,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Aliona SAVCHENKO / Robin SZOLKOWY GER  15,135.22  65.86,,,69.36,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 2T+3T+SEQ  4.24 -1.20 -1 -2 -1,-1 -2 -1 -1,,,0 -1,3.04,
2 3FTh  5.50  1.26 2 2 1,2 2 2 1,,,1 2,6.76,
3 2A  3.50  1.00 1 1 1,1 1 1 0,,,1 1,4.50,
4 FCCoSp4  3.50  0.60 1 1 2,1 2 2 1,,,1 1,4.10,
5 PCoSp4  4.50  0.90 2 2 2,1 2 1 0,,,1 2,5.40,
6 3LzTw1  5.50 x  0.56 1 0 -1,1 1 2 1,,,1 1,6.06,
7 5ALi4  7.15 x  1.20 0 1 2,2 1 2 0,,,1 2,8.35,
8 5TLi4  6.60 x  0.80 2 1 2,1 2 2 2,,,2 1,7.40,
9 BoDs2  3.50  0.70 1 1 1,1 1 1 1,,,1 2,4.20,
10 SpSq4  3.40  1.80 2 1 2,2 2 2 2,,,1 1,5.20,
11 3Li4  4.40 x  0.80 2 2 1,1 2 2 1,,,1 2,5.20,
12 3STh  4.95 x  0.70 2 1 1,1 1 3 0,,,1 1,5.65,
56.74,,,,,65.86,
Program Components Factor,,,,,,
Skating Skills  1.60 8.75 8.50 8.75,9.00 8.75 9.00 8.75,,8.75,8.50,8.70,
