Grand Prix Final 2017 Senior and Junior,,
ICE DANCE SHORT DANCEJUDGES DETAILS PER SKATER,,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
1 Gabriella PAPADAKIS / Guillaume CIZERON FRA 6 82.07 42.93 39.14,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 1RH4+kpYYY 5.00 1.80 3 3 3 3 2 3 3 3 3,,6.80
2 NtMiSt3 7.10 2.83 3 2 3 3 3 2 3 2 2,,9.93
3 STw4 6.60 1.80 3 3 3 3 3 2 3 3 3,,8.40
4 PSt4 8.60 2.99 3 3 2 2 2 3 3 3 3,,11.59
5 SlLi4 4.50 1.71 2 3 3 3 3 2 3 3 3,,6.21
31.80,,42.93
Program Components Factor,,
Skating Skills 0.80 9.75 9.75 9.50 9.75 9.75 9.50 9.75 9.75 9.75,,9.71
Transitions 0.80 9.75 9.50 9.50 9.75 9.50 9.50 9.75 9.75 9.75,,9.64
Performance 0.80 9.75 10.00 10.00 10.00 10.00 10.00 10.00 10.00 9.75,,9.96
Composition 0.80 9.75 9.75 9.75 9.75 9.75 9.75 9.75 10.00 9.50,,9.75
Interpretation of the Music/Timing 0.80 10.00 10.00 9.75 10.00 9.75 9.50 9.75 10.00 9.75,,9.86
Judges Total Program Components Score (factored),,39.14
Deductions:,,0.00
Costume & Prop Violation: (1 of 10),,
Choreography restriction: (1 of 10),,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
2 Tessa VIRTUE / Scott MOIR CAN 5 81.53 42.56 38.97,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 NtMiSt3 7.10 3.30 3 3 3 3 3 3 3 3 3,,10.40
2 1RH4+kpYYY 5.00 1.20 2 3 2 2 2 2 2 2 2,,6.20
3 PSt4 8.60 2.83 3 2 3 2 2 3 3 3 2,,11.43
4 STw4 6.60 1.63 3 2 3 3 3 2 3 2 3,,8.23
5 RoLi4 4.50 1.80 3 3 3 3 3 3 3 1 3,,6.30
31.80,,42.56
Program Components Factor,,
Skating Skills 0.80 9.75 9.75 9.75 9.75 9.75 9.50 9.75 9.50 9.50,,9.68
Transitions 0.80 9.75 9.50 9.50 9.75 9.50 9.50 9.75 9.50 9.50,,9.57
Performance 0.80 9.75 10.00 10.00 10.00 9.75 10.00 10.00 9.75 9.75,,9.89
Composition 0.80 9.75 9.75 10.00 9.75 9.75 10.00 9.75 9.50 9.50,,9.75
Interpretation of the Music/Timing 0.80 9.75 9.25 9.75 10.00 10.00 10.00 10.00 9.50 9.75,,9.82
Judges Total Program Components Score (factored),,38.97
Deductions:,,0.00
Choreography restriction: (1 of 10),,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
3 Maia SHIBUTANI / Alex SHIBUTANI USA 4 78.09 40.85 37.24,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 1RH2+kpTTY 3.80 1.29 2 2 3 2 2 1 3 2 2,,5.09
2 PSt4 8.60 2.36 2 2 2 2 2 2 3 3 2,,10.96
3 STw4 6.60 1.11 1 3 2 2 2 2 2 2 1,,7.71
4 NtMiSt4 8.60 2.36 2 2 3 2 2 2 3 2 2,,10.96
5 RoLi4 4.50 1.63 2 2 3 3 3 2 3 3 3,,6.13
32.10,,40.85
Program Components Factor,,
Skating Skills 0.80 8.75 9.50 9.50 9.50 9.50 9.00 9.50 9.25 9.25,,9.36
Transitions 0.80 8.50 9.25 9.00 9.50 9.00 9.00 9.25 9.50 9.00,,9.14
Performance 0.80 9.00 9.50 9.25 9.50 9.50 8.75 9.75 9.25 9.25,,9.32
Composition 0.80 8.75 9.50 9.25 9.50 9.50 9.00 9.50 9.50 9.25,,9.36
Interpretation of the Music/Timing 0.80 8.75 9.25 9.50 9.50 9.50 8.75 9.75 9.50 9.50,,9.36
Judges Total Program Components Score (factored),,37.24
Deductions:,,0.00
Grand Prix Final 2017 Senior and Junior,,
ICE DANCE SHORT DANCEJUDGES DETAILS PER SKATER,,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
4 Madison HUBBELL / Zachary DONOHUE USA 2 74.81 38.22 36.59,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 NtMiSt3 7.10 2.51 2 2 3 2 2 2 3 3 2,,9.61
2 1RH4+kpYYY 5.00 1.29 1 2 2 2 2 2 3 3 2,,6.29
3 PSt3 7.10 2.20 2 2 2 2 1 2 3 2 2,,9.30
4 CuLi4 4.50 1.29 1 3 2 3 2 2 2 2 2,,5.79
5 STw3 5.60 1.63 2 3 3 3 2 2 3 3 3,,7.23
29.30,,38.22
Program Components Factor,,
Skating Skills 0.80 8.50 9.50 8.75 9.25 9.25 9.00 9.25 9.50 9.25,,9.18
Transitions 0.80 8.25 9.50 8.75 9.00 8.75 9.00 9.25 9.00 9.00,,8.96
Performance 0.80 8.75 9.50 9.00 9.50 9.00 9.25 9.50 9.50 9.25,,9.29
Composition 0.80 8.75 9.75 9.00 9.25 9.00 9.25 9.00 9.25 9.25,,9.14
Interpretation of the Music/Timing 0.80 8.75 9.50 8.75 9.50 9.25 9.00 9.25 9.25 9.25,,9.18
Judges Total Program Components Score (factored),,36.59
Deductions:,,0.00
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
5 Madison CHOCK / Evan BATES USA 3 74.36 38.08 36.28,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 STw4 6.60 1.11 2 2 2 2 2 1 2 2 1,,7.71
2 PSt3 7.10 1.73 2 2 2 2 -1 1 2 1 1,,8.83
3 1RH4+kpYYY 5.00 0.94 1 2 2 2 1 1 2 2 1,,5.94
4 CuLi4 4.50 1.80 3 3 3 3 3 3 3 3 2,,6.30
5 NtMiSt3 7.10 2.20 2 3 2 2 2 2 2 1 2,,9.30
30.30,,38.08
Program Components Factor,,
Skating Skills 0.80 8.75 9.50 9.00 9.25 9.00 8.75 9.00 9.00 8.75,,8.96
Transitions 0.80 8.50 9.50 9.00 9.25 8.50 8.75 9.00 9.25 8.75,,8.93
Performance 0.80 8.75 9.75 9.25 9.50 9.00 8.75 9.25 9.25 9.25,,9.18
Composition 0.80 8.75 10.00 9.25 9.25 9.00 9.00 9.25 9.50 9.00,,9.18
Interpretation of the Music/Timing 0.80 8.75 9.75 9.00 9.25 8.50 9.00 9.50 9.00 9.25,,9.11
Judges Total Program Components Score (factored),,36.28
Deductions:,,0.00
Choreography restriction: (2 of 10),,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
6 Anna CAPPELLINI / Luca LANOTTE ITA 1 74.24 37.87 36.37,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 STw4 6.60 1.37 2 3 3 2 3 2 2 2 2,,7.97
2 NtMiSt3 7.10 2.20 2 2 2 2 2 2 2 2 2,,9.30
