Grand Prix Final 2017 Senior and Junior,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
1 Aljona SAVCHENKO / Bruno MASSOT GER 4 79.43 42.53 36.90,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 3Tw3 6.20 2.10 3 3 3 3 3 3 3 3 2,,8.30
2 3S 4.40 1.40 3 2 2 2 2 2 2 2 2,,5.80
3 3LzTh 5.50 1.40 2 2 2 2 2 2 2 2 1,,6.90
4 3Li4 4.50 0.93 2 2 2 1 2 3 2 2 1,,5.43
5 StSq4 3.90 1.80 3 1 3 2 2 3 3 3 2,,5.70
6 FiDs4 3.50 1.40 3 1 2 2 2 3 2 2 1,,4.90
7 PCoSp4 4.50 1.00 2 2 2 2 2 2 2 2 1,,5.50
32.50,,42.53
Program Components Factor,,
Skating Skills 0.80 9.50 9.00 9.25 9.25 9.00 9.00 9.25 9.00 9.00,,9.11
Transitions 0.80 9.25 9.00 9.00 9.25 8.50 9.00 9.50 9.25 8.75,,9.07
Performance 0.80 9.50 9.25 9.50 9.50 9.00 9.25 9.50 9.00 9.25,,9.32
Composition 0.80 9.50 9.25 9.50 9.50 8.75 9.50 9.50 9.00 8.75,,9.29
Interpretation of the Music 0.80 9.50 9.50 9.25 9.50 9.00 9.25 9.50 9.25 9.00,,9.32
Judges Total Program Components Score (factored),,36.90
Deductions:,,0.00
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
2 Evgenia TARASOVA / Vladimir MOROZOV RUS 5 78.83 42.24 36.59,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 3Tw4 6.60 1.90 3 3 3 3 2 3 3 2 2,,8.50
2 3T 4.30 0.50 0 2 2 0 0 1 1 1 0,,4.80
3 3LoTh 5.00 2.10 3 3 3 3 2 3 3 3 3,,7.10
4 FiDs4 3.50 1.70 2 2 3 3 2 3 3 2 2,,5.20
5 PCoSp4 4.50 1.00 2 2 2 2 2 2 2 2 2,,5.50
6 3Li4 4.50 1.14 3 3 2 2 2 2 2 3 2,,5.64
7 StSq4 3.90 1.60 1 3 3 2 1 3 3 2 2,,5.50
32.30,,42.24
Program Components Factor,,
Skating Skills 0.80 9.25 9.50 9.50 9.50 8.50 9.00 9.75 9.25 8.75,,9.25
Transitions 0.80 8.75 9.50 9.25 9.00 8.25 9.00 9.25 9.00 8.50,,8.96
Performance 0.80 9.25 9.75 9.50 9.25 8.75 9.00 9.75 8.75 9.00,,9.21
Composition 0.80 9.25 9.50 9.50 9.50 8.50 9.25 9.50 8.50 8.50,,9.14
Interpretation of the Music 0.80 9.25 9.75 9.75 9.25 8.75 9.00 9.50 8.50 8.75,,9.18
Judges Total Program Components Score (factored),,36.59
Deductions:,,0.00
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
3 Wenjing SUI / Cong HAN CHN 6 75.82 39.64 37.18,,1.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 3T 4.30 -2.10 -3 -3 -3 -3 -3 -3 -3 -3 -3,,2.20
2 3FTh 5.50 2.00 3 2 3 3 3 3 3 2 3,,7.50
3 3Tw4 6.60 1.60 3 1 3 2 2 3 2 1 3,,8.20
4 PCoSp3 4.00 1.21 2 2 3 3 2 3 2 2 3,,5.21
5 StSq4 3.90 1.50 2 2 2 2 2 3 2 1 3,,5.40
6 3Li4 4.50 1.43 3 3 3 3 1 3 3 2 3,,5.93
7 FiDs4 3.50 1.70 3 2 2 2 2 3 3 2 3,,5.20
32.30,,39.64
Program Components Factor,,
Skating Skills 0.80 9.50 9.25 9.50 9.50 9.00 9.50 9.50 8.25 9.50,,9.39
Transitions 0.80 9.25 9.00 9.50 9.50 9.00 9.50 9.50 8.75 9.50,,9.32
Performance 0.80 9.50 8.75 9.25 9.25 8.50 9.25 9.25 8.50 9.25,,9.07
Composition 0.80 9.50 9.00 9.50 9.50 9.00 9.50 9.50 8.50 9.75,,9.36
Interpretation of the Music 0.80 9.25 9.25 9.50 9.50 8.75 9.50 9.50 8.50 9.50,,9.32
Judges Total Program Components Score (factored),,37.18
Deductions: Falls:  -1.00,,-1.00
Grand Prix Final 2017 Senior and Junior,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
4 Ksenia STOLBOVA / Fedor KLIMOV RUS 2 73.15 39.20 34.95,,1.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 3Tw2 5.80 -0.10 -2 0 1 -1 1 -1 1 0 -1,,5.70
2 3LzTh 5.50 1.00 1 2 2 1 0 1 2 2 1,,6.50
3 3T 4.30 1.40 1 2 3 2 2 2 2 2 2,,5.70
4 FiDs4 3.50 1.40 2 3 2 1 2 2 3 2 1,,4.90
5 PCoSp4 4.50 1.00 2 2 2 1 2 2 2 2 2,,5.50
6 3Li4 4.50 1.00 2 3 2 0 1 3 2 2 2,,5.50
7 StSq4 3.90 1.50 1 3 2 2 2 2 3 2 2,,5.40
32.00,,39.20
Program Components Factor,,
Skating Skills 0.80 8.75 9.50 8.75 9.00 8.75 8.75 9.25 8.00 9.25,,8.93
Transitions 0.80 8.50 9.25 8.50 8.75 8.25 8.50 9.25 7.75 8.50,,8.61
Performance 0.80 8.50 9.25 8.75 8.25 8.00 8.25 9.50 7.50 8.75,,8.54
Composition 0.80 8.75 9.75 9.00 8.75 8.75 8.50 9.25 7.25 8.75,,8.82
Interpretation of the Music 0.80 8.75 9.50 9.00 8.75 8.50 8.25 9.50 7.25 8.75,,8.79
Judges Total Program Components Score (factored),,34.95
Deductions: Falls:  -1.00,,-1.00
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
5 Meagan DUHAMEL / Eric RADFORD CAN 3 72.18 37.00 35.18,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 3Tw2 5.80 1.00 2 1 2 1 2 1 2 1 1,,6.80
2 3Lz 6.00 -0.20 -2 -1 0 -1 0 0 1 2 -1,,5.80
3 3LzTh 5.50 -1.40 -3 -2 -2 -2 -2 -2 -2 -1 -2,,4.10
4 FiDs4 3.50 1.50 2 1 2 3 2 3 2 2 2,,5.00
5 3Li4 4.50 1.00 2 2 3 2 2 2 2 2 1,,5.50
6 PCoSp4 4.50 1.00 2 2 2 3 2 2 2 2 2,,5.50
7 StSq3 3.30 1.00 1 2 2 3 2 2 2 2 2,,4.30
33.10,,37.00
Program Components Factor,,
Skating Skills 0.80 9.00 8.75 8.75 9.00 9.00 8.75 9.25 8.25 8.75,,8.86
Transitions 0.80 8.75 8.25 8.75 9.00 8.50 8.50 9.00 8.25 8.50,,8.61
Performance 0.80 8.75 8.50 8.75 9.00 9.00 8.75 8.75 8.00 8.50,,8.71
Composition 0.80 9.25 8.50 9.25 9.50 8.75 9.00 9.00 8.50 8.75,,8.93
