Grand Prix Final 2017 Senior and Junior,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
1 Alina ZAGITOVA RUS 5 147.03 76.61 70.42,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 ChSq1 2.00 1.60 2 3 3 3 1 2 2 2 2,,3.60
2 FCSp4 3.20 1.14 2 2 2 3 2 3 2 3 2,,4.34
3 StSq4 3.90 1.40 2 2 2 2 1 2 2 2 3,,5.30
4 3Lz+3Lo 12.21 X 1.30 2 1 2 2 1 2 2 2 2,,13.51
5 2A+3T 8.36 X -0.40 -1 -1 0 1 -1 -1 0 0 -1,,7.96
6 3F+2T+2Lo 9.24 X 1.00 2 1 1 2 2 2 1 1 1,,10.24
7 LSp4 2.70 1.00 2 2 2 2 2 2 2 2 2,,3.70
8 3Lz 6.60 X -0.80 -2 -1 -1 0 -2 -2 0 0 -2,,5.80
9 3S 4.84 X 1.10 1 1 1 2 2 2 2 2 1,,5.94
10 3F 5.83 X 1.40 2 2 2 2 2 2 2 2 2,,7.23
11 2A 3.63 X 0.57 1 1 1 2 1 1 2 1 1,,4.20
12 CCoSp4 3.50 1.29 3 3 2 3 2 2 2 3 3,,4.79
66.01,,76.61
Program Components Factor,,
Skating Skills 1.60 8.75 9.00 9.00 9.00 8.50 8.50 9.00 8.75 8.50,,8.79
Transitions 1.60 8.25 8.75 8.75 8.75 8.50 8.25 9.25 8.50 8.75,,8.61
Performance 1.60 8.50 9.50 8.75 9.00 9.00 8.50 9.25 9.25 9.00,,8.96
Composition 1.60 8.50 9.00 9.00 9.00 8.25 8.75 9.25 7.75 9.00,,8.79
Interpretation of the Music 1.60 8.75 9.00 8.75 9.25 9.00 8.50 9.25 8.75 8.50,,8.86
Judges Total Program Components Score (factored),,70.42
Deductions:,,0.00
"X Credit highlight distribution, base value multiplied by 1.1",,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
2 Maria SOTSKOVA RUS 2 142.28 73.59 68.69,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 3Lz+3T 10.30 1.00 2 1 1 1 2 2 2 1 1,,11.30
2 3F 5.30 1.40 2 1 2 2 2 3 2 2 2,,6.70
3 LSp4 2.70 0.86 2 1 2 2 2 1 2 1 2,,3.56
4 StSq4 3.90 1.40 2 2 2 2 2 2 2 2 1,,5.30
5 3Lo 5.61 X -0.20 1 -1 0 0 0 -1 0 0 -1,,5.41
6 3F+1Lo+3S 11.22 X 1.30 2 1 2 2 2 2 2 2 1,,12.52
7 3Lz 6.60 X 1.40 2 1 2 2 2 2 2 2 2,,8.00
8 ChSq1 2.00 1.10 2 1 1 2 1 2 2 2 1,,3.10
9 2A+2T 5.06 X 0.71 2 1 1 1 2 2 1 2 1,,5.77
10 2A 3.63 X 0.57 2 1 1 1 1 1 2 1 0,,4.20
11 FCSp3 2.80 0.57 1 1 1 1 1 2 1 2 1,,3.37
12 CCoSp4 3.50 0.86 2 1 2 2 2 1 2 2 1,,4.36
62.62,,73.59
Program Components Factor,,
Skating Skills 1.60 8.50 8.50 8.50 8.75 8.50 8.75 8.75 8.50 8.00,,8.57
Transitions 1.60 8.00 7.50 8.50 8.50 8.75 8.50 8.25 8.25 8.50,,8.36
Performance 1.60 8.25 9.00 8.75 9.00 9.00 8.75 8.75 8.75 8.25,,8.75
Composition 1.60 8.50 8.25 8.75 9.25 8.50 8.50 8.75 8.50 8.50,,8.57
Interpretation of the Music 1.60 8.50 8.50 8.50 9.00 9.00 8.75 8.75 8.75 8.25,,8.68
Judges Total Program Components Score (factored),,68.69
Deductions:,,0.00
"X Credit highlight distribution, base value multiplied by 1.1",,
Grand Prix Final 2017 Senior and Junior,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
3 Carolina KOSTNER ITA 1 141.83 66.87 74.96,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 3F+2T 6.60 1.30 1 2 2 1 2 2 2 3 2,,7.90
2 3F 5.30 1.40 2 2 2 2 2 2 2 3 2,,6.70
3 3Lo 5.10 1.50 2 2 3 2 2 2 1 3 2,,6.60
4 FCSp4 3.20 1.00 1 2 2 2 2 2 2 2 2,,4.20
5 FCCoSp4 3.50 1.00 2 2 2 2 2 2 2 2 3,,4.50
6 3T 4.73 X 1.60 2 2 3 2 3 2 2 3 2,,6.33
7 2A+1Lo+2S 5.61 X 0.50 1 1 1 1 1 1 1 1 0,,6.11
8 2A 3.63 X 0.50 1 1 1 1 1 1 1 2 1,,4.13
9 3S+2T 6.27 X -0.20 0 0 0 0 -1 -1 0 0 -1,,6.07
10 ChSq1 2.00 2.00 3 3 3 3 3 2 2 3 3,,4.00
11 StSq4 3.90 2.00 3 3 3 2 3 3 2 3 3,,5.90
12 CCoSp4 3.50 0.93 1 2 2 2 2 1 2 2 2,,4.43
53.34,,66.87
Program Components Factor,,
Skating Skills 1.60 9.25 9.75 9.50 9.50 9.50 9.25 9.00 9.75 9.50,,9.46
Transitions 1.60 9.25 9.00 9.50 9.00 9.25 9.00 8.50 9.50 8.75,,9.11
Performance 1.60 9.50 9.50 9.50 9.50 9.50 9.00 8.75 9.75 9.25,,9.39
Composition 1.60 9.50 9.00 9.75 9.50 9.25 9.25 9.00 10.00 9.50,,9.39
Interpretation of the Music 1.60 9.50 9.50 9.75 9.50 9.50 9.25 9.25 10.00 9.50,,9.50
Judges Total Program Components Score (factored),,74.96
Deductions:,,0.00
"X Credit highlight distribution, base value multiplied by 1.1",,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
4 Satoko MIYAHARA JPN 6 138.88 67.00 71.88,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 3Lo 5.10 1.10 2 1 1 2 2 1 2 1 2,,6.20
2 3Lz<+3T< < 7.20 -1.40 -2 -2 -2 -2 -2 -2 -2 -2 -2,,5.80
3 3F< < 3.70 -0.80 -1 -1 -1 -2 -1 -1 -1 -1 -2,,2.90
4 FCSp4 3.20 0.93 1 1 2 2 2 2 2 2 2,,4.13
5 CCoSp4 3.50 0.79 2 1 1 2 2 2 1 2 1,,4.29
6 StSq4 3.90 1.50 3 2 2 2 3 2 2 2 2,,5.40
7 3Lz+2T+2Lo 10.01 X 0.70 2 1 1 1 1 1 1 0 1,,10.71
8 2A+3T 8.36 X 1.10 2 1 2 2 2 1 1 1 2,,9.46
9 3S 4.84 X 1.10 2 1 2 2 2 1 1 2 1,,5.94
10 ChSq1 2.00 1.70 3 2 3 2 3 2 2 2 3,,3.70
11 2A 3.63 X 0.71 1 1 2 2 2 1 1 1 2,,4.34
12 LSp4 2.70 1.43 2 3 3 3 3 3 2 3 3,,4.13
58.14,,67.00
Program Components Factor,,
Skating Skills 1.60 8.75 8.75 9.25 9.25 9.25 9.00 9.00 8.75 9.00,,9.00
Transitions 1.60 8.50 8.75 9.00 8.50 9.25 8.75 9.00 8.25 9.00,,8.79
