Grand Prix Final 2017 Senior and Junior,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
1 Gabriella PAPADAKIS / Guillaume CIZERON FRA 6 120.09 60.85 59.24,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 STw4 6.60 1.71 3 3 3 3 3 2 3 2 3,,8.31
2 CuLi4 4.50 1.80 3 3 3 3 2 3 3 3 3,,6.30
3 CiSt3 7.10 2.99 3 3 3 2 3 2 3 3 2,,10.09
4 StaLi4 4.50 1.80 3 3 3 3 3 3 3 3 3,,6.30
5 CoSp4 5.60 1.71 3 3 3 3 2 3 3 3 2,,7.31
6 MiSt3 7.10 3.14 3 3 2 3 2 3 3 3 3,,10.24
7 ChSp1 1.00 1.90 3 2 3 3 2 2 3 3 3,,2.90
8 SlLi4 4.50 1.80 3 3 3 3 3 3 3 3 3,,6.30
9 ChLi1 1.00 2.10 3 3 3 3 3 2 3 3 3,,3.10
41.90,,60.85
Program Components Factor,,
Skating Skills 1.20 9.75 9.75 9.75 9.75 10.00 9.50 9.75 10.00 9.75,,9.79
Transitions 1.20 9.75 9.75 9.75 9.75 9.50 9.50 10.00 9.75 9.50,,9.68
Performance 1.20 10.00 10.00 10.00 10.00 10.00 9.50 10.00 10.00 9.75,,9.96
Composition 1.20 10.00 10.00 10.00 10.00 9.75 9.75 10.00 10.00 9.75,,9.93
Interpretation of the Music/Timing 1.20 10.00 10.00 9.75 10.00 10.00 10.00 10.00 10.00 10.00,,10.00
Judges Total Program Components Score (factored),,59.24
Deductions:,,0.00
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
2 Tessa VIRTUE / Scott MOIR CAN 5 118.33 59.66 58.67,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 StaLi4 4.50 1.71 2 3 3 3 2 3 3 3 3,,6.21
2 STw4 6.60 1.80 3 3 3 3 3 3 3 2 3,,8.40
3 ChSp1 1.00 1.80 3 2 3 3 2 3 2 3 2,,2.80
4 CiSt3 7.10 2.51 2 2 3 2 3 2 3 2 2,,9.61
5 RoLi4 4.50 1.71 3 2 3 3 3 3 3 2 3,,6.21
6 Sp4 5.60 1.54 3 3 2 3 2 3 2 3 2,,7.14
7 DiSt3 7.10 2.99 3 3 3 3 2 3 3 2 2,,10.09
8 CuLi4 4.50 1.80 3 3 3 3 3 2 3 3 3,,6.30
9 ChLi1 1.00 1.90 3 2 3 3 2 3 3 3 2,,2.90
41.90,,59.66
Program Components Factor,,
Skating Skills 1.20 9.75 9.75 9.75 9.75 9.75 9.50 9.50 9.50 9.50,,9.64
Transitions 1.20 9.75 9.50 9.50 9.75 9.50 9.50 9.75 9.50 9.50,,9.57
Performance 1.20 10.00 10.00 9.75 10.00 10.00 10.00 10.00 9.75 9.75,,9.93
Composition 1.20 9.75 9.75 10.00 9.75 9.75 10.00 9.75 9.50 9.75,,9.79
Interpretation of the Music/Timing 1.20 10.00 10.00 10.00 10.00 10.00 10.00 10.00 9.50 9.75,,9.96
Judges Total Program Components Score (factored),,58.67
Deductions:,,0.00
Grand Prix Final 2017 Senior and Junior,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
3 Madison CHOCK / Evan BATES USA 3 112.79 57.25 55.54,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 StaLi4 4.50 1.63 2 3 3 3 2 3 3 3 2,,6.13
2 CuLi4 4.50 1.71 3 3 3 3 2 3 3 3 2,,6.21
3 STw4 6.60 1.20 2 2 3 2 2 2 2 2 1,,7.80
4 CiSt3 7.10 1.89 2 2 3 2 2 1 2 1 1,,8.99
5 CoSp4 5.60 1.29 2 2 3 3 2 2 2 2 2,,6.89
6 RoLi4 4.50 1.63 3 3 3 3 2 2 3 3 2,,6.13
7 DiSt3 7.10 2.20 2 3 2 2 2 2 2 2 1,,9.30
8 ChLi1 1.00 2.00 3 3 3 3 2 3 3 3 2,,3.00
9 ChSp1 1.00 1.80 2 2 3 3 2 3 3 3 2,,2.80
41.90,,57.25
Program Components Factor,,
Skating Skills 1.20 9.25 9.50 9.50 9.25 9.00 8.50 9.25 9.00 9.00,,9.18
Transitions 1.20 9.00 9.50 9.25 9.25 8.50 8.25 9.25 9.00 8.75,,9.00
Performance 1.20 9.50 9.75 9.75 9.50 9.00 8.75 9.50 9.25 9.25,,9.39
Composition 1.20 9.50 9.75 9.50 9.50 9.25 9.25 9.50 9.25 8.75,,9.39
Interpretation of the Music/Timing 1.20 9.50 9.50 9.75 9.25 9.25 9.00 9.75 9.00 9.00,,9.32
Judges Total Program Components Score (factored),,55.54
Deductions:,,0.00
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
4 Madison HUBBELL / Zachary DONOHUE USA 2 112.59 57.42 55.17,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 STw4 6.60 1.63 2 3 3 3 2 3 3 3 2,,8.23
2 SeSt4 8.60 2.20 2 2 2 3 2 2 2 2 2,,10.80
3 ChSp1 1.00 1.70 2 2 3 3 2 2 3 3 2,,2.70
4 DiSt3 7.10 2.20 2 2 2 2 2 2 2 2 2,,9.30
5 CuLi4 4.50 1.54 3 3 2 3 2 3 3 2 2,,6.04
6 Sp4 5.60 1.20 1 2 2 2 2 2 2 2 2,,6.80
7 SlLi4 4.50 1.54 2 3 3 2 2 2 3 3 3,,6.04
8 RoLi3 4.00 0.51 0 1 2 1 1 1 0 1 1,,4.51
9 ChTw1 1.00 2.00 3 3 3 3 1 3 3 3 2,,3.00
42.90,,57.42
Program Components Factor,,
Skating Skills 1.20 9.25 9.50 9.00 9.50 9.25 9.00 9.25 9.50 9.25,,9.29
Transitions 1.20 9.00 9.50 8.75 9.00 8.75 8.50 9.00 9.00 9.00,,8.93
Performance 1.20 9.25 9.75 9.25 9.50 9.00 9.00 9.25 9.50 9.50,,9.32
Composition 1.20 9.25 9.50 8.75 9.25 9.25 9.00 9.25 9.00 9.25,,9.18
Interpretation of the Music/Timing 1.20 9.25 9.50 9.00 9.75 9.25 9.00 9.50 9.00 9.25,,9.25
Judges Total Program Components Score (factored),,55.17
Deductions:,,0.00
Grand Prix Final 2017 Senior and Junior,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,
Total Total Total,,
Rank Name Nation Starting Segment Element Program,,Deductions
Number Score Score Component,,
"= + Score (factorized)",,-
5 Anna CAPPELLINI / Luca LANOTTE ITA 1 110.99 56.01 54.98,,0.00
"# Executed Info Base GOE J1 J2 J3 J4 J5 J6 J7 J8 J9",,Ref Scores of
Elements Value,,Panel
1 StaLi4 4.50 1.54 2 3 3 2 3 2 3 2 3,,6.04
2 STw4 6.60 1.63 2 3 3 3 3 3 3 2 2,,8.23
3 SlLi4 4.50 1.29 2 3 2 2 2 1 3 2 2,,5.79
4 SeSt3 7.10 1.89 2 2 2 2 2 1 2 1 1,,8.99
