Trophee Eric Bompard 2006,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
1 Brian JOUBERT FRA,,153.73  80.13,,,73.60,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 4T+2T  10.30  0.80 1 1 0,1,2 1 0 1,,0,0 - -,11.10
2 3S  4.50  1.00 1 1 1,1,1 1 0 1,,1,1 - -,5.50
3 3A  7.50 -0.40 0 1 0,0,-1 0 0 -1,,0,-1 - -,7.10
4 CiSt3  3.10  0.50 1 1 0,1,1 1 1 1,,1,1 - -,3.60
5 CSSp4  3.00  0.40 1 1 0,0,1 1 0 1,,0,1 - -,3.40
6 4T  9.90 x  0.20 0 0 0,1,1 0 0 0,,0,0 - -,10.10
7 3Lo+3T  9.90 x  0.80 1 1 0,0,1 1 0 1,,0,1 - -,10.70
8 3F  6.05 x  1.00 -1 1 0,1,1 1 0 2,,1,1 - -,7.05
9 3Lz  6.60 x -2.00 -2 -1 -2,-2,-2 -2 -2 -2,,-2,-2 - -,4.60
10 FSSp3  2.30  0.20 1 1 0,0,0 0 0 1,,0,1 - -,2.50
11 SSp2  1.50  0.00 1 1 0,0,0 0 0 0,,0,0 - -,1.50
12 SlSt3  3.10  0.20 1 1 0,0,1 0 2 0,,1,0 - -,3.30
13 3S+2T  6.38 x  0.80 1 1 0,0,1 1 0 1,,0,1 - -,7.18
14 CCoSp2  2.50  0.00 0 1 0,0,0 0 0 0,,0,1 - -,2.50
76.63,,,,,,80.13
Program Components Factor,,,,,,
Skating Skills  2.00 7.50 7.75 7.75,7.75,7.75 7.25 7.50 7.00,,7.50,7.75 - -,7.55
Transition / Linking Footwork  2.00 7.25 7.00 7.25,7.25,7.25 7.00 7.25 6.75,,7.25,6.75 - -,7.10
Performance / Execution  2.00 7.25 7.75 7.50,7.50,7.75 7.25 7.25 7.25,,7.50,7.50 - -,7.40
Choreography / Composition  2.00 7.00 7.75 7.50,7.50,7.75 7.25 7.25 7.00,,7.50,7.50 - -,7.35
Interpretation  2.00 7.00 7.50 7.50,7.50,7.75 7.25 7.25 7.25,,7.50,7.50 - -,7.40
Judges Total Program Component Score (factored),,,,,,73.60
Deductions:,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
2 Alban PREAUBERT FRA,,140.34  73.64,,,66.70,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 3F+3T  9.50  0.40 1 1 0,0,1 0 0 0,,0,1 - -,9.90
2 3A+2T+2Lo  10.30  0.60 1 0 0,1,1 0 0 1,,0,0 - -,10.90
3 3Lz  6.00 -0.20 -1 1 0,0,1 -1 0 -1,,0,1 - -,5.80
4 3A  7.50  1.00 1 1 0,1,1 0 1 1,,1,1 - -,8.50
5 CUSp4  3.00 -0.12 -1 0 0,-1,0 -1 1 0,,0,0 - -,2.88
6 CiSt2  2.30  0.10 0 1 0,0,2 0 2 1,,0,0 - -,2.40
7 FSSp4  3.00  0.00 0 0 0,0,0 0 0 0,,0,0 - -,3.00
8 3F  6.05 x  0.00 0 0 0,0,0 0 1 0,,0,0 - -,6.05
9 2A+2T  5.06 x  0.00 0 1 0,0,0 0 0 0,,0,1 - -,5.06
10 3Lo  5.50 x  0.60 1 0 0,0,1 0 0 1,,0,1 - -,6.10
11 3S  4.95 x  0.00 0 0 0,0,0 0 0 0,,0,0 - -,4.95
12 CSSp3  2.30  0.00 0 -1 0,0,0 0 0 -1,,0,0 - -,2.30
13 SlSt2  2.30  0.00 0 1 0,0,1 0 1 0,,0,0 - -,2.30
14 CCoSp4  3.50  0.00 0 0 0,0,0 0 0 0,,0,0 - -,3.50
71.26,,,,,,73.64
Program Components Factor,,,,,,
Skating Skills  2.00 7.00 7.25 6.25,7.25,6.75 6.25 6.75 6.00,,6.50,6.50 - -,6.60
