Trophee Eric Bompard 2006,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,
Total,Total,,,Total,Total
NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,
Code Score,Score,,,Score (factored),
"=",+,,,+,-
1 Albena DENKOVA / Maxim STAVISKI BUL  97.78,48.90,,,48.88,0.00
"# Executed Base GOE The Judges Panel",,,,,Scores
Elements Value (in random order),,,,,of Panel
1 STw4  4.70  0.50 3 1 1 1 2,1 1 1,,1,1 - -,5.20
2 CuLi4  4.00  0.80 2 2 1 2 2,2 2 1,,1,2 - -,4.80
3 CiSt3  7.20  1.00 2 2 1 1 1,2 1 1,,1,1 - -,8.20
4 SeLi3  5.60  1.00 2 2 2 2 2,3 2 1,,2,2 - -,6.60
5 Sp4  4.70  0.70 2 2 1 1 2,2 1 2,,1,1 - -,5.40
6 MiSt3  6.20  1.20 2 1 1 1 1,2 1 1,,1,2 - -,7.40
7 SlLi2+RoLi4  5.60  0.70 2 1 1 0 1,2 2 0,,1,2 - -,6.30
8 SlLi4  4.00  1.00 1 2 1 1 2,2 2 2,,2,2 - -,5.00
42.00,,,,,48.90
Program Components Factor,,,,,
Skating Skills  1.25 8.50 8.00 8.25 8.50 8.25,8.25 8.25 7.50,,8.00,8.00 - -,8.15
Linking Footwork / Movement  1.75 8.50 8.00 8.00 8.00 8.50,8.25 8.25 7.50,,8.00,7.75 - -,8.05
Performance  1.00 8.75 8.25 8.25 8.25 8.25,8.50 8.25 7.75,,8.00,8.00 - -,8.15
Choreography  1.00 9.00 8.25 8.25 8.50 8.25,8.50 8.25 8.00,,8.25,8.00 - -,8.20
Interpretation / Timing  1.00 8.75 8.00 8.25 8.25 8.25,8.50 8.50 8.00,,8.25,7.75 - -,8.25
Judges Total Program Component Score (factored),,,,,48.88
Deductions:,,,,,0.00
Total,Total,,,Total,Total
NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,
Code Score,Score,,,Score (factored),
"=",+,,,+,-
2 Isabelle DELOBEL / Olivier SCHOENFELDER FRA  97.72,49.80,,,47.92,0.00
"# Executed Base GOE The Judges Panel",,,,,Scores
Elements Value (in random order),,,,,of Panel
1 RoLi4  4.00  0.50 2 1 2 1 1,1 1 1,,1,1 - -,4.50
2 CiSt3  7.20  1.20 2 1 1 1 1,2 1 1,,1,2 - -,8.40
3 STw4  4.70  0.40 2 0 1 1 1,1 1 0,,0,1 - -,5.10
4 SeLi4  6.40  1.00 3 2 2 2 2,2 2 2,,2,2 - -,7.40
5 Sp4  4.70  0.60 2 1 1 0 2,1 1 2,,1,1 - -,5.30
6 CuLi3  3.50  0.80 2 1 0 0 2,2 2 2,,1,1 - -,4.30
7 MiSt3  6.20  1.20 2 1 1 1 1,2 1 2,,1,1 - -,7.40
8 SlLi4+RoLi4  6.40  1.00 2 1 2 1 2,2 2 2,,2,2 - -,7.40
43.10,,,,,49.80
Program Components Factor,,,,,
Skating Skills  1.25 8.25 7.75 8.00 8.00 8.00,8.00 8.25 8.00,,7.75,7.75 - -,7.95
Linking Footwork / Movement  1.75 8.00 7.50 7.75 7.50 8.00,7.75 8.25 8.00,,7.50,8.00 - -,7.90
Performance  1.00 7.75 7.75 7.75 7.75 8.25,8.50 8.25 8.00,,7.50,8.00 - -,8.05
Choreography  1.00 8.00 7.75 8.00 8.00 8.25,8.25 8.50 8.00,,7.75,7.75 - -,8.05
Interpretation / Timing  1.00 8.25 7.75 8.00 7.75 8.00,8.25 8.50 8.00,,7.75,8.00 - -,8.05
Judges Total Program Component Score (factored),,,,,47.92
Deductions:,,,,,0.00
Total,Total,,,Total,Total
NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,
Code Score,Score,,,Score (factored),
"=",+,,,+,-
3 Federica FAIELLA / Massimo SCALI ITA  88.23,46.30,,,42.93,1.00
"# Executed Base GOE The Judges Panel",,,,,Scores
Elements Value (in random order),,,,,of Panel
1 RoLi4  4.00  0.60 1 1 1 0 2,2 1 1,,1,1 - -,4.60
2 MiSt3  6.20  1.00 1 1 1 1 1,1 1 0,,1,1 - -,7.20
3 CoSp2  3.50  0.20 1 1 0 0 2,0 0 1,,0,1 - -,3.70
4 SlLi4  4.00  0.90 2 1 2 1 2,2 2 2,,1,1 - -,4.90
