"",,Iceberg Skating Palace Figure Skating,,,
"",,Дворец зимнего спорта Айсберг Фигурное катание на коньках / Patinage artistique,,,
"",,Palais des sports de glace Iceberg pour le patinage,,,
"",,Pairs,,,
"",,Пары / Couples,,,
"",,TUE 11 FEB 2014 Short Program,,,
"",,Короткая программа / Programme court,,,
"",,Judges Details Per Skater,,,
"",,Детализация оценки участников / Notation détaillée des juges par patineur,,,
"",,Total Total Total,,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score ScorIenfo Score (factored),,,Info
1,VOLOSOZHAR Tatiana / TRANKOV Maxim,RUS 17 84.17 45.46 38.71,,0.00,
"# Executed Elements",,Base Value GOE The Judges Panel (in random order),,Scoresof Panel,
1 3Tw4,,6.20 2.10 3 3 3 3 3 3 3 3 3,,8.30,
2 3T,,4.10 1.50 2 2 2 2 2 3 2 2 3,,5.60,
3 3LoTh,,5.00 2.00 3 2 3 3 3 3 2 3 3,,7.00,
4 BiDs4,,3.50 1.50 3 2 2 2 2 2 2 2 3,,5.00,
5 PCoSp4,,4.50 0.86 1 1 2 2 2 2 2 1 2,,5.36,
6 5RLi4,,7.00 1.40 2 2 2 2 2 3 2 2 2,,8.40,
7 StSq4,,3.90 1.90 2 3 3 3 3 3 2 2 3,,5.80,
"",,34.20,,45.46,
Program Components,,Factor,,,
Skating Skills,,0.80 9.50 9.50 9.75 9.75 9.75 9.50 9.25 9.75 9.50,,9.61,
Transitions / Linking Footwork / Movement,,0.80 9.25 9.75 9.50 9.50 9.50 8.75 9.25 9.50 9.25,,9.39,
Performance / Execution,,0.80 9.75 9.75 9.75 10.00 10.00 9.50 9.50 9.75 10.00,,9.79,
Choreography / Composition,,0.80 9.75 9.75 10.00 9.75 9.75 9.50 9.50 9.75 9.75,,9.71,
Interpretation,,0.80 9.75 9.75 10.00 10.00 10.00 9.75 9.25 10.00 10.00,,9.89,
Judges Total Program Component Score (factored),,,,38.71,
Deductions:,,,,0.00,
"",,Total Total Total,,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
2,SAVCHENKO Aliona / SZOLKOWY Robin,GER 15 79.64 43.46 36.18,,0.00,
Base # Executed Elements,,Value GOE The Judges Panel (in random order),,Scoresof Panel,
1 3FTh,,5.50 1.90 3 2 2 3 3 2 3 3 3,,7.40,
2 3Tw3,,5.80 1.10 1 1 1 2 2 2 2 1 2,,6.90,
3 3T,,4.10 1.50 2 3 1 2 2 2 3 2 2,,5.60,
4 BiDs2,,3.00 1.30 2 2 2 2 2 2 2 1 1,,4.30,
5 PCoSp4,,4.50 0.86 2 1 1 2 2 2 2 1 2,,5.36,
6 5RLi4,,7.00 1.40 2 2 2 2 2 2 2 2 2,,8.40,
7 StSq4,,3.90 1.60 2 3 2 2 3 3 2 2 2,,5.50,
"",,33.80,,43.46,
Program Components,,Factor,,,
Skating Skills,,0.80 8.50 8.75 8.75 9.25 9.00 9.50 9.00 9.00 8.75,,8.93,
Transitions / Linking Footwork / Movement,,0.80 7.50 8.50 8.50 9.25 9.25 9.25 9.00 8.75 8.25,,8.79,
Performance / Execution,,0.80 8.75 9.25 9.00 9.50 9.50 9.75 9.50 9.25 9.00,,9.29,
Choreography / Composition,,0.80 8.50 9.00 8.75 9.25 9.50 9.50 9.50 9.00 8.75,,9.11,
Interpretation,,0.80 8.75 8.50 9.00 9.50 9.25 9.75 9.50 9.25 8.50,,9.11,
Judges Total Program Component Score (factored),,,,36.18,
Deductions:,,,,0.00,
FSX020201_77B 1.0,,Report Created  TUE 11 FEB 2014 22:20,,Page 1/10,
"",,Iceberg Skating Palace Figure Skating,,,
"",,Дворец зимнего спорта Айсберг Фигурное катание на коньках / Patinage artistique,,,
"",,Palais des sports de glace Iceberg pour le patinage,,,
"",,Pairs,,,
"",,Пары / Couples,,,
"",,TUE 11 FEB 2014 Short Program,,,
"",,Короткая программа / Programme court,,,
"",,Judges Details Per Skater,,,
"",,Детализация оценки участников / Notation détaillée des juges par patineur,,,
"",,Total Total Total,,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score ScorIenfo Score (factored),,,Info
3,STOLBOVA Ksenia / KLIMOV Fedor,RUS 13 75.21 41.46 33.75,,0.00,
"# Executed Elements",,Base Value GOE The Judges Panel (in random order),,Scoresof Panel,
1 3Tw2,,5.40 1.20 2 2 2 1 1 2 1 2 2,,6.60,
2 3T,,4.10 1.60 2 3 2 2 3 1 3 2 2,,5.70,
3 3FTh,,5.50 1.40 2 2 2 2 2 2 1 3 2,,6.90,
4 5BLi4,,6.50 1.10 1 2 2 1 2 1 2 2 1,,7.60,
5 BiDs3,,3.20 0.80 1 1 1 1 1 1 2 2 1,,4.00,
6 PCoSp4,,4.50 0.86 2 2 2 1 2 1 2 2 1,,5.36,
7 StSq4,,3.90 1.40 2 3 2 2 2 1 2 3 1,,5.30,
"",,33.10,,41.46,
Program Components,,Factor,,,
Skating Skills,,0.80 8.25 8.25 8.75 8.50 8.50 8.25 8.75 8.75 8.25,,8.46,
Transitions / Linking Footwork / Movement,,0.80 8.00 8.00 8.50 8.25 8.25 7.25 8.25 8.25 7.75,,8.11,
Performance / Execution,,0.80 8.50 8.75 9.00 8.75 8.50 8.00 8.75 9.00 8.00,,8.61,
Choreography / Composition,,0.80 8.00 8.25 8.75 8.75 8.50 8.00 8.50 9.00 7.75,,8.39,
Interpretation,,0.80 8.00 8.50 9.25 9.00 8.50 8.25 8.75 8.75 8.50,,8.61,
Judges Total Program Component Score (factored),,,,33.75,
Deductions:,,,,0.00,
"",,Total Total Total,,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
4,PANG Qing / TONG Jian,CHN 19 73.30 39.33 33.97,,0.00,
Base # Executed Elements,,Value GOE The Judges Panel (in random order),,Scoresof Panel,
1 3T<,,< 2.90 -0.70 -1 -1 0 -1 0 -2 -1 -2 -1,,2.20,
2 3Tw2,,5.40 1.30 2 2 1 2 1 2 2 2 2,,6.70,
3 3LoTh,,5.00 1.50 2 2 2 3 1 2 3 2 2,,6.50,
4 BiDs4,,3.50 1.10 1 1 1 2 2 2 2 2 1,,4.60,
5 5RLi4,,7.00 1.40 2 2 1 2 2 3 2 2 2,,8.40,
6 StSq4,,3.90 1.60 2 2 2 3 1 3 2 2 3,,5.50,
7 PCoSp4,,4.50 0.93 1 2 1 2 2 2 2 2 2,,5.43,
"",,32.20,,39.33,
Program Components,,Factor,,,
Skating Skills,,0.80 8.50 8.50 8.25 8.50 8.50 8.25 9.00 8.75 8.75,,8.54,
Transitions / Linking Footwork / Movement,,0.80 8.25 9.00 8.25 7.50 7.75 8.00 8.75 7.50 8.50,,8.14,
Performance / Execution,,0.80 8.50 8.75 8.50 8.25 8.50 8.50 9.00 8.50 8.50,,8.54,
Choreography / Composition,,0.80 8.50 9.00 8.25 8.00 8.25 8.50 9.00 8.50 8.75,,8.54,
Interpretation,,0.80 8.75 9.00 8.50 8.50 8.50 8.75 9.25 8.50 9.00,,8.71,
Judges Total Program Component Score (factored),,,,33.97,
Deductions:,,,,0.00,
FSX020201_77B 1.0,,Report Created  TUE 11 FEB 2014 22:20,,Page 2/10,
"",,Iceberg Skating Palace Figure Skating,,,
"",,Дворец зимнего спорта Айсберг Фигурное катание на коньках / Patinage artistique,,,
"",,Palais des sports de glace Iceberg pour le patinage,,,
"",,Pairs,,,
"",,Пары / Couples,,,
"",,TUE 11 FEB 2014 Short Program,,,
"",,Короткая программа / Programme court,,,
"",,Judges Details Per Skater,,,
"",,Детализация оценки участников / Notation détaillée des juges par patineur,,,
"",,Total Total Total,,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score ScorIenfo Score (factored),,,Info
5,DUHAMEL Meagan / RADFORD Eric,CAN 14 72.21 39.70 32.51,,0.00,
Base # Executed Elements,,Value GOE The Judges Panel (in random order),,Scoresof Panel,
1 3Tw2,,5.40 1.30 2 2 2 1 2 2 0 2 2,,6.70,
2 3Lz,,6.00 -0.50 -1 0 0 0 -1 -1 -1 -1 -1,,5.50,
3 5ALi4,,6.50 1.10 2 2 2 2 2 1 1 1 1,,7.60,
4 PCoSp4,,4.50 0.50 1 1 1 1 1 1 1 1 2,,5.00,
5 3LzTh,,5.50 1.40 2 2 3 2 2 1 2 2 2,,6.90,
6 StSq4,,3.90 0.10 -1 1 -1 0 1 0 0 0 2,,4.00,
7 BiDs2,,3.00 1.00 1 2 2 1 1 2 1 1 2,,4.00,
"",,34.80,,39.70,
Program Components,,Factor,,,
Skating Skills,,0.80 8.00 8.00 8.00 8.00 8.00 8.50 8.50 7.75 8.25,,8.11,
Transitions / Linking Footwork / Movement,,0.80 7.75 8.50 7.75 8.50 8.00 8.25 8.25 8.00 8.75,,8.18,
Performance / Execution,,0.80 7.75 8.50 8.00 8.25 7.75 8.50 8.25 7.75 8.50,,8.14,
Choreography / Composition,,0.80 8.00 8.25 8.25 8.50 8.00 8.00 8.25 7.75 8.25,,8.14,
